1,65,2,6,1.8992
1,66,2,5,1.3052
0,83,2,7,1.3537
1,43,1,1,0.85338
1,72,2,7,1.3976
1,61,2,6,1.1546
1,94,2,6,1.4984
0,30,1,2,1.2138
1,116,2,5,2.116
1,39,1,2,1.2517
1,85,2,5,1.6669
0,46,1,1,1.0327
1,87,2,6,1.702
0,98,2,7,1.5394
1,38,1,1,0.8413
1,90,2,5,1.3211
0,33,1,2,1.4427
0,17,1,1,1.308
1,64,2,6,1.7654
1,41,1,1,1.1322
0,111,2,6,1.3162
0,83,2,7,0.9009
0,25,1,2,1.1336
1,30,1,1,0.77214
0,105,2,6,1.2139
0,84,2,5,1.1936
1,67,2,6,1.397
1,16,1,1,1.0549
1,49,1,2,1.0304
1,3,1,3,1.5751
0,110,2,6,1.3838
0,116,2,7,1.1907
1,22,1,1,0.96096
1,78,2,5,1.2298
0,54,1,1,1.0234
0,11,1,6,0.98285
0,24,1,4,1.619
1,93,2,6,1.2312
0,95,2,6,1.4265
1,21,1,1,1.2992
1,27,1,2,1.2402
1,11,1,5,1.827
0,22,1,3,1.5999
0,10,1,2,1.1693
1,103,2,5,1.6138
0,8,1,2,1.2351
0,82,2,5,1.9318
1,42,1,1,0.6722
1,65,2,7,1.6298
1,71,2,7,0.73048
0,107,2,6,0.93705
1,36,1,1,1.2005
0,82,2,5,1.4426
0,28,1,3,1.3003
1,66,2,6,1.8107
0,106,2,7,1.3456
0,81,2,6,1.1533
1,50,1,1,0.92601
0,93,2,7,1.7036
0,14,1,2,1.4473
0,99,2,4,1.7469
0,73,2,7,2.0189
1,109,2,6,1.1054
1,69,2,5,1.3652
1,77,2,6,1.2126
1,15,1,1,1.1499
1,43,1,3,1.767
0,52,1,1,0.963
0,73,2,7,1.0591
0,45,1,1,0.66105
1,84,2,6,1.1037
0,70,2,7,0.80794
1,40,1,1,1.0966
0,99,2,4,1.3945
1,117,2,6,1.3496
0,61,2,7,1.0016
0,60,1,1,0.71982
1,49,1,1,1.1034
0,56,1,2,1.277
0,88,2,7,0.88889
0,57,1,1,0.68244
0,87,2,3,2.2381
0,8,1,1,1.1075
0,12,1,1,1.1247
1,35,1,1,0.93302
0,97,2,6,1.4442
0,96,2,6,1.3725
1,74,2,7,0.93602
0,77,2,7,0.8395
1,110,2,6,1.2824
0,37,1,2,1.1873
0,70,2,6,1.207
0,44,1,1,0.67094
0,86,2,6,2.6442
0,18,1,1,1.0266
1,78,2,6,1.168
1,94,2,5,1.2512
0,117,2,6,1.3738
0,97,2,5,1.1271
0,114,2,6,1.8244
1,55,1,1,0.98232
1,3,1,1,0.72779
0,52,1,2,1.5851
1,21,1,2,1.1916
1,13,1,1,1.3381
0,107,2,6,1.2983
1,4,1,1,0.97085
1,58,1,1,1.1687
0,50,1,2,0.93494
0,113,2,2,0.97708
1,98,2,6,1.1041
1,102,2,7,0.93019
1,17,1,1,0.90809
0,20,1,2,1.3189
0,75,2,6,1.5506
0,34,1,2,1.3209
0,6,1,1,0.73728
1,89,2,7,1.2217
0,31,1,1,1.0274
0,47,1,2,1.1518
1,120,2,5,1.3705
1,119,2,6,1.0208
1,44,1,1,0.65409
0,104,2,7,0.72256
0,63,2,6,0.96758
0,26,1,4,2.1397
1,32,1,1,0.70501
1,91,2,6,1.6566
1,118,2,7,0.9123
1,18,1,1,0.69558
1,9,1,2,0.9226
1,40,1,2,1.2116
1,31,1,1,0.87605
1,51,1,1,0.83082
0,59,1,2,1.082
1,2,1,3,1.6083
1,42,1,2,1.2042
0,56,1,1,1.1427
0,19,1,2,1.7446
0,62,2,7,1.0477
1,38,1,1,0.98543
0,96,2,6,1.6592
1,48,1,2,1.4591
1,104,2,7,0.66368
1,7,1,1,0.62427
0,114,2,6,1.1157
1,6,1,1,0.61717
1,32,1,1,1.1655
0,5,1,3,1.4042
0,23,1,2,0.74824
1,53,1,1,0.88876
0,19,1,1,1.2494
0,55,1,1,0.8537
0,71,2,7,0.75699
1,51,1,2,1.7879
1,79,2,6,1.0944
0,120,2,6,1.0805
0,29,1,1,0.84393
1,112,2,7,0.86755
1,13,1,1,1.6867
0,47,1,2,1.2731
0,102,2,7,1.2725
0,90,2,5,1.3323
0,63,2,6,0.91583
0,89,2,7,0.97978
0,103,2,6,1.0404
1,9,1,1,0.94577
0,100,2,6,1.8171
1,86,2,7,0.82998
0,95,2,6,0.88707
1,46,1,1,0.61512
0,59,1,2,0.96182
0,100,2,6,1.2636
1,101,2,5,1.5021
1,72,2,6,0.82713
0,29,1,3,1.4631
1,106,2,7,1.4029
1,12,1,2,1.3706
0,36,1,2,1.5385
0,92,2,7,1.7156
0,41,1,2,1.1606
0,7,1,1,0.75079
0,92,2,6,1.3157
1,88,2,7,0.86249
0,113,2,6,1.5753
1,118,2,7,1.1115
0,76,2,6,1.0302
0,54,1,2,1.329
0,4,1,1,0.6346
1,81,2,6,1.2521
0,80,2,6,1.7169
0,39,1,2,0.98121
