<><><><><><><><> 
Begin: 24-Nov-2014 10:53:18 
0.417 1.642 1.642 
0.267 1.020 1.020 
0.450 0.898 0.898 
0.300 1.073 1.073 
0.468 1.106 1.106 
0.483 1.217 1.217 
0.501 1.304 1.304 
0.384 1.271 1.271 
0.234 1.074 1.074 
0.300 1.544 1.544 
0.567 1.063 1.063 
0.267 1.676 1.676 
0.534 1.654 1.654 
0.417 1.741 1.741 
0.601 1.600 1.600 
0.234 1.411 1.411 
0.383 1.958 1.958 
0.250 1.338 1.338 
0.585 1.972 1.972 
0.201 2.136 2.136 
0.517 1.259 1.259 
0.533 1.949 1.949 
0.550 1.622 1.622 
0.233 2.190 2.190 
0.367 2.037 2.037 
0.300 1.260 1.260 
0.517 1.391 1.391 
0.367 1.578 1.578 
0.568 1.272 1.272 
0.268 1.512 1.512 
0.300 1.983 1.983 
0.267 2.147 2.147 
0.251 1.041 1.041 
0.551 1.249 1.249 
0.434 1.479 1.479 
0.417 1.479 1.479 
0.266 2.059 2.059 
0.550 1.325 1.325 
0.450 2.038 2.038 
0.350 1.523 1.523 
0.400 1.644 1.644 
0.367 1.511 1.511 
0.234 1.588 1.588 
0.301 1.598 1.598 
0.250 1.588 1.588 
0.284 1.884 1.884 
0.300 1.216 1.216 
0.367 1.937 1.937 
0.217 0.941 0.941 
0.567 1.053 1.053 
0.584 1.392 1.392 
0.401 2.224 2.224 
0.400 1.490 1.490 
0.334 1.982 1.982 
0.567 2.047 2.047 
0.351 1.906 1.906 
0.251 1.982 1.982 
0.517 1.534 1.534 
0.351 1.238 1.238 
0.300 0.932 0.932 
0.367 1.971 1.971 
0.234 1.370 1.370 
0.250 1.369 1.369 
0.584 2.519 2.519 
0.584 1.623 1.623 
0.434 1.184 1.184 
0.234 1.095 1.095 
0.300 1.304 1.304 
0.349 2.214 2.214 
0.533 1.819 1.819 
0.216 1.512 1.512 
0.217 2.595 2.595 
0.267 1.183 1.183 
0.467 1.380 1.380 
0.501 1.435 1.435 
0.467 1.666 1.666 
0.384 1.369 1.369 
0.417 1.436 1.436 
0.318 1.249 1.249 
0.502 1.370 1.370 
0.283 1.249 1.249 
0.483 1.511 1.511 
0.283 1.906 1.906 
0.350 1.577 1.577 
0.451 1.511 1.511 
0.517 1.654 1.654 
0.234 1.643 1.643 
0.567 1.754 1.754 
0.516 1.906 1.906 
0.400 1.172 1.172 
0.383 1.468 1.468 
0.384 1.589 1.589 
0.318 1.292 1.292 
0.399 1.544 1.544 
0.400 1.337 1.337 
0.534 1.194 1.194 
0.518 1.216 1.216 
0.467 1.468 1.468 
0.351 1.336 1.336 
0.534 1.424 1.424 
0.417 1.205 1.205 
0.350 1.402 1.402 
0.584 1.216 1.216 
0.551 1.677 1.677 
0.417 1.751 1.751 
0.451 1.938 1.938 
0.434 1.545 1.545 
0.284 1.863 1.863 
0.316 1.260 1.260 
0.384 1.358 1.358 
0.300 2.104 2.104 
0.534 1.315 1.315 
0.284 1.368 1.368 
0.300 1.621 1.621 
0.267 1.359 1.359 
0.300 1.894 1.894 
0.383 1.611 1.611 
0.333 1.621 1.621 
0.568 1.402 1.402 
0.368 1.457 1.457 
0.283 1.622 1.622 
0.567 0.908 0.908 
0.600 1.062 1.062 
0.383 1.479 1.479 
0.250 1.434 1.434 
0.300 1.863 1.863 
0.368 2.093 2.093 
0.434 1.412 1.412 
0.300 1.205 1.205 
0.450 1.544 1.544 
0.484 1.172 1.172 
0.299 1.270 1.270 
0.251 1.906 1.906 
0.316 1.281 1.281 
0.334 1.194 1.194 
0.367 1.424 1.424 
0.400 1.554 1.554 
0.234 0.997 0.997 
0.300 1.291 1.291 
0.517 0.997 0.997 
0.217 1.106 1.106 
0.568 0.997 0.997 
0.500 1.029 1.029 
0.400 1.107 1.107 
0.434 1.074 1.074 
0.300 1.106 1.106 
0.383 1.194 1.194 
0.585 0.942 0.942 
0.417 1.040 1.040 
0.417 1.205 1.205 
0.300 1.557 1.557 
0.401 1.456 1.456 
0.451 1.456 1.456 
0.468 1.511 1.511 
0.367 1.500 1.500 
0.350 1.413 1.413 
0.601 1.193 1.193 
0.217 1.632 1.632 
0.551 1.567 1.567 
0.568 1.304 1.304 
0.518 1.326 1.326 
0.249 1.325 1.325 
0.299 1.336 1.336 
0.334 1.588 1.588 
0.467 1.566 1.566 
0.251 1.303 1.303 
0.484 1.248 1.248 
0.250 1.523 1.523 
0.468 1.106 1.106 
0.400 1.710 1.710 
0.516 1.336 1.336 
0.484 1.281 1.281 
0.566 1.184 1.184 
0.567 1.336 1.336 
0.334 1.369 1.369 
0.484 1.183 1.183 
0.284 1.588 1.588 
0.217 2.246 2.246 
0.500 1.402 1.402 
0.400 1.215 1.215 
0.400 2.157 2.157 
0.567 1.369 1.369 
0.450 1.598 1.598 
0.452 1.687 1.687 
0.550 1.731 1.731 
0.517 1.183 1.183 
0.434 1.457 1.457 
0.268 1.205 1.205 
0.301 1.912 1.912 
0.551 1.829 1.829 
0.217 1.655 1.655 
<><><><><><><><> 
RT (mean):  1.49 
Consistency:  0.04 
Self Consistency:  0.77 
<><><><><><><><> 
End: 24-Nov-2014 11:02:46 
