<><><><><><><><> 
Begin: 24-Nov-2014 10:34:45 
0.417 1.073 1.073 
0.267 1.774 1.774 
0.450 1.424 1.424 
0.300 1.873 1.873 
0.467 1.403 1.403 
0.484 1.391 1.391 
0.500 1.523 1.523 
0.383 1.589 1.589 
0.233 1.315 1.315 
0.300 1.711 1.711 
0.567 1.336 1.336 
0.268 1.348 1.348 
0.534 1.709 1.709 
0.417 2.060 2.060 
0.601 1.205 1.205 
0.234 1.709 1.709 
0.384 1.841 1.841 
0.251 1.600 1.600 
0.584 2.104 2.104 
0.200 1.412 1.412 
0.517 2.124 2.124 
0.534 1.358 1.358 
0.550 1.391 1.391 
0.234 2.376 2.376 
0.367 1.938 1.938 
0.300 2.115 2.115 
0.518 2.202 2.202 
0.383 1.818 1.818 
0.566 2.246 2.246 
0.283 2.060 2.060 
0.300 1.632 1.632 
0.267 2.124 2.124 
0.250 2.025 2.025 
0.550 2.071 2.071 
0.434 1.325 1.325 
0.417 1.391 1.391 
0.267 1.588 1.588 
0.551 1.850 1.850 
0.450 1.291 1.291 
0.350 1.807 1.807 
0.417 1.446 1.446 
0.367 2.640 2.640 
0.235 1.993 1.993 
0.300 1.643 1.643 
0.250 2.157 2.157 
0.283 2.333 2.333 
0.300 1.643 1.643 
0.367 1.533 1.533 
0.217 1.862 1.862 
0.567 2.440 2.440 
0.585 0.011 0.011 
0.400 2.044 2.044 
0.400 1.379 1.379 
0.334 1.556 1.556 
0.567 1.721 1.721 
0.350 1.349 1.349 
0.250 1.819 1.819 
0.518 2.443 2.443 
0.351 1.403 1.403 
0.300 1.654 1.654 
0.367 1.149 1.149 
0.234 1.644 1.644 
0.250 1.917 1.917 
0.584 1.500 1.500 
0.584 1.741 1.741 
0.434 1.841 1.841 
0.234 1.774 1.774 
0.300 1.786 1.786 
0.349 1.446 1.446 
0.533 1.763 1.763 
0.216 1.337 1.337 
0.217 1.708 1.708 
0.267 2.377 2.377 
0.466 2.421 2.421 
0.501 1.446 1.446 
0.466 1.611 1.611 
0.384 1.840 1.840 
0.417 2.148 2.148 
0.317 1.983 1.983 
0.500 2.069 2.069 
0.284 2.125 2.125 
0.483 1.906 1.906 
0.283 1.654 1.654 
0.351 1.994 1.994 
0.450 1.764 1.764 
0.517 1.479 1.479 
0.233 1.677 1.677 
0.568 2.191 2.191 
0.517 1.380 1.380 
0.400 1.744 1.744 
0.383 1.106 1.106 
0.383 1.577 1.577 
0.317 1.566 1.566 
0.400 1.501 1.501 
0.400 1.609 1.609 
0.534 1.479 1.479 
0.517 2.092 2.092 
0.466 1.785 1.785 
0.350 1.610 1.610 
0.533 1.479 1.479 
0.418 1.676 1.676 
0.349 1.841 1.841 
0.584 2.223 2.223 
0.550 1.588 1.588 
0.418 1.665 1.665 
0.451 1.785 1.785 
0.434 1.490 1.490 
0.284 1.992 1.992 
0.316 1.873 1.873 
0.383 2.168 2.168 
0.300 2.125 2.125 
0.533 1.347 1.347 
0.283 1.763 1.763 
0.300 1.643 1.643 
0.267 2.387 2.387 
0.300 1.205 1.205 
0.384 1.435 1.435 
0.333 1.600 1.600 
0.568 1.107 1.107 
0.367 1.983 1.983 
0.283 1.786 1.786 
0.568 1.249 1.249 
0.600 2.465 2.465 
0.383 1.950 1.950 
0.251 1.698 1.698 
0.301 1.599 1.599 
0.368 2.102 2.102 
0.434 1.753 1.753 
0.300 1.993 1.993 
0.450 1.578 1.578 
0.484 1.315 1.315 
0.283 2.246 2.246 
0.250 1.721 1.721 
0.318 2.114 2.114 
0.333 1.753 1.753 
0.367 1.742 1.742 
0.401 2.135 2.135 
0.234 1.621 1.621 
0.301 1.249 1.249 
0.518 2.225 2.225 
0.217 1.094 1.094 
0.567 1.479 1.479 
0.501 1.654 1.654 
0.400 1.950 1.950 
0.434 1.786 1.786 
0.301 0.898 0.898 
0.383 1.720 1.720 
0.585 1.720 1.720 
0.417 1.765 1.765 
0.417 1.774 1.774 
0.300 1.993 1.993 
0.401 1.512 1.512 
0.451 1.259 1.259 
0.468 1.775 1.775 
0.367 1.795 1.795 
0.351 1.895 1.895 
0.601 0.931 0.931 
0.216 1.172 1.172 
0.550 1.720 1.720 
0.567 1.008 1.008 
0.518 1.336 1.336 
0.250 1.029 1.029 
0.300 1.403 1.403 
0.334 1.676 1.676 
0.468 1.716 1.716 
0.251 1.727 1.727 
0.484 1.084 1.084 
0.250 1.862 1.862 
0.468 2.212 2.212 
0.401 1.873 1.873 
0.517 1.336 1.336 
0.484 1.841 1.841 
0.567 1.500 1.500 
0.567 0.986 0.986 
0.334 1.578 1.578 
0.484 1.533 1.533 
0.284 1.994 1.994 
0.216 1.786 1.786 
0.501 1.239 1.239 
0.400 2.072 2.072 
0.400 2.026 2.026 
0.567 1.677 1.677 
0.450 1.763 1.763 
0.450 1.610 1.610 
0.551 1.983 1.983 
0.518 2.618 2.618 
0.434 1.850 1.850 
0.284 2.059 2.059 
0.301 1.643 1.643 
0.551 1.216 1.216 
0.217 1.534 1.534 
<><><><><><><><> 
RT (mean):  1.66 
Consistency:  -0.07 
Self Consistency:  0.67 
<><><><><><><><> 
End: 24-Nov-2014 10:45:01 
