<><><><><><><><> 
Begin: 01-Oct-2014 18:50:17 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s21 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.390 1.390 
0.533 1.357 1.357 
0.567 1.620 1.620 
0.250 1.762 1.762 
0.567 0.711 0.711 
0.450 0.974 0.974 
0.235 0.723 0.723 
0.316 1.806 1.806 
0.417 0.777 0.777 
0.584 0.701 0.701 
0.584 0.679 0.679 
0.266 0.777 0.777 
0.584 1.205 1.205 
0.583 0.788 0.788 
0.401 1.258 1.258 
0.517 0.844 0.844 
0.267 0.777 0.777 
0.367 0.821 0.821 
0.567 0.787 0.787 
0.517 0.789 0.789 
0.583 0.799 0.799 
0.467 1.488 1.488 
0.216 0.919 0.919 
0.550 0.723 0.723 
0.584 0.853 0.853 
0.468 1.084 1.084 
0.501 0.570 0.570 
0.501 0.766 0.766 
0.366 0.843 0.843 
0.468 0.996 0.996 
0.267 0.799 0.799 
0.484 1.467 1.467 
0.217 1.861 1.861 
0.317 1.412 1.412 
0.217 1.194 1.194 
0.233 1.050 1.050 
0.535 0.799 0.799 
0.484 0.777 0.777 
0.334 0.678 0.678 
0.584 0.886 0.886 
0.216 1.018 1.018 
0.384 0.733 0.733 
0.350 0.843 0.843 
0.502 1.390 1.390 
0.517 1.324 1.324 
0.284 1.937 1.937 
0.400 1.444 1.444 
0.384 0.951 0.951 
0.467 0.613 0.613 
0.483 1.149 1.149 
0.502 0.744 0.744 
0.316 0.996 0.996 
0.468 0.832 0.832 
0.467 1.127 1.127 
0.267 0.723 0.723 
0.250 0.931 0.931 
0.400 0.755 0.755 
0.584 0.919 0.919 
0.334 1.094 1.094 
0.434 1.105 1.105 
0.300 1.335 1.335 
0.501 1.007 1.007 
0.301 0.974 0.974 
0.401 1.061 1.061 
0.484 0.897 0.897 
0.567 1.007 1.007 
0.584 1.127 1.127 
0.417 0.854 0.854 
0.250 0.920 0.920 
0.267 0.997 0.997 
0.300 0.897 0.897 
0.535 2.123 2.123 
0.301 0.963 0.963 
0.534 1.017 1.017 
0.301 1.138 1.138 
0.567 0.941 0.941 
0.334 0.909 0.909 
0.284 1.587 1.587 
0.301 1.083 1.083 
0.450 1.117 1.117 
0.399 0.909 0.909 
0.350 1.139 1.139 
0.533 1.235 1.235 
0.433 1.859 1.859 
0.418 1.685 1.685 
0.567 0.820 0.820 
0.317 1.139 1.139 
0.501 1.488 1.488 
0.500 0.919 0.919 
0.350 0.986 0.986 
0.434 0.624 0.624 
0.233 0.995 0.995 
0.217 1.050 1.050 
0.417 0.832 0.832 
0.518 0.831 0.831 
0.584 0.908 0.908 
0.251 1.116 1.116 
0.434 1.718 1.718 
0.383 0.963 0.963 
0.200 0.920 0.920 
0.334 0.919 0.919 
0.266 1.138 1.138 
0.518 0.996 0.996 
0.334 1.051 1.051 
