<><><><><><><><> 
Begin: 01-Oct-2014 18:31:12 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s21 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.435 1.435 
0.533 0.852 0.852 
0.568 0.822 0.822 
0.251 0.799 0.799 
0.567 0.668 0.668 
0.450 0.941 0.941 
0.233 0.897 0.897 
0.317 0.876 0.876 
0.417 0.788 0.788 
0.583 0.887 0.887 
0.583 1.106 1.106 
0.268 1.040 1.040 
0.584 1.040 1.040 
0.584 1.006 1.006 
0.400 0.799 0.799 
0.517 1.062 1.062 
0.266 1.303 1.303 
0.367 1.138 1.138 
0.567 1.313 1.313 
0.517 0.744 0.744 
0.584 0.711 0.711 
0.467 0.908 0.908 
0.218 1.467 1.467 
0.534 1.281 1.281 
0.584 0.942 0.942 
0.468 1.226 1.226 
0.501 1.444 1.444 
0.500 1.248 1.248 
0.366 1.740 1.740 
0.467 1.850 1.850 
0.267 1.576 1.576 
0.484 2.483 2.483 
0.216 1.741 1.741 
0.317 1.489 1.489 
0.217 1.008 1.008 
0.234 1.477 1.477 
0.534 1.379 1.379 
0.484 1.576 1.576 
0.333 1.412 1.412 
0.585 0.864 0.864 
0.217 1.665 1.665 
0.384 1.182 1.182 
0.350 1.007 1.007 
0.517 1.029 1.029 
0.518 1.084 1.084 
0.284 1.095 1.095 
0.401 1.117 1.117 
0.384 1.368 1.368 
0.467 1.161 1.161 
0.484 2.255 2.255 
0.500 0.919 0.919 
0.318 0.865 0.865 
0.468 1.477 1.477 
0.468 0.843 0.843 
0.267 1.094 1.094 
0.250 1.073 1.073 
0.400 1.171 1.171 
0.583 1.368 1.368 
0.334 0.996 0.996 
0.434 0.974 0.974 
0.300 1.062 1.062 
0.501 1.150 1.150 
0.300 1.281 1.281 
0.401 0.974 0.974 
0.484 0.887 0.887 
0.551 0.986 0.986 
0.584 1.030 1.030 
0.417 0.821 0.821 
0.250 0.930 0.930 
0.267 1.074 1.074 
0.300 0.963 0.963 
0.533 1.237 1.237 
0.301 1.620 1.620 
0.533 1.544 1.544 
0.300 1.171 1.171 
0.567 0.964 0.964 
0.350 1.084 1.084 
0.284 1.072 1.072 
0.300 1.226 1.226 
0.451 1.347 1.347 
0.399 1.129 1.129 
0.350 1.958 1.958 
0.534 1.062 1.062 
0.434 1.970 1.970 
0.417 1.532 1.532 
0.567 0.952 0.952 
0.317 1.324 1.324 
0.501 1.116 1.116 
0.501 2.199 2.199 
0.350 1.456 1.456 
0.433 1.214 1.214 
0.233 1.061 1.061 
0.217 0.876 0.876 
0.417 0.941 0.941 
0.518 1.379 1.379 
0.584 0.733 0.733 
0.250 0.897 0.897 
0.433 1.073 1.073 
0.384 0.930 0.930 
0.200 1.182 1.182 
0.333 0.810 0.810 
0.267 1.029 1.029 
0.517 0.931 0.931 
0.334 1.215 1.215 
