<><><><><><><><> 
Begin: 01-Oct-2014 18:40:25 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s21 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.926 1.926 
0.533 0.941 0.941 
0.567 0.963 0.963 
0.251 0.854 0.854 
0.567 0.985 0.985 
0.450 1.072 1.072 
0.233 1.007 1.007 
0.317 0.843 0.843 
0.418 0.854 0.854 
0.584 0.908 0.908 
0.584 0.777 0.777 
0.267 1.424 1.424 
0.584 0.788 0.788 
0.583 1.214 1.214 
0.400 0.941 0.941 
0.517 0.657 0.657 
0.266 1.018 1.018 
0.367 0.974 0.974 
0.568 1.292 1.292 
0.518 1.203 1.203 
0.584 1.040 1.040 
0.467 0.777 0.777 
0.218 1.488 1.488 
0.550 1.566 1.566 
0.584 1.073 1.073 
0.467 1.075 1.075 
0.500 1.948 1.948 
0.501 0.843 0.843 
0.367 1.116 1.116 
0.467 0.853 0.853 
0.267 1.511 1.511 
0.484 0.865 0.865 
0.217 1.576 1.576 
0.317 1.041 1.041 
0.217 1.566 1.566 
0.235 0.974 0.974 
0.534 1.302 1.302 
0.484 0.700 0.700 
0.334 0.974 0.974 
0.584 0.767 0.767 
0.217 1.773 1.773 
0.384 1.653 1.653 
0.350 1.259 1.259 
0.501 1.094 1.094 
0.517 1.007 1.007 
0.284 1.379 1.379 
0.400 0.931 0.931 
0.384 1.247 1.247 
0.467 1.062 1.062 
0.484 1.063 1.063 
0.500 1.192 1.192 
0.317 1.817 1.817 
0.467 0.964 0.964 
0.468 1.302 1.302 
0.267 0.897 0.897 
0.251 1.336 1.336 
0.400 0.953 0.953 
0.585 1.303 1.303 
0.334 1.412 1.412 
0.434 1.094 1.094 
0.285 0.898 0.898 
0.500 0.777 0.777 
0.300 2.046 2.046 
0.400 1.313 1.313 
0.483 0.931 0.931 
0.566 1.335 1.335 
0.584 1.062 1.062 
0.418 1.281 1.281 
0.251 1.609 1.609 
0.267 1.183 1.183 
0.300 1.150 1.150 
0.534 0.723 0.723 
0.300 0.964 0.964 
0.534 1.062 1.062 
0.300 1.796 1.796 
0.568 0.919 0.919 
0.349 1.773 1.773 
0.284 1.029 1.029 
0.301 1.434 1.434 
0.450 0.887 0.887 
0.384 0.985 0.985 
0.350 0.919 0.919 
0.534 1.270 1.270 
0.434 1.007 1.007 
0.417 1.007 1.007 
0.567 0.844 0.844 
0.318 1.215 1.215 
0.501 1.062 1.062 
0.501 1.586 1.586 
0.350 1.357 1.357 
0.434 1.073 1.073 
0.234 1.182 1.182 
0.233 1.084 1.084 
0.417 2.330 2.330 
0.517 1.019 1.019 
0.583 1.225 1.225 
0.250 0.963 0.963 
0.433 2.287 2.287 
0.384 1.270 1.270 
0.200 1.292 1.292 
0.334 1.280 1.280 
0.268 1.751 1.751 
0.518 1.488 1.488 
0.333 1.062 1.062 
