1,37,1,7,1.5326
0,22,1,7,0.91033
1,112,2,2,1.2684
0,43,1,6,0.93262
0,67,2,3,1.2352
0,17,1,4,1.5923
1,99,2,3,2.6058
0,56,1,6,1.2066
1,9,1,6,1.4231
0,15,1,6,1.1549
1,108,2,2,1.3583
0,4,1,7,3.0696
1,101,2,2,2.0889
0,60,1,7,1.5317
1,42,1,7,1.2682
0,46,1,7,1.027
1,60,1,7,0.66876
1,64,2,1,2.6087
0,27,1,6,1.3917
0,66,2,2,2.9163
1,54,1,7,1.7106
1,78,2,1,1.5184
1,33,1,7,1.7212
1,56,1,7,1.0417
0,69,2,2,1.3417
1,91,2,3,1.2105
0,87,2,1,3.0203
0,74,2,1,1.7228
1,92,2,1,0.98966
1,114,2,2,1.0305
0,54,1,7,1.2324
0,49,1,4,1.3988
1,3,1,5,1.1715
1,119,2,2,1.3546
0,66,2,1,1.5239
0,111,2,3,1.9938
0,80,2,2,1.4567
0,41,1,5,1.9785
0,20,1,6,0.86215
0,84,2,3,1.3056
1,117,2,1,1.2217
1,28,1,7,1.886
0,90,2,3,1.1607
1,13,1,7,1.2462
1,53,1,7,1.1346
1,59,1,7,1.0833
1,49,1,4,1.4499
0,13,1,7,1.4717
1,99,2,3,2.6885
1,51,1,7,1.4688
0,39,1,7,0.89121
1,34,1,5,2.5965
1,50,1,6,1.6765
0,96,2,3,1.3187
1,120,2,2,1.7859
1,86,2,1,1.6763
0,90,2,1,1.2946
1,16,1,7,1.1918
1,64,2,2,1.3182
1,41,1,6,2.2623
1,63,2,4,1.6418
1,96,2,5,1.0066
0,116,2,1,1.6954
0,92,2,2,2.8695
0,62,2,2,1.0768
0,100,2,4,1.6494
0,38,1,7,1.4358
1,70,2,1,1.2664
1,11,1,2,1.1482
1,106,2,1,1.5671
0,55,1,7,1.2347
1,18,1,7,0.98313
0,10,1,7,0.88556
0,22,1,6,1.1225
0,76,2,4,2.5046
0,30,1,7,1.3332
1,78,2,3,1.1481
1,109,2,2,1.3291
1,20,1,7,1.6051
1,102,2,1,1.0509
1,95,2,4,1.71
0,117,2,3,2.3752
0,102,2,1,0.9795
1,24,1,7,1.9212
0,45,1,7,1.09
1,75,2,2,1.2551
0,2,1,7,1.2921
0,73,2,3,2.2675
1,65,2,2,1.6554
1,24,1,7,1.4021
0,19,1,7,0.85159
1,37,1,7,1.2244
1,83,2,2,1.1264
1,84,2,3,1.1966
1,71,2,2,1.8211
0,31,1,7,1.307
0,55,1,7,0.92907
1,61,2,1,1.2329
0,110,2,1,1.1382
1,113,2,3,1.9262
1,39,1,6,1.2114
1,76,2,4,1.5182
1,44,1,6,1.0571
1,69,2,2,1.2224
0,97,2,1,1.2788
1,115,2,1,1.0331
1,67,2,2,1.2212
1,25,1,6,1.264
1,5,1,6,1.6157
1,81,2,1,1.1723
0,112,2,6,1.7241
1,83,2,1,1.3339
0,57,1,7,1.4575
0,47,1,7,1.0658
1,48,1,7,0.90178
0,95,2,2,1.5803
1,28,1,7,1.4058
0,105,2,1,1.1904
1,32,1,6,1.7905
0,94,2,2,2.8425
0,35,1,7,1.6565
1,44,1,7,1.2047
1,1,1,7,0.96296
0,46,1,7,1.0531
1,19,1,6,1.9207
0,77,2,1,2.964
0,91,2,1,1.8572
1,104,2,1,1.8913
1,17,1,6,3.0666
1,36,1,7,0.87466
1,111,2,2,1.1146
0,120,2,3,1.8813
0,104,2,1,1.2354
1,35,1,6,2.1219
0,106,2,1,1.3227
0,114,2,2,1.9523
1,31,1,7,1.3824
0,119,2,1,1.5002
0,45,1,7,1.2041
1,100,2,4,2.5392
1,98,2,2,2.0227
0,12,1,6,1.9688
0,7,1,6,2.3013
1,27,1,1,1.6705
1,79,2,3,2.4265
