<><><><><><><><> 
Begin: 11-Sep-2014 10:44:36 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s11 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 2.449 2.449 
0.532 1.279 1.279 
0.567 1.289 1.289 
0.250 0.897 0.897 
0.566 0.645 0.645 
0.450 1.432 1.432 
0.234 1.323 1.323 
0.317 1.476 1.476 
0.418 1.333 1.333 
0.584 1.542 1.542 
0.584 1.050 1.050 
0.267 1.377 1.377 
0.584 0.853 0.853 
0.584 0.984 0.984 
0.401 0.963 0.963 
0.517 1.576 1.576 
0.267 0.842 0.842 
0.367 1.258 1.258 
0.567 0.876 0.876 
0.517 0.744 0.744 
0.584 0.820 0.820 
0.467 2.000 2.000 
0.217 0.678 0.678 
0.534 0.853 0.853 
0.583 1.246 1.246 
0.467 1.192 1.192 
0.501 0.897 0.897 
0.501 1.137 1.137 
0.367 1.269 1.269 
0.468 1.575 1.575 
0.267 1.455 1.455 
0.484 1.182 1.182 
0.217 1.116 1.116 
0.317 1.039 1.039 
0.217 1.082 1.082 
0.234 1.739 1.739 
0.533 1.016 1.016 
0.484 1.564 1.564 
0.334 1.246 1.246 
0.583 1.257 1.257 
0.217 0.919 0.919 
0.384 1.674 1.674 
0.350 1.105 1.105 
0.501 0.930 0.930 
0.517 1.586 1.586 
0.284 0.678 0.678 
0.400 1.357 1.357 
0.383 1.345 1.345 
0.467 0.940 0.940 
0.484 1.564 1.564 
0.501 1.017 1.017 
0.317 1.529 1.529 
0.468 1.585 1.585 
0.467 1.465 1.465 
0.268 1.193 1.193 
0.250 0.898 0.898 
0.399 0.886 0.886 
0.584 1.104 1.104 
0.334 1.542 1.542 
0.434 1.607 1.607 
0.284 1.475 1.475 
0.499 0.788 0.788 
0.300 1.346 1.346 
0.400 0.929 0.929 
0.484 1.082 1.082 
0.567 1.455 1.455 
0.584 1.202 1.202 
0.417 1.487 1.487 
0.250 1.466 1.466 
0.266 1.170 1.170 
0.300 1.104 1.104 
0.534 1.333 1.333 
0.300 0.973 0.973 
0.534 1.050 1.050 
0.300 1.126 1.126 
0.567 0.874 0.874 
0.334 0.995 0.995 
0.283 1.083 1.083 
0.300 1.170 1.170 
0.451 1.029 1.029 
0.400 0.985 0.985 
0.351 1.280 1.280 
0.534 1.158 1.158 
0.434 0.689 0.689 
0.417 1.697 1.697 
0.567 0.886 0.886 
0.317 0.842 0.842 
0.501 1.072 1.072 
0.501 0.776 0.776 
0.350 1.290 1.290 
0.434 1.619 1.619 
0.234 0.885 0.885 
0.218 1.126 1.126 
0.417 1.061 1.061 
0.517 2.525 2.525 
0.584 0.940 0.940 
0.250 0.929 0.929 
0.433 0.721 0.721 
0.384 0.842 0.842 
0.200 0.743 0.743 
0.333 0.886 0.886 
0.267 1.411 1.411 
0.517 2.537 2.537 
0.334 1.082 1.082 
0.417 0.809 0.809 
0.267 1.367 1.367 
0.450 1.104 1.104 
0.300 0.919 0.919 
0.467 1.432 1.432 
0.484 0.842 0.842 
0.501 0.667 0.667 
0.384 1.039 1.039 
0.233 1.520 1.520 
0.300 1.137 1.137 
0.567 1.158 1.158 
0.267 1.630 1.630 
0.533 0.766 0.766 
0.417 1.683 1.683 
0.601 1.378 1.378 
0.234 1.126 1.126 
0.384 2.143 2.143 
0.250 1.607 1.607 
0.585 1.335 1.335 
0.200 1.750 1.750 
0.516 1.126 1.126 
0.534 1.214 1.214 
0.550 1.235 1.235 
0.234 0.711 0.711 
0.368 0.897 0.897 
0.300 1.718 1.718 
0.517 1.117 1.117 
0.383 1.762 1.762 
0.567 1.990 1.990 
0.268 1.126 1.126 
0.301 1.312 1.312 
0.267 1.498 1.498 
0.250 1.213 1.213 
0.551 1.235 1.235 
0.434 1.257 1.257 
0.417 0.656 0.656 
0.267 0.907 0.907 
0.551 0.886 0.886 
0.450 1.017 1.017 
0.350 1.039 1.039 
0.416 0.722 0.722 
0.367 1.684 1.684 
0.234 0.897 0.897 
0.300 0.831 0.831 
0.250 1.137 1.137 
0.283 1.171 1.171 
0.300 1.192 1.192 
0.367 1.094 1.094 
0.217 2.264 2.264 
0.567 0.940 0.940 
0.584 1.236 1.236 
0.400 1.814 1.814 
0.400 1.443 1.443 
0.334 0.831 0.831 
0.566 0.951 0.951 
0.350 0.972 0.972 
0.250 1.618 1.618 
0.517 1.258 1.258 
0.350 2.033 2.033 
0.300 1.202 1.202 
0.367 1.345 1.345 
0.234 0.907 0.907 
0.250 0.875 0.875 
0.584 1.246 1.246 
0.584 0.994 0.994 
0.434 1.618 1.618 
0.234 0.951 0.951 
0.300 0.896 0.896 
0.350 1.071 1.071 
0.534 1.705 1.705 
0.200 1.585 1.585 
0.217 1.224 1.224 
0.267 1.083 1.083 
0.467 1.137 1.137 
0.501 0.886 0.886 
0.467 1.246 1.246 
0.384 1.749 1.749 
0.417 0.886 0.886 
0.317 2.010 2.010 
0.502 1.739 1.739 
0.284 1.631 1.631 
0.484 1.531 1.531 
0.283 1.509 1.509 
0.350 1.235 1.235 
0.451 1.378 1.378 
0.517 1.115 1.115 
0.234 1.104 1.104 
0.567 0.940 0.940 
0.517 1.694 1.694 
0.401 1.290 1.290 
0.384 1.257 1.257 
0.384 1.608 1.608 
0.334 2.088 2.088 
0.399 0.974 0.974 
0.401 3.115 3.115 
0.534 1.487 1.487 
0.517 1.378 1.378 
0.466 2.570 2.570 
0.350 1.071 1.071 
0.534 1.880 1.880 
0.416 0.820 0.820 
0.350 1.180 1.180 
0.584 1.421 1.421 
0.551 1.235 1.235 
0.417 1.333 1.333 
0.450 1.159 1.159 
0.434 0.918 0.918 
0.284 1.039 1.039 
0.317 2.287 2.287 
0.383 1.213 1.213 
0.300 1.399 1.399 
0.534 0.831 0.831 
0.284 1.553 1.553 
0.300 1.717 1.717 
0.266 1.334 1.334 
0.300 0.985 0.985 
0.384 1.126 1.126 
0.334 3.061 3.061 
0.567 1.267 1.267 
0.367 0.821 0.821 
0.284 1.301 1.301 
0.567 1.563 1.563 
0.600 1.652 1.652 
0.384 1.038 1.038 
0.251 1.104 1.104 
0.300 0.755 0.755 
0.367 1.006 1.006 
0.434 0.995 0.995 
0.300 1.355 1.355 
0.451 1.016 1.016 
0.484 1.290 1.290 
0.284 1.508 1.508 
0.250 1.028 1.028 
0.317 0.951 0.951 
0.334 1.639 1.639 
0.367 0.907 0.907 
0.400 1.410 1.410 
0.234 1.378 1.378 
0.301 1.018 1.018 
0.517 0.940 0.940 
0.216 1.508 1.508 
0.568 1.180 1.180 
0.501 1.094 1.094 
0.400 1.345 1.345 
0.434 0.929 0.929 
0.300 1.563 1.563 
0.383 2.262 2.262 
0.584 2.263 2.263 
0.417 1.061 1.061 
0.417 0.842 0.842 
0.300 1.377 1.377 
0.400 0.786 0.786 
0.450 1.225 1.225 
0.467 0.755 0.755 
0.367 0.733 0.733 
0.350 0.677 0.677 
0.601 0.951 0.951 
0.216 0.874 0.874 
0.551 1.017 1.017 
0.567 1.060 1.060 
0.517 1.247 1.247 
0.235 0.951 0.951 
0.301 0.995 0.995 
0.334 1.226 1.226 
0.466 1.585 1.585 
0.250 1.345 1.345 
0.484 1.072 1.072 
0.250 0.919 0.919 
0.467 1.291 1.291 
0.400 0.930 0.930 
0.517 1.072 1.072 
0.484 0.983 0.983 
0.567 1.366 1.366 
0.567 0.973 0.973 
0.334 0.973 0.973 
