<><><><><><><><> 
Begin: 04-Nov-2014 15:19:07 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s50 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.713 2.713 
0.533 1.084 1.084 
0.567 0.953 0.953 
0.250 3.525 3.525 
0.566 1.127 1.127 
0.451 0.876 0.876 
0.235 3.984 3.984 
0.318 1.083 1.083 
0.418 1.204 1.204 
0.584 1.675 1.675 
0.584 1.380 1.380 
0.266 1.117 1.117 
0.584 1.160 1.160 
0.584 1.029 1.029 
0.401 0.635 0.635 
0.518 1.073 1.073 
0.266 1.564 1.564 
0.367 1.817 1.817 
0.567 1.083 1.083 
0.517 2.845 2.845 
0.584 2.190 2.190 
0.467 1.051 1.051 
0.217 1.084 1.084 
0.550 0.887 0.887 
0.584 1.138 1.138 
0.468 2.035 2.035 
0.500 1.412 1.412 
0.501 1.051 1.051 
0.366 1.455 1.455 
0.467 1.773 1.773 
0.268 1.215 1.215 
0.483 1.631 1.631 
0.217 0.997 0.997 
0.318 2.902 2.902 
0.216 0.843 0.843 
0.234 1.161 1.161 
0.534 0.996 0.996 
0.484 0.985 0.985 
0.334 1.237 1.237 
0.584 1.293 1.293 
0.217 0.897 0.897 
0.384 1.215 1.215 
0.351 0.963 0.963 
0.517 1.796 1.796 
0.517 1.390 1.390 
0.284 0.920 0.920 
0.400 3.995 5.997 
0.384 1.281 1.281 
0.467 1.139 1.139 
0.484 0.941 0.941 
0.500 1.315 1.315 
0.318 1.467 1.467 
0.468 2.003 2.003 
0.468 0.973 0.973 
0.267 1.205 1.205 
0.251 1.324 1.324 
0.400 2.168 2.168 
0.585 1.314 1.314 
0.333 0.974 0.974 
0.434 1.325 1.325 
0.300 0.964 0.964 
0.500 1.062 1.062 
0.301 1.040 1.040 
0.400 1.356 1.356 
0.484 1.226 1.226 
0.551 1.106 1.106 
0.584 2.408 2.408 
0.418 2.365 2.365 
0.250 0.888 0.888 
0.267 2.005 2.005 
0.300 1.347 1.347 
0.534 2.134 2.134 
0.300 1.675 1.675 
0.533 0.931 0.931 
0.300 0.876 0.876 
0.568 0.910 0.910 
0.350 0.964 0.964 
0.283 1.620 1.620 
0.301 0.755 0.755 
0.450 2.014 2.014 
0.384 1.445 1.445 
0.350 1.248 1.248 
0.533 0.995 0.995 
0.433 1.455 1.455 
0.417 1.063 1.063 
0.566 1.117 1.117 
0.317 1.631 1.631 
0.501 1.718 1.718 
0.502 1.379 1.379 
0.351 0.898 0.898 
0.434 0.986 0.986 
0.234 0.963 0.963 
0.217 1.608 1.608 
0.417 1.051 1.051 
0.517 1.510 1.510 
0.583 1.138 1.138 
0.251 1.641 1.641 
0.434 1.160 1.160 
0.385 0.777 0.777 
0.201 1.818 1.818 
0.334 1.106 1.106 
0.268 1.565 1.565 
0.517 1.357 1.357 
0.333 3.993 5.986 
