<><><><><><><><> 
Begin: 23-Oct-2014 09:22:38 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s39 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.769 1.769 
0.534 0.591 0.591 
0.567 0.591 0.591 
0.249 0.624 0.624 
0.568 0.766 0.766 
0.451 0.689 0.689 
0.233 1.127 1.127 
0.316 1.192 1.192 
0.417 0.743 0.743 
0.584 0.733 0.733 
0.585 1.039 1.039 
0.267 0.930 0.930 
0.584 1.061 1.061 
0.584 0.886 0.886 
0.400 0.722 0.722 
0.516 0.908 0.908 
0.266 0.667 0.667 
0.367 0.799 0.799 
0.567 0.656 0.656 
0.517 0.711 0.711 
0.584 0.700 0.700 
0.468 0.580 0.580 
0.216 1.323 1.323 
0.535 0.886 0.886 
0.584 1.269 1.269 
0.468 1.379 1.379 
0.501 0.931 0.931 
0.501 0.941 0.941 
0.367 0.832 0.832 
0.467 0.897 0.897 
0.267 0.853 0.853 
0.484 1.093 1.093 
0.217 0.995 0.995 
0.317 0.701 0.701 
0.217 0.788 0.788 
0.234 0.832 0.832 
0.534 0.744 0.744 
0.483 0.623 0.623 
0.333 1.050 1.050 
0.584 0.711 0.711 
0.217 0.810 0.810 
0.383 1.455 1.455 
0.350 0.755 0.755 
0.516 0.963 0.963 
0.517 0.679 0.679 
0.283 0.864 0.864 
0.400 0.667 0.667 
0.384 0.820 0.820 
0.467 0.908 0.908 
0.484 0.854 0.854 
0.501 0.875 0.875 
0.317 0.810 0.810 
0.483 1.465 1.465 
0.468 0.799 0.799 
0.284 1.182 1.182 
0.250 1.193 1.193 
0.400 0.973 0.973 
0.585 1.093 1.093 
0.334 0.874 0.874 
0.434 0.876 0.876 
0.300 0.898 0.898 
0.501 0.657 0.657 
0.300 0.656 0.656 
0.401 1.794 1.794 
0.484 1.663 1.663 
0.567 0.777 0.777 
0.585 0.689 0.689 
0.417 0.701 0.701 
0.251 0.908 0.908 
0.267 0.909 0.909 
0.300 1.084 1.084 
0.534 1.138 1.138 
0.301 0.700 0.700 
0.534 1.619 1.619 
0.300 0.721 0.721 
0.567 0.765 0.765 
0.349 1.116 1.116 
0.284 0.711 0.711 
0.300 0.755 0.755 
0.451 0.875 0.875 
0.385 1.150 1.150 
0.350 0.623 0.623 
0.534 0.963 0.963 
0.434 1.651 1.651 
0.416 1.017 1.017 
0.567 0.875 0.875 
0.317 1.225 1.225 
0.501 1.182 1.182 
0.501 0.634 0.634 
0.351 0.689 0.689 
0.435 1.477 1.477 
0.234 1.246 1.246 
0.233 1.006 1.006 
0.418 0.919 0.919 
0.517 1.182 1.182 
0.584 0.974 0.974 
0.250 0.777 0.777 
0.434 0.656 0.656 
0.384 0.547 0.547 
0.201 1.411 1.411 
0.334 1.313 1.313 
0.267 1.105 1.105 
0.518 0.853 0.853 
0.334 0.918 0.918 
