<><><><><><><><> 
Begin: 01-Oct-2014 16:43:50 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s14 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.309 1.309 
0.534 0.875 0.875 
0.567 0.842 0.842 
0.250 2.724 2.724 
0.568 2.241 2.241 
0.450 2.725 2.725 
0.233 1.060 1.060 
0.317 0.853 0.853 
0.418 1.434 1.434 
0.585 0.755 0.755 
0.583 0.689 0.689 
0.267 0.843 0.843 
0.585 1.105 1.105 
0.584 0.843 0.843 
0.400 1.443 1.443 
0.517 0.765 0.765 
0.267 0.689 0.689 
0.368 1.006 1.006 
0.567 0.776 0.776 
0.518 0.679 0.679 
0.584 0.852 0.852 
0.467 0.798 0.798 
0.217 0.896 0.896 
0.534 0.777 0.777 
0.584 0.744 0.744 
0.467 0.612 0.612 
0.501 0.645 0.645 
0.501 1.006 1.006 
0.367 1.061 1.061 
0.468 0.897 0.897 
0.266 0.656 0.656 
0.484 0.591 0.591 
0.217 0.602 0.602 
0.317 0.842 0.842 
0.216 0.984 0.984 
0.233 0.678 0.678 
0.534 0.678 0.678 
0.483 0.656 0.656 
0.335 0.821 0.821 
0.584 0.995 0.995 
0.216 1.169 1.169 
0.384 0.809 0.809 
0.350 0.854 0.854 
0.517 1.083 1.083 
0.518 1.018 1.018 
0.284 1.115 1.115 
0.400 0.831 0.831 
0.384 1.542 1.542 
0.467 1.018 1.018 
0.484 0.788 0.788 
0.500 1.432 1.432 
0.317 1.158 1.158 
0.467 0.711 0.711 
0.467 0.723 0.723 
0.268 1.324 1.324 
0.250 0.864 0.864 
0.401 0.722 0.722 
0.583 0.940 0.940 
0.335 1.203 1.203 
0.435 1.367 1.367 
0.300 1.104 1.104 
0.500 0.765 0.765 
0.301 0.963 0.963 
0.401 1.313 1.313 
0.484 0.831 0.831 
0.551 0.733 0.733 
0.584 0.897 0.897 
0.417 1.105 1.105 
0.250 0.776 0.776 
0.267 1.018 1.018 
0.301 0.842 0.842 
0.533 0.929 0.929 
0.300 0.885 0.885 
0.534 2.319 2.319 
0.300 0.798 0.798 
0.567 0.579 0.579 
0.350 0.984 0.984 
0.284 0.831 0.831 
0.300 1.137 1.137 
0.451 0.678 0.678 
0.384 0.886 0.886 
0.350 0.722 0.722 
0.533 0.787 0.787 
0.433 0.754 0.754 
0.418 1.662 1.662 
0.567 0.908 0.908 
0.316 0.733 0.733 
0.501 0.842 0.842 
0.500 0.777 0.777 
0.350 0.941 0.941 
0.433 1.148 1.148 
0.234 0.755 0.755 
0.217 0.897 0.897 
0.417 0.810 0.810 
0.517 0.722 0.722 
0.583 0.951 0.951 
0.250 1.170 1.170 
0.434 0.744 0.744 
0.384 0.842 0.842 
0.201 1.291 1.291 
0.334 1.992 1.992 
0.267 0.941 0.941 
0.517 1.204 1.204 
0.333 0.789 0.789 
