<><><><><><><><> 
Begin: 11-Nov-2014 11:20:23 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s52 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 2.007 2.007 
0.534 1.664 1.664 
0.568 2.384 2.384 
0.251 1.281 1.281 
0.567 1.258 1.258 
0.450 2.079 2.079 
0.234 2.157 2.157 
0.317 0.985 0.985 
0.418 1.422 1.422 
0.584 2.155 2.155 
0.584 1.160 1.160 
0.267 0.011 0.011 
0.584 1.422 1.422 
0.583 1.303 1.303 
0.400 3.994 5.220 
0.517 2.101 2.101 
0.267 1.138 1.138 
0.366 1.161 1.161 
0.566 2.593 2.593 
0.516 2.890 2.890 
0.583 1.467 1.467 
0.467 0.919 0.919 
0.217 1.554 1.554 
0.550 1.663 1.663 
0.568 2.440 2.440 
0.467 1.872 1.872 
0.501 2.538 2.538 
0.501 1.084 1.084 
0.367 1.248 1.248 
0.468 1.412 1.412 
0.266 2.626 2.626 
0.484 1.773 1.773 
0.216 3.996 4.026 
0.317 1.632 1.632 
0.218 2.868 2.868 
0.250 0.963 0.963 
0.534 1.270 1.270 
0.484 1.072 1.072 
0.334 1.248 1.248 
0.584 3.031 3.031 
0.217 1.324 1.324 
0.384 2.506 2.506 
0.350 2.920 2.920 
0.501 1.532 1.532 
0.517 1.686 1.686 
0.283 2.725 2.725 
0.400 2.277 2.277 
0.383 1.378 1.378 
0.467 2.680 2.680 
0.483 2.178 2.178 
0.501 1.336 1.336 
0.317 2.856 2.856 
0.468 1.523 1.523 
0.467 1.170 1.170 
0.267 2.494 2.494 
0.251 1.500 1.500 
0.401 2.013 2.013 
0.585 1.641 1.641 
0.334 3.009 3.009 
0.434 2.288 2.288 
0.300 1.708 1.708 
0.501 1.422 1.422 
0.300 1.796 1.796 
0.401 1.434 1.434 
0.484 1.631 1.631 
0.567 1.631 1.631 
0.584 1.335 1.335 
0.417 1.718 1.718 
0.251 2.659 2.659 
0.267 2.987 2.987 
0.300 1.346 1.346 
0.534 1.018 1.018 
0.301 1.051 1.051 
0.534 1.094 1.094 
0.300 1.269 1.269 
0.568 1.356 1.356 
0.334 0.897 0.897 
0.283 1.686 1.686 
0.300 1.018 1.018 
0.451 1.117 1.117 
0.384 1.083 1.083 
0.350 0.909 0.909 
0.534 1.466 1.466 
0.433 2.276 2.276 
0.417 0.887 0.887 
0.568 3.066 3.066 
0.316 1.401 1.401 
0.500 0.810 0.810 
0.501 1.336 1.336 
0.351 0.941 0.941 
0.434 1.947 1.947 
0.234 1.236 1.236 
0.218 1.478 1.478 
0.417 2.058 2.058 
0.517 1.071 1.071 
0.584 2.975 2.975 
0.250 2.079 2.079 
0.434 1.391 1.391 
0.383 2.911 2.911 
0.201 2.286 2.286 
0.334 1.258 1.258 
0.267 2.001 2.001 
0.518 1.664 1.664 
0.333 2.342 2.342 
