<><><><><><><><> 
Begin: 11-Nov-2014 11:20:23 
0.417 2.264 2.264 
0.267 1.043 1.043 
0.450 0.928 0.928 
0.301 2.473 2.473 
0.467 1.062 1.062 
0.483 2.155 2.155 
0.501 1.007 1.007 
0.383 1.412 1.412 
0.233 2.374 2.374 
0.300 1.762 1.762 
0.568 1.302 1.302 
0.267 0.855 0.855 
0.534 2.277 2.277 
0.417 2.178 2.178 
0.601 2.835 2.835 
0.235 1.500 1.500 
0.384 1.182 1.182 
0.250 3.175 3.175 
0.584 0.995 0.995 
0.200 1.466 1.466 
0.517 2.571 2.571 
0.534 1.116 1.116 
0.551 1.488 1.488 
0.234 1.281 1.281 
0.367 1.094 1.094 
0.300 1.466 1.466 
0.517 1.182 1.182 
0.366 1.379 1.379 
0.567 2.047 2.047 
0.283 2.144 2.144 
0.300 1.575 1.575 
0.267 1.007 1.007 
0.250 1.324 1.324 
0.551 0.755 0.755 
0.434 2.242 2.242 
0.417 1.280 1.280 
0.266 1.849 1.849 
0.550 3.665 3.665 
0.450 1.083 1.083 
0.350 0.886 0.886 
0.400 1.664 1.664 
0.367 1.193 1.193 
0.233 1.334 1.334 
0.301 1.675 1.675 
0.250 1.039 1.039 
0.284 1.116 1.116 
0.301 2.308 2.308 
0.367 1.510 1.510 
0.217 1.762 1.762 
0.567 1.673 1.673 
0.584 1.280 1.280 
0.401 2.035 2.035 
0.400 0.843 0.843 
0.334 1.664 1.664 
0.567 1.248 1.248 
0.350 2.880 2.880 
0.250 0.722 0.722 
0.518 0.722 0.722 
0.351 1.707 1.707 
0.301 1.117 1.117 
0.367 1.094 1.094 
0.235 1.083 1.083 
0.251 1.651 1.651 
0.584 1.160 1.160 
0.585 2.133 2.133 
0.434 0.766 0.766 
0.233 1.631 1.631 
0.300 3.326 3.326 
0.350 1.106 1.106 
0.534 0.777 0.777 
0.201 1.598 1.598 
0.217 1.750 1.750 
0.267 1.805 1.805 
0.468 2.396 2.396 
0.501 0.964 0.964 
0.467 2.648 2.648 
0.384 1.106 1.106 
0.418 1.718 1.718 
0.317 1.018 1.018 
0.500 1.204 1.204 
0.284 3.993 4.234 
0.483 2.397 2.397 
0.284 2.725 2.725 
0.351 1.454 1.454 
0.451 1.257 1.257 
0.517 0.930 0.930 
0.234 1.455 1.455 
0.567 1.368 1.368 
0.518 1.839 1.839 
0.401 1.445 1.445 
0.383 1.028 1.028 
0.383 1.029 1.029 
0.316 1.280 1.280 
0.400 1.643 1.643 
0.400 1.685 1.685 
0.534 1.247 1.247 
0.517 1.686 1.686 
0.467 1.116 1.116 
0.351 1.128 1.128 
0.534 1.456 1.456 
0.418 1.094 1.094 
0.350 1.500 1.500 
0.583 1.904 1.904 
0.551 1.347 1.347 
0.417 1.083 1.083 
0.450 1.970 1.970 
0.434 1.740 1.740 
0.284 2.736 2.736 
0.317 1.391 1.391 
0.384 1.631 1.631 
0.300 2.223 2.223 
0.533 1.258 1.258 
0.283 2.550 2.550 
0.300 1.750 1.750 
0.268 2.566 2.566 
0.300 1.466 1.466 
0.384 1.199 1.199 
0.333 1.248 1.248 
0.567 0.613 0.613 
0.367 1.576 1.576 
0.283 0.941 0.941 
0.567 2.429 2.429 
0.600 1.204 1.204 
0.384 1.728 1.728 
0.251 1.730 1.730 
0.301 0.919 0.919 
0.367 1.149 1.149 
0.434 1.160 1.160 
0.300 1.193 1.193 
0.450 2.867 2.867 
0.484 1.149 1.149 
0.283 1.138 1.138 
0.250 2.199 2.199 
0.317 1.139 1.139 
0.334 1.586 1.586 
0.367 1.730 1.730 
0.401 0.853 0.853 
0.233 2.823 2.823 
0.317 1.061 1.061 
0.517 0.580 0.580 
0.216 1.445 1.445 
0.567 0.930 0.930 
0.500 1.161 1.161 
0.401 2.515 2.515 
0.434 1.641 1.641 
0.301 1.116 1.116 
0.384 1.422 1.422 
0.585 1.993 1.993 
0.418 1.630 1.630 
0.417 1.324 1.324 
0.300 2.341 2.341 
0.400 1.412 1.412 
0.450 0.931 0.931 
0.467 0.984 0.984 
0.367 1.444 1.444 
0.350 0.897 0.897 
0.601 1.116 1.116 
0.216 0.920 0.920 
0.551 2.484 2.484 
0.568 1.171 1.171 
0.517 2.089 2.089 
0.234 0.711 0.711 
0.301 1.477 1.477 
0.333 1.128 1.128 
0.467 1.641 1.641 
0.250 1.017 1.017 
0.485 3.282 3.282 
0.250 1.170 1.170 
0.467 1.313 1.313 
0.401 1.138 1.138 
0.517 2.899 2.899 
0.483 0.886 0.886 
0.568 1.095 1.095 
0.552 1.182 1.182 
0.334 1.138 1.138 
0.483 1.170 1.170 
0.283 1.139 1.139 
0.217 2.155 2.155 
0.501 1.117 1.117 
0.401 0.866 0.866 
0.400 1.149 1.149 
0.568 0.919 0.919 
0.451 1.302 1.302 
0.450 1.313 1.313 
0.551 2.123 2.123 
0.518 0.799 0.799 
0.433 1.215 1.215 
0.283 1.926 1.926 
0.300 2.056 2.056 
0.551 1.488 1.488 
0.217 1.302 1.302 
<><><><><><><><> 
RT (mean):  1.62 
Consistency:  0.09 
Self Consistency:  0.60 
<><><><><><><><> 
End: 11-Nov-2014 11:30:30 
