<><><><><><><><> 
Begin: 11-Nov-2014 11:54:36 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s52 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.138 1.138 
0.533 1.738 1.738 
0.567 0.964 0.964 
0.249 0.690 0.690 
0.568 0.952 0.952 
0.450 2.013 2.013 
0.250 1.247 1.247 
0.318 1.160 1.160 
0.417 2.133 2.133 
0.584 1.028 1.028 
0.584 1.094 1.094 
0.267 1.369 1.369 
0.584 1.018 1.018 
0.585 1.051 1.051 
0.400 0.962 0.962 
0.518 0.953 0.953 
0.266 0.855 0.855 
0.367 2.692 2.692 
0.568 0.723 0.723 
0.518 1.400 1.400 
0.584 0.645 0.645 
0.468 1.247 1.247 
0.217 1.160 1.160 
0.550 1.182 1.182 
0.583 2.047 2.047 
0.468 1.073 1.073 
0.500 1.685 1.685 
0.501 0.788 0.788 
0.366 0.930 0.930 
0.467 1.084 1.084 
0.267 1.455 1.455 
0.484 1.116 1.116 
0.217 1.181 1.181 
0.317 0.973 0.973 
0.217 1.029 1.029 
0.234 1.083 1.083 
0.533 1.575 1.575 
0.484 0.744 0.744 
0.333 0.952 0.952 
0.584 2.824 2.824 
0.218 1.084 1.084 
0.384 0.974 0.974 
0.350 2.757 2.757 
0.516 0.733 0.733 
0.517 0.777 0.777 
0.283 1.127 1.127 
0.400 1.138 1.138 
0.384 1.194 1.194 
0.467 0.897 0.897 
0.483 1.215 1.215 
0.500 0.920 0.920 
0.317 1.237 1.237 
0.468 0.962 0.962 
0.467 1.303 1.303 
0.267 2.134 2.134 
0.250 1.521 1.521 
0.400 0.843 0.843 
0.584 0.733 0.733 
0.334 1.029 1.029 
0.433 2.253 2.253 
0.284 1.106 1.106 
0.501 0.897 0.897 
0.300 0.700 0.700 
0.401 0.799 0.799 
0.484 0.897 0.897 
0.551 1.708 1.708 
0.584 1.850 1.850 
0.417 3.184 3.184 
0.250 1.959 1.959 
0.267 1.006 1.006 
0.301 0.755 0.755 
0.534 1.816 1.816 
0.301 1.598 1.598 
0.533 0.689 0.689 
0.300 1.358 1.358 
0.568 1.106 1.106 
0.334 0.920 0.920 
0.284 1.040 1.040 
0.301 0.832 0.832 
0.450 1.259 1.259 
0.384 1.095 1.095 
0.350 0.832 0.832 
0.534 1.674 1.674 
0.434 1.422 1.422 
0.418 1.914 1.914 
0.567 1.139 1.139 
0.317 1.193 1.193 
0.501 1.007 1.007 
0.501 1.302 1.302 
0.351 0.963 0.963 
0.434 1.171 1.171 
0.234 2.046 2.046 
0.216 1.531 1.531 
0.417 1.334 1.334 
0.517 0.995 0.995 
0.584 0.909 0.909 
0.250 0.974 0.974 
0.434 1.083 1.083 
0.385 1.172 1.172 
0.201 1.717 1.717 
0.333 1.367 1.367 
0.267 0.930 0.930 
0.517 1.038 1.038 
0.334 2.343 2.343 
