<><><><><><><><> 
Begin: 07-Oct-2014 14:58:03 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s49 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.333 1.333 
0.535 0.891 0.891 
0.567 0.662 0.662 
0.251 1.554 1.554 
0.567 0.897 0.897 
0.451 1.301 1.301 
0.249 0.613 0.613 
0.318 0.558 0.558 
0.417 0.557 0.557 
0.584 0.931 0.931 
0.584 0.809 0.809 
0.267 0.689 0.689 
0.584 0.635 0.635 
0.584 0.569 0.569 
0.400 0.766 0.766 
0.518 1.312 1.312 
0.266 0.634 0.634 
0.368 0.733 0.733 
0.567 0.820 0.820 
0.517 1.148 1.148 
0.585 1.291 1.291 
0.467 0.591 0.591 
0.217 0.799 0.799 
0.534 0.809 0.809 
0.583 0.503 0.503 
0.467 0.624 0.624 
0.501 0.864 0.864 
0.501 0.755 0.755 
0.367 0.689 0.689 
0.467 1.214 1.214 
0.267 0.656 0.656 
0.484 0.918 0.918 
0.217 0.886 0.886 
0.318 0.787 0.787 
0.217 1.291 1.291 
0.250 0.744 0.744 
0.534 0.579 0.579 
0.483 0.612 0.612 
0.334 0.776 0.776 
0.584 0.613 0.613 
0.217 1.170 1.170 
0.384 1.039 1.039 
0.350 0.711 0.711 
0.502 0.711 0.711 
0.517 0.667 0.667 
0.283 0.908 0.908 
0.400 0.667 0.667 
0.384 1.094 1.094 
0.466 1.454 1.454 
0.484 0.733 0.733 
0.501 0.832 0.832 
0.318 0.569 0.569 
0.467 0.647 0.647 
0.467 0.678 0.678 
0.267 0.601 0.601 
0.250 0.580 0.580 
0.401 0.952 0.952 
0.584 0.536 0.536 
0.334 1.313 1.313 
0.435 0.623 0.623 
0.284 0.667 0.667 
0.501 0.908 0.908 
0.300 0.700 0.700 
0.401 0.689 0.689 
0.485 0.590 0.590 
0.567 0.766 0.766 
0.584 1.072 1.072 
0.417 0.711 0.711 
0.251 1.104 1.104 
0.266 0.591 0.591 
0.301 0.635 0.635 
0.534 0.492 0.492 
0.300 2.156 2.156 
0.533 0.875 0.875 
0.300 0.863 0.863 
0.567 0.591 0.591 
0.350 0.755 0.755 
0.284 0.853 0.853 
0.300 0.591 0.591 
0.450 1.269 1.269 
0.384 0.963 0.963 
0.350 0.635 0.635 
0.533 1.444 1.444 
0.433 0.481 0.481 
0.417 0.755 0.755 
0.568 0.634 0.634 
0.317 0.930 0.930 
0.499 0.634 0.634 
0.500 0.788 0.788 
0.352 0.820 0.820 
0.434 0.656 0.656 
0.234 1.138 1.138 
0.217 0.766 0.766 
0.417 1.094 1.094 
0.518 0.526 0.526 
0.583 0.569 0.569 
0.251 0.941 0.941 
0.434 0.678 0.678 
0.384 0.722 0.722 
0.216 0.788 0.788 
0.334 0.624 0.624 
0.267 0.656 0.656 
0.517 0.591 0.591 
0.334 0.624 0.624 
