<><><><><><><><> 
Begin: 04-Jun-2014 13:31:37 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s03 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 1.157 1.157 
0.533 0.924 0.924 
0.568 0.832 0.832 
0.251 0.811 0.811 
0.567 0.908 0.908 
0.451 1.663 1.663 
0.234 0.865 0.865 
0.317 0.887 0.887 
0.417 2.046 2.046 
0.584 0.898 0.898 
0.584 1.139 1.139 
0.266 0.777 0.777 
0.584 0.984 0.984 
0.583 1.848 1.848 
0.400 0.722 0.722 
0.518 1.018 1.018 
0.267 1.631 1.631 
0.367 0.756 0.756 
0.567 0.996 0.996 
0.517 0.832 0.832 
0.584 0.678 0.678 
0.467 0.788 0.788 
0.216 0.985 0.985 
0.551 1.379 1.379 
0.584 1.104 1.104 
0.467 1.248 1.248 
0.500 1.171 1.171 
0.500 1.269 1.269 
0.367 0.843 0.843 
0.468 1.028 1.028 
0.267 0.887 0.887 
0.484 0.591 0.591 
0.216 0.864 0.864 
0.317 1.107 1.107 
0.217 2.243 2.243 
0.234 0.657 0.657 
0.535 0.689 0.689 
0.484 1.500 1.500 
0.334 0.832 0.832 
0.584 0.759 0.759 
0.217 0.960 0.960 
0.384 0.995 0.995 
0.351 0.722 0.722 
0.516 0.865 0.865 
0.517 0.974 0.974 
0.283 1.346 1.346 
0.400 0.952 0.952 
0.383 0.876 0.876 
0.467 0.777 0.777 
0.484 1.105 1.105 
0.500 0.777 0.777 
0.317 0.646 0.646 
0.467 0.941 0.941 
0.468 0.941 0.941 
0.267 0.821 0.821 
0.250 0.952 0.952 
0.402 0.723 0.723 
0.584 0.898 0.898 
0.333 1.040 1.040 
0.434 0.744 0.744 
0.299 2.342 2.342 
0.501 0.853 0.853 
0.300 0.943 0.943 
0.400 0.843 0.843 
0.483 0.941 0.941 
0.567 1.389 1.389 
0.585 0.909 0.909 
0.417 3.066 3.066 
0.250 1.269 1.269 
0.267 1.575 1.575 
0.300 1.029 1.029 
0.533 2.166 2.166 
0.300 1.345 1.345 
0.534 0.711 0.711 
0.300 1.730 1.730 
0.567 0.810 0.810 
0.349 0.744 0.744 
0.284 1.346 1.346 
0.300 2.397 2.397 
0.450 1.270 1.270 
0.400 0.832 0.832 
0.350 0.853 0.853 
0.534 2.068 2.068 
0.433 1.587 1.587 
0.417 1.390 1.390 
0.567 0.689 0.689 
0.317 1.663 1.663 
0.500 1.269 1.269 
0.501 1.161 1.161 
0.350 0.964 0.964 
0.434 1.608 1.608 
0.233 1.193 1.193 
0.217 0.864 0.864 
0.417 1.292 1.292 
0.517 0.974 0.974 
0.584 1.040 1.040 
0.250 0.908 0.908 
0.434 0.875 0.875 
0.384 1.237 1.237 
0.201 1.028 1.028 
0.333 1.510 1.510 
0.266 1.358 1.358 
0.517 0.602 0.602 
0.333 1.194 1.194 
0.418 1.116 1.116 
0.267 1.106 1.106 
0.451 1.127 1.127 
0.300 1.598 1.598 
0.468 1.040 1.040 
0.484 1.248 1.248 
0.501 2.276 2.276 
0.384 1.225 1.225 
0.234 0.995 0.995 
0.300 1.554 1.554 
0.567 1.806 1.806 
0.267 1.303 1.303 
0.534 0.864 0.864 
0.417 2.037 2.037 
0.600 1.083 1.083 
0.234 1.542 1.542 
0.385 1.007 1.007 
0.250 1.532 1.532 
0.583 0.897 0.897 
0.201 1.379 1.379 
0.517 0.700 0.700 
0.534 2.835 2.835 
0.551 1.018 1.018 
0.234 1.151 1.151 
0.367 1.127 1.127 
0.301 0.799 0.799 
0.518 2.725 2.725 
0.367 2.189 2.189 
0.568 0.843 0.843 
0.267 3.558 3.558 
0.300 0.974 0.974 
0.266 0.898 0.898 
0.251 1.564 1.564 
0.550 1.850 1.850 
0.433 1.292 1.292 
0.417 1.072 1.072 
0.267 2.541 2.541 
0.550 1.434 1.434 
0.450 1.795 1.795 
0.350 1.456 1.456 
0.401 1.991 1.991 
0.366 3.031 3.031 
0.233 0.985 0.985 
0.301 3.042 3.042 
0.250 0.865 0.865 
0.284 1.949 1.949 
0.301 0.831 0.831 
0.366 0.831 0.831 
0.217 0.909 0.909 
0.567 0.744 0.744 
0.584 1.006 1.006 
0.399 0.854 0.854 
0.401 1.490 1.490 
0.334 0.909 0.909 
0.567 1.653 1.653 
0.350 1.008 1.008 
0.250 1.128 1.128 
0.517 0.788 0.788 
0.351 4.006 4.086 
0.301 1.073 1.073 
0.367 2.178 2.178 
0.233 0.952 0.952 
0.250 1.773 1.773 
0.583 1.183 1.183 
0.584 1.194 1.194 
0.433 2.069 2.069 
0.234 2.178 2.178 
0.300 1.357 1.357 
0.350 1.642 1.642 
0.534 0.789 0.789 
0.216 2.146 2.146 
0.216 0.919 0.919 
0.266 0.832 0.832 
0.467 1.030 1.030 
0.500 1.040 1.040 
0.467 0.975 0.975 
0.384 1.367 1.367 
0.417 1.007 1.007 
0.317 1.390 1.390 
0.500 1.936 1.936 
0.284 0.963 0.963 
0.484 2.846 2.846 
0.284 0.996 0.996 
0.350 1.740 1.740 
0.451 1.477 1.477 
0.517 1.937 1.937 
0.233 1.949 1.949 
0.568 1.050 1.050 
0.517 0.831 0.831 
0.400 1.422 1.422 
0.383 0.952 0.952 
0.383 1.499 1.499 
0.317 1.729 1.729 
0.400 0.766 0.766 
0.401 1.116 1.116 
0.533 1.062 1.062 
0.517 0.875 0.875 
0.467 1.313 1.313 
0.350 0.711 0.711 
0.534 0.963 0.963 
0.417 0.832 0.832 
0.350 0.898 0.898 
0.583 1.444 1.444 
0.551 1.335 1.335 
0.417 1.117 1.117 
0.445 2.780 2.780 
0.433 0.875 0.875 
0.284 2.310 2.310 
0.317 1.105 1.105 
0.384 1.302 1.302 
0.300 1.850 1.850 
0.535 3.315 3.315 
0.283 1.161 1.161 
0.299 1.105 1.105 
0.266 1.008 1.008 
0.299 2.180 2.180 
0.384 1.028 1.028 
0.334 0.975 0.975 
0.567 0.908 0.908 
0.383 1.128 1.128 
0.284 1.139 1.139 
0.567 0.930 0.930 
0.601 0.777 0.777 
0.384 1.138 1.138 
0.251 1.499 1.499 
0.300 1.466 1.466 
0.368 1.433 1.433 
0.434 0.635 0.635 
0.300 1.116 1.116 
0.450 1.116 1.116 
0.484 1.335 1.335 
0.285 1.708 1.708 
0.251 1.182 1.182 
0.316 0.886 0.886 
0.333 1.094 1.094 
0.367 1.236 1.236 
0.402 1.040 1.040 
0.233 1.006 1.006 
0.300 1.226 1.226 
0.517 0.876 0.876 
0.217 0.876 0.876 
0.568 1.248 1.248 
0.500 0.821 0.821 
0.400 0.908 0.908 
0.434 1.402 1.402 
0.300 0.788 0.788 
0.384 1.116 1.116 
0.584 1.094 1.094 
0.417 0.974 0.974 
0.417 2.255 2.255 
0.300 0.865 0.865 
0.400 1.052 1.052 
0.450 0.952 0.952 
0.468 1.379 1.379 
0.366 0.799 0.799 
0.350 1.214 1.214 
0.592 1.127 1.127 
0.217 1.138 1.138 
0.551 0.941 0.941 
0.567 1.401 1.401 
0.518 0.963 0.963 
0.250 1.718 1.718 
0.300 1.073 1.073 
0.333 1.182 1.182 
0.467 1.095 1.095 
0.251 2.198 2.198 
0.484 1.029 1.029 
0.250 0.942 0.942 
0.467 0.657 0.657 
0.401 0.865 0.865 
0.518 1.258 1.258 
0.483 1.477 1.477 
0.567 1.018 1.018 
0.551 0.821 0.821 
0.333 1.083 1.083 
