151,91,151,151,182,120,214,98,213,144
151,91,151,151,190,117,217,101,217,141
151,91,151,151,185,119,215,96,216,146
151,91,151,151,196,119,222,92,220,149
150,91,149,151,183,125,212,97,208,149
151,90,151,151,189,117,218,84,221,151
151,91,151,151,187,118,219,93,219,147
151,91,151,151,179,117,214,95,214,141
151,91,151,151,184,122,212,96,213,147
151,91,151,151,180,121,217,95,216,145
151,91,151,151,184,124,217,95,217,147
151,91,151,151,179,125,217,101,217,148
151,91,151,151,183,121,220,97,219,146
151,91,151,151,179,123,219,95,219,146
151,91,151,151,185,119,219,96,220,141
151,91,151,151,187,122,218,100,215,149
151,91,151,150,191,119,223,98,224,145
151,91,151,151,189,119,219,93,220,147
151,91,151,151,187,120,221,95,220,145
151,90,151,151,186,120,218,98,216,144
151,91,151,151,177,122,210,95,211,150
151,91,151,151,184,120,218,93,218,143
151,91,151,151,188,118,217,96,218,143
151,91,151,151,184,123,220,96,220,148
151,91,151,151,189,123,221,94,223,146
151,91,151,151,185,120,219,97,217,148
151,91,151,151,185,120,219,95,220,147
151,91,151,151,178,123,207,92,203,153
151,91,151,151,186,119,220,97,219,142
151,91,151,150,186,121,216,99,215,148
151,91,151,151,186,121,213,95,211,146
151,91,151,151,178,123,216,95,213,149
151,91,151,151,178,116,214,91,214,146
151,91,151,151,185,122,218,94,219,144
151,91,151,151,176,122,215,95,215,148
151,91,151,151,185,121,208,91,210,146
151,90,151,151,185,128,218,97,218,147
151,91,151,151,185,124,220,97,219,147
151,91,151,150,181,122,215,93,213,147
151,91,151,151,191,118,215,95,217,145
151,91,151,151,187,121,216,96,216,144
151,90,151,151,181,121,212,94,211,142
151,91,151,151,182,121,210,93,211,143
151,91,151,151,184,121,213,95,214,144
151,90,151,151,181,124,211,94,211,145
151,91,151,151,174,122,209,97,209,142
151,91,151,151,180,122,218,98,215,142
151,91,151,151,189,122,219,92,217,145
151,91,151,151,183,121,213,97,213,140
151,91,151,151,182,122,217,99,216,142
151,91,151,151,183,121,217,96,216,145
151,91,151,151,189,120,221,90,223,148
151,91,151,151,179,118,211,95,211,142
151,91,151,150,181,124,212,92,214,149
151,91,151,151,183,122,218,95,218,147
151,91,151,151,189,123,216,95,214,148
151,91,151,151,188,123,215,98,215,144
151,91,151,151,185,121,222,98,221,145
151,91,151,151,187,118,218,94,222,143
151,91,151,151,180,120,207,94,207,147
151,91,151,151,189,126,212,91,214,151
151,91,151,151,182,124,214,97,212,145
151,91,151,151,183,119,222,93,220,149
151,91,151,151,181,117,216,97,215,143
151,91,151,151,180,121,219,97,218,146
151,91,151,151,182,123,213,98,213,143
151,91,151,151,186,120,219,93,217,146
