<><><><><><><><> 
Begin: 07-Oct-2014 11:20:52 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s26 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.519 3.519 
0.532 2.678 2.678 
0.567 2.864 2.864 
0.250 3.630 3.630 
0.567 2.118 2.118 
0.450 2.755 2.755 
0.234 2.690 2.690 
0.317 1.815 1.815 
0.417 1.970 1.970 
0.585 3.717 3.717 
0.584 3.169 3.169 
0.268 3.453 3.453 
0.584 2.032 2.032 
0.584 1.738 1.738 
0.400 1.224 1.224 
0.517 2.121 2.121 
0.266 3.126 3.126 
0.367 2.361 2.361 
0.567 3.651 3.651 
0.517 2.448 2.448 
0.584 3.991 3.991 
0.467 3.529 3.529 
0.217 3.281 3.281 
0.534 2.273 2.273 
0.584 2.295 2.295 
0.467 2.513 2.513 
0.501 1.880 1.880 
0.501 3.696 3.696 
0.367 1.618 1.618 
0.467 2.994 2.994 
0.267 2.895 2.895 
0.484 2.142 2.142 
0.217 1.476 1.476 
0.317 1.509 1.509 
0.217 2.994 2.994 
0.234 1.705 1.705 
0.534 1.978 1.978 
0.484 2.338 2.338 
0.335 3.541 3.541 
0.583 3.627 3.627 
0.217 3.992 5.996 
0.384 1.650 1.650 
0.350 2.001 2.001 
0.517 2.491 2.491 
0.517 3.672 3.672 
0.283 1.890 1.890 
0.400 2.679 2.679 
0.384 2.295 2.295 
0.467 3.114 3.114 
0.484 1.584 1.584 
0.501 3.497 3.497 
0.317 1.651 1.651 
0.468 2.994 2.994 
0.467 2.806 2.806 
0.267 2.098 2.098 
0.251 3.660 3.660 
0.401 1.574 1.574 
0.584 1.617 1.617 
0.334 2.328 2.328 
0.434 3.115 3.115 
0.284 3.300 3.300 
0.501 1.836 1.836 
0.300 2.207 2.207 
0.400 3.287 3.287 
0.484 2.197 2.197 
0.567 1.005 1.005 
0.583 1.563 1.563 
0.417 1.869 1.869 
0.251 1.442 1.442 
0.267 2.066 2.066 
0.300 1.456 1.456 
0.534 3.206 3.206 
0.300 2.535 2.535 
0.533 1.378 1.378 
0.301 2.209 2.209 
0.567 1.870 1.870 
0.350 2.458 2.458 
0.284 1.508 1.508 
0.300 3.168 3.168 
0.451 1.389 1.389 
0.384 2.492 2.492 
0.350 3.444 3.444 
0.534 1.946 1.946 
0.434 1.606 1.606 
0.417 2.033 2.033 
0.567 3.245 3.245 
0.317 1.781 1.781 
0.500 3.999 6.005 
0.501 1.551 1.551 
0.350 2.186 2.186 
0.434 1.564 1.564 
0.232 2.461 2.461 
0.216 2.109 2.109 
0.418 3.125 3.125 
0.517 1.748 1.748 
0.584 2.907 2.907 
0.251 1.859 1.859 
0.434 3.299 3.299 
0.384 4.001 4.081 
0.200 1.343 1.343 
0.334 1.530 1.530 
0.268 2.394 2.394 
0.517 1.956 1.956 
0.334 2.415 2.415 
