<><><><><><><><> 
Begin: 07-Oct-2014 12:25:51 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s26 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.816 1.816 
0.534 1.313 1.313 
0.567 1.280 1.280 
0.251 1.049 1.049 
0.568 0.766 0.766 
0.450 1.576 1.576 
0.235 1.203 1.203 
0.317 1.061 1.061 
0.417 1.094 1.094 
0.583 1.225 1.225 
0.584 1.116 1.116 
0.267 0.963 0.963 
0.584 0.953 0.953 
0.584 1.062 1.062 
0.400 2.716 2.716 
0.517 0.908 0.908 
0.267 1.061 1.061 
0.367 1.367 1.367 
0.567 0.964 0.964 
0.517 1.421 1.421 
0.584 1.215 1.215 
0.468 1.093 1.093 
0.217 1.061 1.061 
0.550 1.060 1.060 
0.584 0.962 0.962 
0.467 0.940 0.940 
0.500 1.323 1.323 
0.501 1.050 1.050 
0.367 0.874 0.874 
0.467 0.755 0.755 
0.267 1.159 1.159 
0.485 0.743 0.743 
0.217 0.886 0.886 
0.317 1.170 1.170 
0.216 1.181 1.181 
0.234 0.896 0.896 
0.534 1.575 1.575 
0.485 1.609 1.609 
0.334 0.929 0.929 
0.584 0.897 0.897 
0.216 1.608 1.608 
0.383 1.477 1.477 
0.350 0.963 0.963 
0.517 1.432 1.432 
0.517 1.060 1.060 
0.284 0.919 0.919 
0.400 2.909 2.909 
0.384 1.705 1.705 
0.467 0.896 0.896 
0.484 3.237 3.237 
0.501 1.563 1.563 
0.317 1.531 1.531 
0.467 0.908 0.908 
0.467 1.061 1.061 
0.267 2.122 2.122 
0.251 1.039 1.039 
0.400 1.072 1.072 
0.584 1.443 1.443 
0.334 1.258 1.258 
0.434 3.171 3.171 
0.299 1.204 1.204 
0.501 1.039 1.039 
0.301 1.673 1.673 
0.401 0.919 0.919 
0.484 1.269 1.269 
0.567 0.874 0.874 
0.584 0.951 0.951 
0.417 0.962 0.962 
0.250 1.629 1.629 
0.267 1.609 1.609 
0.300 1.367 1.367 
0.534 2.558 2.558 
0.300 1.915 1.915 
0.533 1.247 1.247 
0.300 1.084 1.084 
0.568 0.985 0.985 
0.350 1.586 1.586 
0.284 1.990 1.990 
0.300 1.028 1.028 
0.450 0.765 0.765 
0.384 1.203 1.203 
0.350 2.734 2.734 
0.534 1.138 1.138 
0.434 0.930 0.930 
0.417 1.358 1.358 
0.568 1.455 1.455 
0.317 1.477 1.477 
0.501 1.172 1.172 
0.501 0.942 0.942 
0.351 0.974 0.974 
0.433 1.454 1.454 
0.234 2.844 2.844 
0.217 1.280 1.280 
0.416 0.766 0.766 
0.518 0.876 0.876 
0.583 1.052 1.052 
0.249 2.516 2.516 
0.433 3.029 3.029 
0.384 1.236 1.236 
0.216 1.029 1.029 
0.334 0.963 0.963 
0.267 1.115 1.115 
0.517 1.105 1.105 
0.333 0.887 0.887 
