<><><><><><><><> 
Begin: 07-Oct-2014 11:47:27 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s26 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.142 2.142 
0.533 1.585 1.585 
0.568 1.094 1.094 
0.250 2.220 2.220 
0.568 1.378 1.378 
0.451 1.487 1.487 
0.234 1.991 1.991 
0.316 3.247 3.247 
0.418 3.159 3.159 
0.583 1.203 1.203 
0.584 1.148 1.148 
0.266 1.421 1.421 
0.584 2.187 2.187 
0.583 1.291 1.291 
0.401 1.017 1.017 
0.518 2.209 2.209 
0.267 1.902 1.902 
0.367 1.302 1.302 
0.567 2.604 2.604 
0.518 0.876 0.876 
0.584 0.887 0.887 
0.467 1.313 1.313 
0.216 1.422 1.422 
0.535 2.867 2.867 
0.584 0.876 0.876 
0.467 2.701 2.701 
0.501 1.456 1.456 
0.501 2.045 2.045 
0.367 1.531 1.531 
0.467 2.746 2.746 
0.267 1.531 1.531 
0.484 1.193 1.193 
0.217 1.838 1.838 
0.317 1.083 1.083 
0.217 1.794 1.794 
0.234 2.067 2.067 
0.533 1.280 1.280 
0.484 1.914 1.914 
0.334 0.996 0.996 
0.584 1.498 1.498 
0.217 1.226 1.226 
0.383 1.126 1.126 
0.350 1.456 1.456 
0.502 2.231 2.231 
0.517 1.379 1.379 
0.283 1.794 1.794 
0.400 1.028 1.028 
0.384 3.369 3.369 
0.467 1.620 1.620 
0.484 2.899 2.899 
0.501 1.214 1.214 
0.316 1.104 1.104 
0.468 1.006 1.006 
0.467 2.735 2.735 
0.267 1.661 1.661 
0.251 1.946 1.946 
0.401 2.690 2.690 
0.584 2.679 2.679 
0.335 0.941 0.941 
0.433 1.237 1.237 
0.299 2.920 2.920 
0.501 1.466 1.466 
0.301 2.024 2.024 
0.400 3.601 3.601 
0.484 1.631 1.631 
0.551 2.569 2.569 
0.584 1.739 1.739 
0.418 1.039 1.039 
0.250 1.444 1.444 
0.267 2.659 2.659 
0.300 1.881 1.881 
0.534 2.166 2.166 
0.300 2.067 2.067 
0.534 0.939 0.939 
0.300 1.651 1.651 
0.568 1.006 1.006 
0.350 1.236 1.236 
0.284 3.325 3.325 
0.300 1.258 1.258 
0.450 1.028 1.028 
0.385 1.049 1.049 
0.350 2.920 2.920 
0.534 1.171 1.171 
0.434 1.083 1.083 
0.418 1.992 1.992 
0.567 1.279 1.279 
0.317 1.566 1.566 
0.501 1.476 1.476 
0.501 1.116 1.116 
0.350 2.154 2.154 
0.434 1.007 1.007 
0.234 1.554 1.554 
0.217 2.537 2.537 
0.418 1.204 1.204 
0.517 2.077 2.077 
0.583 1.598 1.598 
0.251 1.236 1.236 
0.434 2.462 2.462 
0.384 1.838 1.838 
0.201 1.925 1.925 
0.334 1.686 1.686 
0.267 1.607 1.607 
0.518 2.352 2.352 
0.333 1.478 1.478 
