<><><><><><><><> 
Begin: 28-Sep-2014 09:06:56 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s25 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.991 5.405 
0.534 1.335 1.335 
0.568 3.994 4.431 
0.251 1.335 1.335 
0.568 2.495 2.495 
0.451 3.994 4.650 
0.234 4.004 4.809 
0.317 3.074 3.074 
0.417 1.664 1.664 
0.583 3.993 4.880 
0.584 1.500 1.500 
0.267 2.122 2.122 
0.584 1.314 1.314 
0.584 3.994 4.037 
0.401 1.947 1.947 
0.518 2.035 2.035 
0.267 1.444 1.444 
0.368 3.994 4.836 
0.567 1.903 1.903 
0.518 2.966 2.966 
0.584 3.446 3.446 
0.468 3.611 3.611 
0.216 3.205 3.205 
0.534 2.604 2.604 
0.583 2.101 2.101 
0.467 1.707 1.707 
0.501 1.587 1.587 
0.501 3.995 5.285 
0.367 3.983 5.159 
0.467 3.436 3.436 
0.267 2.789 2.789 
0.484 2.407 2.407 
0.217 1.970 1.970 
0.317 3.993 4.278 
0.217 0.011 0.011 
0.234 4.005 4.173 
0.534 1.564 1.564 
0.484 1.751 1.751 
0.334 3.992 4.398 
0.584 1.926 1.926 
0.217 2.833 2.833 
0.383 1.214 1.214 
0.351 1.500 1.500 
0.501 1.871 1.871 
0.517 2.035 2.035 
0.284 2.506 2.506 
0.401 1.182 1.182 
0.384 2.484 2.484 
0.467 1.093 1.093 
0.483 3.425 3.425 
0.501 3.436 3.436 
0.318 1.761 1.761 
0.467 3.501 3.501 
0.467 2.494 2.494 
0.267 2.210 2.210 
0.250 1.455 1.455 
0.400 1.871 1.871 
0.584 2.933 2.933 
0.334 2.277 2.277 
0.434 1.444 1.444 
0.300 1.871 1.871 
0.500 1.586 1.586 
0.300 2.145 2.145 
0.400 1.543 1.543 
0.484 2.408 2.408 
0.551 1.674 1.674 
0.584 1.237 1.237 
0.418 2.056 2.056 
0.249 3.271 3.271 
0.267 1.454 1.454 
0.300 1.324 1.324 
0.533 2.965 2.965 
0.300 3.993 4.463 
0.533 1.335 1.335 
0.300 1.554 1.554 
0.568 1.116 1.116 
0.335 1.915 1.915 
0.284 1.684 1.684 
0.300 3.994 4.530 
0.451 2.298 2.298 
0.385 1.302 1.302 
0.350 2.220 2.220 
0.534 1.270 1.270 
0.434 2.090 2.090 
0.418 3.752 3.752 
0.568 1.970 1.970 
0.317 3.993 5.262 
0.500 4.005 5.280 
0.501 3.994 4.037 
0.350 1.281 1.281 
0.434 1.565 1.565 
0.234 3.995 4.628 
0.217 3.875 3.875 
0.417 1.729 1.729 
0.517 2.200 2.200 
0.583 1.631 1.631 
0.250 1.730 1.730 
0.434 3.884 3.884 
0.384 2.509 2.509 
0.201 1.642 1.642 
0.334 2.013 2.013 
0.267 2.254 2.254 
0.517 2.670 2.670 
0.333 2.408 2.408 
