<><><><><><><><> 
Begin: 28-Sep-2014 09:39:03 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s25 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 2.105 2.105 
0.534 1.181 1.181 
0.568 2.298 2.298 
0.251 1.457 1.457 
0.567 1.948 1.948 
0.450 2.834 2.834 
0.249 3.984 4.820 
0.318 2.146 2.146 
0.417 1.182 1.182 
0.583 1.357 1.357 
0.583 3.260 3.260 
0.267 1.903 1.903 
0.584 1.368 1.368 
0.585 2.462 2.462 
0.401 1.761 1.761 
0.517 1.324 1.324 
0.267 3.983 4.295 
0.368 1.553 1.553 
0.568 1.630 1.630 
0.517 2.778 2.778 
0.584 1.981 1.981 
0.467 1.203 1.203 
0.217 1.500 1.500 
0.550 1.116 1.116 
0.584 3.984 4.383 
0.468 1.806 1.806 
0.500 4.003 4.535 
0.500 3.010 3.010 
0.367 3.983 4.502 
0.467 1.443 1.443 
0.267 2.801 2.801 
0.484 1.445 1.445 
0.216 1.149 1.149 
0.316 3.994 4.125 
0.217 3.599 3.599 
0.234 1.707 1.707 
0.533 2.878 2.878 
0.484 2.013 2.013 
0.334 1.499 1.499 
0.583 1.390 1.390 
0.216 1.433 1.433 
0.384 1.313 1.313 
0.349 0.985 0.985 
0.501 2.385 2.385 
0.517 2.921 2.921 
0.284 1.094 1.094 
0.401 3.797 3.797 
0.383 2.003 2.003 
0.467 3.938 3.938 
0.484 1.226 1.226 
0.501 1.291 1.291 
0.317 2.047 2.047 
0.468 4.004 4.152 
0.467 3.665 3.665 
0.266 1.270 1.270 
0.250 3.992 4.245 
0.400 1.860 1.860 
0.584 1.280 1.280 
0.333 1.270 1.270 
0.434 3.019 3.019 
0.300 3.271 3.271 
0.500 2.375 2.375 
0.301 1.630 1.630 
0.400 1.510 1.510 
0.485 3.184 3.184 
0.552 2.866 2.866 
0.584 2.068 2.068 
0.418 1.259 1.259 
0.250 1.356 1.356 
0.267 3.195 3.195 
0.300 2.221 2.221 
0.534 1.576 1.576 
0.301 1.029 1.029 
0.533 1.510 1.510 
0.300 1.982 1.982 
0.566 1.203 1.203 
0.350 1.860 1.860 
0.283 2.046 2.046 
0.300 1.358 1.358 
0.451 2.154 2.154 
0.384 2.855 2.855 
0.350 1.883 1.883 
0.534 1.806 1.806 
0.435 2.955 2.955 
0.417 1.587 1.587 
0.567 1.412 1.412 
0.317 2.617 2.617 
0.501 2.023 2.023 
0.500 2.210 2.210 
0.350 1.608 1.608 
0.434 2.199 2.199 
0.234 1.610 1.610 
0.217 1.489 1.489 
0.417 1.620 1.620 
0.517 3.283 3.283 
0.583 3.982 4.284 
0.251 3.895 3.895 
0.434 1.411 1.411 
0.384 2.221 2.221 
0.201 2.430 2.430 
0.333 2.078 2.078 
0.268 3.993 4.420 
0.517 1.630 1.630 
0.333 1.631 1.631 
