<><><><><><><><> 
Begin: 05-Oct-2014 18:22:19 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s23 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.199 3.199 
0.534 2.100 2.100 
0.567 1.182 1.182 
0.251 1.378 1.378 
0.567 1.705 1.705 
0.451 0.919 0.919 
0.234 2.482 2.482 
0.317 1.936 1.936 
0.417 0.942 0.942 
0.583 0.711 0.711 
0.584 0.854 0.854 
0.267 1.040 1.040 
0.584 0.798 0.798 
0.584 1.105 1.105 
0.401 1.116 1.116 
0.517 0.886 0.886 
0.266 0.843 0.843 
0.367 1.532 1.532 
0.567 0.875 0.875 
0.518 0.569 0.569 
0.584 1.105 1.105 
0.467 0.930 0.930 
0.216 1.006 1.006 
0.534 1.094 1.094 
0.584 1.039 1.039 
0.467 1.148 1.148 
0.501 0.733 0.733 
0.499 0.886 0.886 
0.367 1.006 1.006 
0.467 0.547 0.547 
0.266 1.269 1.269 
0.484 0.974 0.974 
0.217 0.722 0.722 
0.316 0.601 0.601 
0.217 1.334 1.334 
0.234 0.941 0.941 
0.533 1.401 1.401 
0.484 1.542 1.542 
0.333 1.247 1.247 
0.584 2.044 2.044 
0.217 0.940 0.940 
0.384 1.028 1.028 
0.350 1.629 1.629 
0.517 1.006 1.006 
0.517 0.962 0.962 
0.284 3.991 4.059 
0.400 2.548 2.548 
0.383 0.667 0.667 
0.467 1.094 1.094 
0.483 0.973 0.973 
0.501 0.755 0.755 
0.318 1.935 1.935 
0.468 0.810 0.810 
0.468 0.973 0.973 
0.266 1.586 1.586 
0.251 0.919 0.919 
0.400 0.864 0.864 
0.584 1.838 1.838 
0.335 0.985 0.985 
0.434 0.624 0.624 
0.299 0.623 0.623 
0.500 0.689 0.689 
0.301 1.040 1.040 
0.400 0.525 0.525 
0.484 0.689 0.689 
0.551 0.700 0.700 
0.583 0.765 0.765 
0.417 0.963 0.963 
0.250 1.050 1.050 
0.267 1.160 1.160 
0.301 1.258 1.258 
0.534 1.017 1.017 
0.298 1.138 1.138 
0.534 3.413 3.413 
0.301 1.346 1.346 
0.568 1.116 1.116 
0.350 1.258 1.258 
0.283 1.214 1.214 
0.300 0.941 0.941 
0.451 1.137 1.137 
0.384 1.203 1.203 
0.350 0.744 0.744 
0.534 0.590 0.590 
0.433 0.897 0.897 
0.418 0.635 0.635 
0.567 0.755 0.755 
0.316 1.388 1.388 
0.501 1.860 1.860 
0.500 1.542 1.542 
0.351 0.755 0.755 
0.433 0.919 0.919 
0.234 1.050 1.050 
0.218 1.958 1.958 
0.417 0.810 0.810 
0.517 1.061 1.061 
0.584 1.127 1.127 
0.250 1.071 1.071 
0.433 0.886 0.886 
0.384 2.230 2.230 
0.201 0.646 0.646 
0.333 1.927 1.927 
0.267 0.645 0.645 
0.517 1.236 1.236 
0.333 1.587 1.587 
