<><><><><><><><> 
Begin: 05-Oct-2014 17:48:51 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s23 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.993 5.996 
0.534 1.806 1.806 
0.567 1.838 1.838 
0.251 3.369 3.369 
0.567 3.991 5.208 
0.451 0.853 0.853 
0.250 1.520 1.520 
0.317 0.787 0.787 
0.417 0.831 0.831 
0.583 1.116 1.116 
0.584 0.699 0.699 
0.283 1.171 1.171 
0.585 0.842 0.842 
0.584 0.689 0.689 
0.400 0.634 0.634 
0.518 0.569 0.569 
0.267 0.634 0.634 
0.367 1.170 1.170 
0.568 0.689 0.689 
0.517 1.050 1.050 
0.584 1.947 1.947 
0.467 0.722 0.722 
0.217 1.028 1.028 
0.550 0.820 0.820 
0.583 3.992 4.060 
0.467 0.951 0.951 
0.501 0.973 0.973 
0.500 1.367 1.367 
0.367 3.991 4.081 
0.468 1.049 1.049 
0.267 0.700 0.700 
0.484 1.892 1.892 
0.217 1.367 1.367 
0.318 0.864 0.864 
0.217 0.700 0.700 
0.234 0.613 0.613 
0.534 0.908 0.908 
0.484 0.689 0.689 
0.334 1.520 1.520 
0.584 0.755 0.755 
0.218 1.947 1.947 
0.384 1.236 1.236 
0.350 0.821 0.821 
0.517 0.821 0.821 
0.517 0.875 0.875 
0.284 0.919 0.919 
0.401 0.591 0.591 
0.384 0.995 0.995 
0.467 1.038 1.038 
0.484 0.689 0.689 
0.501 1.225 1.225 
0.317 0.743 0.743 
0.468 0.536 0.536 
0.467 0.788 0.788 
0.267 0.864 0.864 
0.251 1.039 1.039 
0.400 0.853 0.853 
0.583 1.259 1.259 
0.333 1.062 1.062 
0.433 0.810 0.810 
0.285 0.788 0.788 
0.500 0.875 0.875 
0.300 0.722 0.722 
0.400 1.028 1.028 
0.483 3.992 4.781 
0.552 0.744 0.744 
0.583 0.921 0.921 
0.417 1.760 1.760 
0.251 0.919 0.919 
0.266 1.115 1.115 
0.301 1.422 1.422 
0.533 2.264 2.264 
0.300 1.356 1.356 
0.533 0.951 0.951 
0.300 2.178 2.178 
0.567 1.247 1.247 
0.334 0.601 0.601 
0.284 0.656 0.656 
0.301 0.984 0.984 
0.451 2.658 2.658 
0.400 1.006 1.006 
0.350 0.874 0.874 
0.534 0.907 0.907 
0.434 1.652 1.652 
0.418 0.875 0.875 
0.568 0.929 0.929 
0.317 1.160 1.160 
0.500 1.422 1.422 
0.500 0.711 0.711 
0.350 1.476 1.476 
0.433 0.930 0.930 
0.234 1.717 1.717 
0.217 1.871 1.871 
0.417 0.744 0.744 
0.517 1.236 1.236 
0.584 0.853 0.853 
0.250 0.821 0.821 
0.434 1.159 1.159 
0.384 1.937 1.937 
0.200 0.996 0.996 
0.334 1.563 1.563 
0.266 1.193 1.193 
0.517 1.182 1.182 
0.334 0.591 0.591 
