<><><><><><><><> 
Begin: 05-Oct-2014 17:38:35 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s23 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 2.678 2.678 
0.533 3.584 3.584 
0.568 2.589 2.589 
0.250 1.465 1.465 
0.567 1.475 1.475 
0.450 1.465 1.465 
0.233 2.492 2.492 
0.317 3.988 4.201 
0.417 2.054 2.054 
0.584 1.137 1.137 
0.584 1.387 1.387 
0.267 1.017 1.017 
0.584 1.541 1.541 
0.584 2.252 2.252 
0.400 1.312 1.312 
0.517 3.553 3.553 
0.267 2.141 2.141 
0.367 1.191 1.191 
0.567 2.012 2.012 
0.517 1.147 1.147 
0.584 2.994 2.994 
0.467 1.748 1.748 
0.217 3.990 4.880 
0.534 0.896 0.896 
0.584 1.213 1.213 
0.468 1.805 1.805 
0.500 0.950 0.950 
0.501 1.662 1.662 
0.367 1.487 1.487 
0.468 1.147 1.147 
0.266 2.088 2.088 
0.484 1.006 1.006 
0.217 0.820 0.820 
0.317 0.819 0.819 
0.217 1.181 1.181 
0.234 0.743 0.743 
0.534 0.557 0.557 
0.483 1.442 1.442 
0.334 1.180 1.180 
0.584 0.929 0.929 
0.216 1.279 1.279 
0.384 1.530 1.530 
0.350 1.094 1.094 
0.517 1.651 1.651 
0.516 0.668 0.668 
0.284 1.464 1.464 
0.400 2.426 2.426 
0.384 2.394 2.394 
0.467 1.792 1.792 
0.484 0.973 0.973 
0.501 2.361 2.361 
0.318 0.995 0.995 
0.468 0.885 0.885 
0.467 1.027 1.027 
0.267 1.957 1.957 
0.250 0.808 0.808 
0.400 1.913 1.913 
0.585 0.973 0.973 
0.334 0.645 0.645 
0.434 0.623 0.623 
0.284 0.612 0.612 
0.501 0.667 0.667 
0.300 1.476 1.476 
0.401 1.278 1.278 
0.483 3.990 5.995 
0.567 3.605 3.605 
0.584 4.000 4.398 
0.418 1.115 1.115 
0.266 1.596 1.596 
0.267 1.366 1.366 
0.300 3.736 3.736 
0.534 2.950 2.950 
0.300 2.688 2.688 
0.534 3.639 3.639 
0.300 2.481 2.481 
0.567 4.001 4.387 
0.350 1.978 1.978 
0.283 2.306 2.306 
0.300 0.940 0.940 
0.450 3.299 3.299 
0.384 1.770 1.770 
0.350 1.695 1.695 
0.534 3.628 3.628 
0.434 0.886 0.886 
0.418 1.693 1.693 
0.567 1.072 1.072 
0.317 1.038 1.038 
0.500 1.956 1.956 
0.501 1.246 1.246 
0.350 1.333 1.333 
0.434 2.099 2.099 
0.234 0.984 0.984 
0.217 1.049 1.049 
0.417 2.788 2.788 
0.517 1.399 1.399 
0.583 0.897 0.897 
0.250 1.421 1.421 
0.434 1.573 1.573 
0.384 1.006 1.006 
0.200 1.115 1.115 
0.335 1.956 1.956 
0.267 2.350 2.350 
0.517 1.158 1.158 
0.334 0.908 0.908 
