<><><><><><><><> 
Begin: 02-Oct-2014 09:45:14 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s39 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 1.713 1.713 
0.533 1.916 1.916 
0.567 1.828 1.828 
0.250 1.786 1.786 
0.567 1.106 1.106 
0.451 1.556 1.556 
0.250 1.041 1.041 
0.318 0.975 0.975 
0.418 2.486 2.486 
0.585 1.238 1.238 
0.584 0.909 0.909 
0.267 1.140 1.140 
0.585 0.965 0.965 
0.584 1.128 1.128 
0.400 1.172 1.172 
0.516 1.545 1.545 
0.267 1.655 1.655 
0.367 1.490 1.490 
0.568 1.906 1.906 
0.517 1.479 1.479 
0.584 1.227 1.227 
0.468 1.260 1.260 
0.217 1.403 1.403 
0.534 1.293 1.293 
0.584 1.272 1.272 
0.467 1.447 1.447 
0.500 0.941 0.941 
0.501 1.139 1.139 
0.367 1.676 1.676 
0.467 0.866 0.866 
0.267 1.501 1.501 
0.484 1.085 1.085 
0.217 1.622 1.622 
0.317 1.326 1.326 
0.216 1.566 1.566 
0.234 1.863 1.863 
0.534 1.424 1.424 
0.484 1.249 1.249 
0.333 1.326 1.326 
0.583 1.446 1.446 
0.217 1.238 1.238 
0.383 0.865 0.865 
0.350 2.322 2.322 
0.517 1.796 1.796 
0.517 1.796 1.796 
0.284 1.621 1.621 
0.400 1.304 1.304 
0.384 1.227 1.227 
0.467 2.289 2.289 
0.483 1.172 1.172 
0.501 1.468 1.468 
0.317 0.942 0.942 
0.468 1.358 1.358 
0.467 1.391 1.391 
0.266 0.964 0.964 
0.250 1.117 1.117 
0.401 2.192 2.192 
0.585 1.785 1.785 
0.334 2.102 2.102 
0.434 1.622 1.622 
0.300 1.436 1.436 
0.501 1.360 1.360 
0.300 1.238 1.238 
0.401 1.676 1.676 
0.483 2.223 2.223 
0.567 0.964 0.964 
0.584 1.402 1.402 
0.418 1.040 1.040 
0.251 1.239 1.239 
0.267 1.315 1.315 
0.299 1.391 1.391 
0.534 1.632 1.632 
0.301 1.237 1.237 
0.534 1.588 1.588 
0.300 1.227 1.227 
0.568 1.018 1.018 
0.334 1.096 1.096 
0.284 1.303 1.303 
0.301 1.292 1.292 
0.451 0.855 0.855 
0.400 1.139 1.139 
0.350 1.587 1.587 
0.533 1.008 1.008 
0.434 1.172 1.172 
0.417 1.326 1.326 
0.566 0.876 0.876 
0.317 0.975 0.975 
0.501 1.052 1.052 
0.501 1.687 1.687 
0.350 2.026 2.026 
0.433 1.161 1.161 
0.234 1.357 1.357 
0.217 1.368 1.368 
0.417 0.975 0.975 
0.518 1.128 1.128 
0.583 0.865 0.865 
0.251 1.106 1.106 
0.434 1.457 1.457 
0.384 1.260 1.260 
0.201 1.775 1.775 
0.334 1.128 1.128 
0.267 1.292 1.292 
0.518 1.183 1.183 
0.334 1.248 1.248 
