<><><><><><><><> 
Begin: 02-Oct-2014 09:53:58 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s39 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.638 1.638 
0.534 1.139 1.139 
0.567 0.855 0.855 
0.249 0.942 0.942 
0.567 0.777 0.777 
0.451 1.106 1.106 
0.234 1.261 1.261 
0.317 1.084 1.084 
0.417 1.402 1.402 
0.584 1.008 1.008 
0.584 0.854 0.854 
0.266 1.260 1.260 
0.584 1.118 1.118 
0.583 1.106 1.106 
0.401 0.635 0.635 
0.517 1.040 1.040 
0.267 0.887 0.887 
0.367 1.041 1.041 
0.567 0.953 0.953 
0.517 1.590 1.590 
0.585 1.140 1.140 
0.467 1.128 1.128 
0.218 1.150 1.150 
0.535 0.963 0.963 
0.583 0.756 0.756 
0.467 0.942 0.942 
0.500 1.030 1.030 
0.501 1.117 1.117 
0.367 0.986 0.986 
0.467 1.150 1.150 
0.267 1.118 1.118 
0.484 1.084 1.084 
0.217 1.358 1.358 
0.317 0.778 0.778 
0.217 1.293 1.293 
0.234 1.172 1.172 
0.534 0.888 0.888 
0.483 1.182 1.182 
0.334 1.172 1.172 
0.583 0.964 0.964 
0.218 1.171 1.171 
0.384 0.757 0.757 
0.351 0.964 0.964 
0.501 1.095 1.095 
0.517 1.995 1.995 
0.283 1.699 1.699 
0.401 1.796 1.796 
0.384 2.584 2.584 
0.467 1.993 1.993 
0.484 0.821 0.821 
0.500 1.785 1.785 
0.317 1.325 1.325 
0.467 1.118 1.118 
0.467 0.854 0.854 
0.266 1.172 1.172 
0.251 0.822 0.822 
0.400 1.095 1.095 
0.584 0.877 0.877 
0.334 1.128 1.128 
0.434 1.544 1.544 
0.284 2.049 2.049 
0.501 1.292 1.292 
0.300 1.030 1.030 
0.401 1.019 1.019 
0.484 1.764 1.764 
0.567 1.216 1.216 
0.584 0.997 0.997 
0.417 1.555 1.555 
0.251 1.742 1.742 
0.266 1.194 1.194 
0.301 1.106 1.106 
0.534 1.118 1.118 
0.300 1.161 1.161 
0.534 0.756 0.756 
0.300 1.511 1.511 
0.567 1.369 1.369 
0.334 1.096 1.096 
0.284 1.281 1.281 
0.303 1.063 1.063 
0.451 1.204 1.204 
0.400 0.976 0.976 
0.350 1.194 1.194 
0.534 1.073 1.073 
0.433 1.150 1.150 
0.417 1.522 1.522 
0.567 1.162 1.162 
0.317 1.599 1.599 
0.500 1.535 1.535 
0.500 1.073 1.073 
0.351 1.785 1.785 
0.434 1.161 1.161 
0.234 1.106 1.106 
0.233 0.997 0.997 
0.417 0.942 0.942 
0.517 1.864 1.864 
0.584 1.655 1.655 
0.250 1.656 1.656 
0.434 1.140 1.140 
0.384 1.535 1.535 
0.201 1.194 1.194 
0.333 1.368 1.368 
0.268 1.610 1.610 
0.518 1.009 1.009 
0.334 1.576 1.576 
