<><><><><><><><> 
Begin: 02-Oct-2014 09:07:20 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s39 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 3.993 5.996 
0.532 3.992 5.996 
0.567 1.784 1.784 
0.250 2.166 2.166 
0.567 1.345 1.345 
0.450 1.838 1.838 
0.234 2.221 2.221 
0.317 1.652 1.652 
0.417 1.685 1.685 
0.584 1.226 1.226 
0.584 1.500 1.500 
0.268 1.608 1.608 
0.584 1.500 1.500 
0.584 1.061 1.061 
0.400 1.509 1.509 
0.517 1.816 1.816 
0.266 1.750 1.750 
0.367 1.674 1.674 
0.567 1.488 1.488 
0.517 1.511 1.511 
0.583 1.687 1.687 
0.468 1.357 1.357 
0.217 1.871 1.871 
0.534 1.826 1.826 
0.584 3.141 3.141 
0.466 2.834 2.834 
0.501 1.806 1.806 
0.500 1.783 1.783 
0.366 1.817 1.817 
0.466 1.742 1.742 
0.267 3.349 3.349 
0.484 3.940 3.940 
0.217 1.544 1.544 
0.317 3.996 5.986 
0.217 2.068 2.068 
0.234 2.285 2.285 
0.534 3.996 5.998 
0.484 1.510 1.510 
0.333 1.237 1.237 
0.584 2.210 2.210 
0.217 1.378 1.378 
0.384 1.959 1.959 
0.350 1.817 1.817 
0.501 1.598 1.598 
0.516 1.619 1.619 
0.284 1.280 1.280 
0.401 1.794 1.794 
0.384 2.397 2.397 
0.467 1.389 1.389 
0.484 1.444 1.444 
0.501 2.145 2.145 
0.317 1.171 1.171 
0.483 1.346 1.346 
0.467 1.521 1.521 
0.267 2.277 2.277 
0.250 1.357 1.357 
0.400 1.501 1.501 
0.584 2.015 2.015 
0.334 1.849 1.849 
0.434 1.259 1.259 
0.284 1.861 1.861 
0.501 1.827 1.827 
0.300 1.839 1.839 
0.400 2.549 2.549 
0.484 2.396 2.396 
0.567 2.352 2.352 
0.584 3.414 3.414 
0.417 1.554 1.554 
0.251 1.543 1.543 
0.267 1.695 1.695 
0.300 1.916 1.916 
0.534 2.834 2.834 
0.299 1.389 1.389 
0.534 1.652 1.652 
0.299 2.726 2.726 
0.567 1.412 1.412 
0.334 1.871 1.871 
0.284 1.773 1.773 
0.300 1.499 1.499 
0.450 1.192 1.192 
0.384 1.663 1.663 
0.350 1.696 1.696 
0.534 2.155 2.155 
0.433 1.532 1.532 
0.417 1.555 1.555 
0.567 1.214 1.214 
0.317 1.762 1.762 
0.501 1.717 1.717 
0.501 1.859 1.859 
0.350 1.171 1.171 
0.434 1.389 1.389 
0.234 1.521 1.521 
0.217 1.674 1.674 
0.417 1.335 1.335 
0.518 1.608 1.608 
0.584 1.335 1.335 
0.251 1.784 1.784 
0.434 1.412 1.412 
0.384 1.762 1.762 
0.200 1.531 1.531 
0.334 1.555 1.555 
0.268 1.095 1.095 
0.517 1.838 1.838 
0.334 1.237 1.237 
