<><><><><><><><> 
Begin: 02-Oct-2014 09:19:03 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s39 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.228 2.228 
0.534 1.578 1.578 
0.567 1.226 1.226 
0.250 1.556 1.556 
0.567 1.139 1.139 
0.451 1.095 1.095 
0.250 1.545 1.545 
0.318 1.544 1.544 
0.417 1.467 1.467 
0.584 1.282 1.282 
0.584 1.523 1.523 
0.266 1.280 1.280 
0.584 2.048 2.048 
0.584 1.106 1.106 
0.400 1.414 1.414 
0.517 1.238 1.238 
0.267 1.796 1.796 
0.367 1.687 1.687 
0.567 1.578 1.578 
0.517 1.426 1.426 
0.583 1.720 1.720 
0.467 3.180 3.180 
0.216 1.425 1.425 
0.534 1.456 1.456 
0.584 2.158 2.158 
0.467 1.293 1.293 
0.501 2.665 2.665 
0.500 1.184 1.184 
0.367 1.589 1.589 
0.467 2.060 2.060 
0.267 1.304 1.304 
0.484 1.664 1.664 
0.217 1.391 1.391 
0.317 1.896 1.896 
0.217 1.698 1.698 
0.234 1.391 1.391 
0.534 1.447 1.447 
0.484 2.530 2.530 
0.334 1.753 1.753 
0.584 1.809 1.809 
0.218 1.502 1.502 
0.383 1.183 1.183 
0.351 1.906 1.906 
0.501 1.359 1.359 
0.518 1.424 1.424 
0.284 2.148 2.148 
0.401 2.224 2.224 
0.384 2.268 2.268 
0.467 1.742 1.742 
0.483 1.447 1.447 
0.501 1.676 1.676 
0.318 1.436 1.436 
0.467 1.304 1.304 
0.468 1.283 1.283 
0.267 1.270 1.270 
0.250 1.423 1.423 
0.401 1.555 1.555 
0.584 1.479 1.479 
0.333 1.280 1.280 
0.434 1.030 1.030 
0.283 1.590 1.590 
0.500 1.895 1.895 
0.300 1.829 1.829 
0.400 1.523 1.523 
0.484 1.457 1.457 
0.551 1.326 1.326 
0.584 1.643 1.643 
0.417 1.755 1.755 
0.249 1.523 1.523 
0.267 2.005 2.005 
0.301 1.544 1.544 
0.533 1.645 1.645 
0.300 1.753 1.753 
0.534 1.259 1.259 
0.301 1.687 1.687 
0.566 1.315 1.315 
0.350 1.566 1.566 
0.283 2.049 2.049 
0.300 1.775 1.775 
0.450 2.147 2.147 
0.400 1.710 1.710 
0.349 2.618 2.618 
0.534 1.708 1.708 
0.433 2.050 2.050 
0.417 1.588 1.588 
0.567 3.997 6.000 
0.316 2.508 2.508 
0.501 1.095 1.095 
0.500 1.534 1.534 
0.350 1.532 1.532 
0.433 1.754 1.754 
0.234 1.523 1.523 
0.218 1.753 1.753 
0.417 1.612 1.612 
0.517 1.435 1.435 
0.583 1.337 1.337 
0.250 1.906 1.906 
0.434 1.391 1.391 
0.384 2.872 2.872 
0.201 1.621 1.621 
0.334 1.369 1.369 
0.266 1.883 1.883 
0.517 2.541 2.541 
0.333 1.435 1.435 
