<><><><><><><><> 
Begin: 02-Oct-2014 09:29:48 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s39 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 2.585 2.585 
0.534 1.588 1.588 
0.567 1.150 1.150 
0.251 1.348 1.348 
0.568 2.586 2.586 
0.451 1.073 1.073 
0.234 1.567 1.567 
0.317 1.555 1.555 
0.418 1.128 1.128 
0.584 1.653 1.653 
0.584 0.920 0.920 
0.267 1.369 1.369 
0.585 1.139 1.139 
0.584 1.632 1.632 
0.401 1.511 1.511 
0.516 1.741 1.741 
0.266 1.851 1.851 
0.367 1.314 1.314 
0.567 1.271 1.271 
0.517 1.490 1.490 
0.584 0.974 0.974 
0.468 1.172 1.172 
0.217 1.456 1.456 
0.535 1.193 1.193 
0.584 1.556 1.556 
0.467 1.106 1.106 
0.501 1.489 1.489 
0.501 1.839 1.839 
0.367 1.458 1.458 
0.467 1.391 1.391 
0.268 1.325 1.325 
0.483 1.270 1.270 
0.216 1.315 1.315 
0.317 1.337 1.337 
0.216 0.953 0.953 
0.233 1.258 1.258 
0.534 1.479 1.479 
0.484 1.336 1.336 
0.335 0.953 0.953 
0.584 2.025 2.025 
0.216 1.337 1.337 
0.384 1.128 1.128 
0.350 2.125 2.125 
0.517 1.468 1.468 
0.517 1.096 1.096 
0.283 1.051 1.051 
0.402 1.282 1.282 
0.384 1.216 1.216 
0.467 0.788 0.788 
0.484 1.095 1.095 
0.500 0.843 0.843 
0.317 1.588 1.588 
0.468 1.424 1.424 
0.467 1.599 1.599 
0.267 1.139 1.139 
0.250 1.304 1.304 
0.399 1.128 1.128 
0.583 1.161 1.161 
0.333 1.303 1.303 
0.433 2.037 2.037 
0.300 1.577 1.577 
0.501 1.095 1.095 
0.300 1.775 1.775 
0.400 1.074 1.074 
0.484 0.931 0.931 
0.567 1.412 1.412 
0.584 1.370 1.370 
0.418 1.423 1.423 
0.266 1.227 1.227 
0.267 1.402 1.402 
0.300 1.161 1.161 
0.534 1.664 1.664 
0.299 1.140 1.140 
0.533 1.709 1.709 
0.301 1.194 1.194 
0.568 1.545 1.545 
0.350 1.150 1.150 
0.283 2.573 2.573 
0.300 1.643 1.643 
0.452 1.545 1.545 
0.385 1.556 1.556 
0.350 1.852 1.852 
0.533 1.555 1.555 
0.434 1.523 1.523 
0.418 1.785 1.785 
0.568 1.391 1.391 
0.317 1.269 1.269 
0.501 1.238 1.238 
0.501 1.621 1.621 
0.350 1.248 1.248 
0.434 1.468 1.468 
0.234 1.260 1.260 
0.217 1.008 1.008 
0.417 2.225 2.225 
0.517 1.655 1.655 
0.583 1.578 1.578 
0.250 2.113 2.113 
0.434 1.216 1.216 
0.384 1.992 1.992 
0.200 1.325 1.325 
0.334 0.931 0.931 
0.267 0.986 0.986 
0.518 1.041 1.041 
0.334 0.953 0.953 
