<><><><><><><><> 
Begin: 17-Nov-2014 12:12:55 
0.417 1.589 1.589 
0.267 1.851 1.851 
0.450 2.345 2.345 
0.300 1.885 1.885 
0.468 1.579 1.579 
0.483 1.478 1.478 
0.501 1.172 1.172 
0.383 2.049 2.049 
0.234 1.425 1.425 
0.300 1.994 1.994 
0.567 1.249 1.249 
0.267 2.695 2.695 
0.534 1.489 1.489 
0.417 1.720 1.720 
0.601 2.257 2.257 
0.235 2.148 2.148 
0.383 1.654 1.654 
0.250 1.666 1.666 
0.585 1.610 1.610 
0.200 1.611 1.611 
0.517 2.017 2.017 
0.534 2.269 2.269 
0.551 1.336 1.336 
0.234 1.753 1.753 
0.367 1.808 1.808 
0.301 2.126 2.126 
0.517 1.337 1.337 
0.383 2.191 2.191 
0.567 1.622 1.622 
0.267 2.257 2.257 
0.300 1.612 1.612 
0.266 2.038 2.038 
0.250 1.840 1.840 
0.551 1.863 1.863 
0.433 1.348 1.348 
0.417 1.589 1.589 
0.266 1.862 1.862 
0.551 2.454 2.454 
0.451 1.435 1.435 
0.350 2.301 2.301 
0.400 1.304 1.304 
0.367 1.370 1.370 
0.234 2.499 2.499 
0.301 3.647 3.647 
0.251 2.783 2.783 
0.283 2.708 2.708 
0.300 1.917 1.917 
0.368 1.359 1.359 
0.217 1.577 1.577 
0.567 1.590 1.590 
0.585 1.676 1.676 
0.400 3.091 3.091 
0.401 2.126 2.126 
0.334 1.501 1.501 
0.567 1.512 1.512 
0.350 1.424 1.424 
0.251 1.852 1.852 
0.517 2.136 2.136 
0.366 1.972 1.972 
0.300 1.512 1.512 
0.367 2.465 2.465 
0.234 1.795 1.795 
0.251 2.400 2.400 
0.584 1.906 1.906 
0.584 2.027 2.027 
0.434 1.621 1.621 
0.233 1.984 1.984 
0.300 1.896 1.896 
0.350 1.677 1.677 
0.534 2.169 2.169 
0.201 1.808 1.808 
0.216 1.874 1.874 
0.267 1.906 1.906 
0.467 2.837 2.837 
0.500 2.006 2.006 
0.466 3.308 3.308 
0.384 3.133 3.133 
0.417 2.520 2.520 
0.318 2.378 2.378 
0.501 2.004 2.004 
0.284 2.509 2.509 
0.484 2.719 2.719 
0.283 1.654 1.654 
0.350 2.936 2.936 
0.451 2.355 2.355 
0.517 2.552 2.552 
0.234 2.717 2.717 
0.567 2.148 2.148 
0.517 2.873 2.873 
0.400 1.425 1.425 
0.384 1.556 1.556 
0.383 1.830 1.830 
0.317 1.950 1.950 
0.401 1.665 1.665 
0.400 1.677 1.677 
0.534 1.555 1.555 
0.518 2.189 2.189 
0.466 2.464 2.464 
0.351 2.839 2.839 
0.533 2.400 2.400 
0.418 1.732 1.732 
0.350 1.917 1.917 
0.584 2.411 2.411 
0.551 2.136 2.136 
0.417 2.324 2.324 
0.450 2.071 2.071 
0.434 2.598 2.598 
0.284 1.281 1.281 
0.317 2.399 2.399 
0.384 2.848 2.848 
0.300 2.191 2.191 
0.534 2.642 2.642 
0.283 2.356 2.356 
0.299 2.828 2.828 
0.267 1.249 1.249 
0.299 2.103 2.103 
0.383 1.271 1.271 
0.333 1.325 1.325 
0.568 3.198 3.198 
0.367 2.575 2.575 
0.283 2.509 2.509 
0.568 1.907 1.907 
0.601 2.050 2.050 
0.383 1.721 1.721 
0.251 2.444 2.444 
0.300 1.972 1.972 
0.367 1.325 1.325 
0.434 2.290 2.290 
0.300 2.214 2.214 
0.451 1.897 1.897 
0.484 1.905 1.905 
0.284 1.982 1.982 
0.250 3.145 3.145 
0.318 1.818 1.818 
0.334 1.918 1.918 
0.367 1.732 1.732 
0.401 2.257 2.257 
0.233 2.038 2.038 
0.316 2.674 2.674 
0.517 1.884 1.884 
0.217 1.743 1.743 
0.567 2.038 2.038 
0.500 1.841 1.841 
0.400 2.782 2.782 
0.434 2.575 2.575 
0.300 1.370 1.370 
0.384 1.731 1.731 
0.584 3.441 3.441 
0.417 4.000 4.629 
0.417 2.629 2.629 
0.300 2.191 2.191 
0.400 1.457 1.457 
0.452 2.367 2.367 
0.468 2.553 2.553 
0.367 2.433 2.433 
0.349 3.561 3.561 
0.601 2.257 2.257 
0.216 1.896 1.896 
0.551 2.170 2.170 
0.567 2.137 2.137 
0.518 2.914 2.914 
0.250 1.446 1.446 
0.300 1.753 1.753 
0.333 1.566 1.566 
0.468 1.490 1.490 
0.251 2.048 2.048 
0.484 1.688 1.688 
0.250 1.753 1.753 
0.468 1.962 1.962 
0.400 3.330 3.330 
0.517 1.260 1.260 
0.483 1.325 1.325 
0.568 1.633 1.633 
0.567 1.623 1.623 
0.333 2.126 2.126 
0.484 2.004 2.004 
0.284 3.300 3.300 
0.217 1.928 1.928 
0.501 2.236 2.236 
0.400 2.531 2.531 
0.400 3.178 3.178 
0.567 2.388 2.388 
0.449 1.820 1.820 
0.451 1.919 1.919 
0.551 1.906 1.906 
0.518 1.699 1.699 
0.434 1.370 1.370 
0.268 1.381 1.381 
0.300 1.632 1.632 
0.551 2.421 2.421 
0.218 1.852 1.852 
<><><><><><><><> 
RT (mean):  2.02 
Consistency:  0.19 
Self Consistency:  0.75 
<><><><><><><><> 
End: 17-Nov-2014 12:24:59 
