<><><><><><><><> 
Begin: 17-Nov-2014 11:59:09 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s51 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 1.412 1.412 
0.531 1.564 1.564 
0.567 2.013 2.013 
0.250 1.851 1.851 
0.567 1.894 1.894 
0.451 2.243 2.243 
0.234 1.687 1.687 
0.318 1.740 1.740 
0.417 1.718 1.718 
0.584 2.507 2.507 
0.583 2.747 2.747 
0.267 1.980 1.980 
0.584 3.997 4.541 
0.585 1.806 1.806 
0.399 1.455 1.455 
0.517 1.840 1.840 
0.267 1.576 1.576 
0.366 2.562 2.562 
0.567 1.511 1.511 
0.518 1.435 1.435 
0.584 2.146 2.146 
0.467 2.550 2.550 
0.216 1.773 1.773 
0.534 2.561 2.561 
0.584 1.631 1.631 
0.467 1.774 1.774 
0.501 2.451 2.451 
0.501 2.133 2.133 
0.366 1.873 1.873 
0.467 1.631 1.631 
0.267 2.441 2.441 
0.484 1.259 1.259 
0.217 2.309 2.309 
0.317 1.697 1.697 
0.216 1.828 1.828 
0.234 1.861 1.861 
0.534 2.311 2.311 
0.483 2.486 2.486 
0.334 2.375 2.375 
0.584 2.113 2.113 
0.216 1.412 1.412 
0.383 1.796 1.796 
0.350 2.035 2.035 
0.501 2.880 2.880 
0.517 1.597 1.597 
0.284 1.653 1.653 
0.401 2.955 2.955 
0.383 1.862 1.862 
0.467 2.725 2.725 
0.484 1.588 1.588 
0.501 2.223 2.223 
0.317 2.068 2.068 
0.468 1.598 1.598 
0.467 2.080 2.080 
0.267 1.380 1.380 
0.250 1.434 1.434 
0.401 2.824 2.824 
0.584 1.882 1.882 
0.333 2.014 2.014 
0.433 2.102 2.102 
0.283 1.916 1.916 
0.500 2.090 2.090 
0.300 1.861 1.861 
0.400 1.314 1.314 
0.485 1.796 1.796 
0.567 1.696 1.696 
0.584 2.124 2.124 
0.418 2.168 2.168 
0.251 1.893 1.893 
0.267 1.937 1.937 
0.300 1.894 1.894 
0.533 1.642 1.642 
0.300 1.904 1.904 
0.533 2.386 2.386 
0.300 1.914 1.914 
0.567 1.806 1.806 
0.334 1.664 1.664 
0.284 1.861 1.861 
0.300 1.893 1.893 
0.450 1.871 1.871 
0.384 2.026 2.026 
0.350 1.663 1.663 
0.533 1.827 1.827 
0.434 1.807 1.807 
0.417 1.816 1.816 
0.567 1.511 1.511 
0.317 1.905 1.905 
0.501 2.594 2.594 
0.501 1.773 1.773 
0.350 1.368 1.368 
0.434 1.532 1.532 
0.233 1.411 1.411 
0.217 2.277 2.277 
0.417 1.620 1.620 
0.517 1.795 1.795 
0.584 1.413 1.413 
0.250 1.488 1.488 
0.434 1.839 1.839 
0.384 1.335 1.335 
0.200 1.555 1.555 
0.334 2.549 2.549 
0.267 1.533 1.533 
0.517 1.664 1.664 
0.334 2.014 2.014 
