<><><><><><><><> 
Begin: 17-Nov-2014 13:06:49 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s51 Run Number: 6 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.725 1.725 
0.534 1.962 1.962 
0.567 1.731 1.731 
0.250 2.498 2.498 
0.567 2.082 2.082 
0.450 2.915 2.915 
0.233 1.305 1.305 
0.317 1.907 1.907 
0.417 0.985 0.985 
0.584 1.808 1.808 
0.584 1.589 1.589 
0.267 1.819 1.819 
0.585 1.950 1.950 
0.584 1.885 1.885 
0.401 1.786 1.786 
0.517 1.578 1.578 
0.267 1.589 1.589 
0.366 1.687 1.687 
0.566 1.524 1.524 
0.518 2.070 2.070 
0.585 1.830 1.830 
0.467 2.135 2.135 
0.217 1.424 1.424 
0.534 1.754 1.754 
0.583 2.191 2.191 
0.468 1.950 1.950 
0.501 1.621 1.621 
0.500 1.883 1.883 
0.366 1.621 1.621 
0.467 1.424 1.424 
0.267 1.918 1.918 
0.484 1.062 1.062 
0.217 1.337 1.337 
0.317 1.862 1.862 
0.218 1.480 1.480 
0.234 1.622 1.622 
0.533 1.609 1.609 
0.484 1.139 1.139 
0.333 1.183 1.183 
0.584 1.413 1.413 
0.216 1.282 1.282 
0.384 1.204 1.204 
0.350 1.490 1.490 
0.516 1.423 1.423 
0.518 1.391 1.391 
0.284 2.191 2.191 
0.400 1.665 1.665 
0.384 1.402 1.402 
0.467 1.479 1.479 
0.484 2.224 2.224 
0.500 1.446 1.446 
0.318 1.414 1.414 
0.467 1.676 1.676 
0.468 1.786 1.786 
0.268 1.183 1.183 
0.250 1.347 1.347 
0.400 1.993 1.993 
0.583 1.633 1.633 
0.333 1.139 1.139 
0.433 1.259 1.259 
0.300 1.850 1.850 
0.500 1.872 1.872 
0.300 1.469 1.469 
0.401 1.665 1.665 
0.484 1.884 1.884 
0.551 1.546 1.546 
0.584 1.588 1.588 
0.417 1.479 1.479 
0.250 2.147 2.147 
0.267 1.074 1.074 
0.300 1.074 1.074 
0.534 1.545 1.545 
0.300 1.741 1.741 
0.533 1.489 1.489 
0.300 1.697 1.697 
0.568 1.665 1.665 
0.350 1.357 1.357 
0.284 1.938 1.938 
0.300 2.049 2.049 
0.450 2.103 2.103 
0.384 1.688 1.688 
0.350 2.136 2.136 
0.534 1.939 1.939 
0.434 1.829 1.829 
0.417 2.170 2.170 
0.567 2.476 2.476 
0.317 1.633 1.633 
0.501 1.884 1.884 
0.501 1.337 1.337 
0.350 1.249 1.249 
0.434 2.948 2.948 
0.233 2.409 2.409 
0.217 1.731 1.731 
0.417 1.414 1.414 
0.517 1.346 1.346 
0.584 1.480 1.480 
0.251 1.752 1.752 
0.434 1.852 1.852 
0.384 1.610 1.610 
0.201 1.764 1.764 
0.333 1.424 1.424 
0.267 1.567 1.567 
0.518 1.456 1.456 
0.333 1.917 1.917 
