<><><><><><><><> 
Begin: 17-Nov-2014 12:55:21 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s51 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.246 2.246 
0.533 1.347 1.347 
0.567 1.524 1.524 
0.251 1.599 1.599 
0.567 1.535 1.535 
0.451 1.677 1.677 
0.234 2.093 2.093 
0.316 1.139 1.139 
0.417 1.621 1.621 
0.584 1.347 1.347 
0.584 1.260 1.260 
0.267 1.248 1.248 
0.585 1.031 1.031 
0.584 1.589 1.589 
0.399 1.686 1.686 
0.517 1.468 1.468 
0.266 1.502 1.502 
0.367 1.589 1.589 
0.568 1.501 1.501 
0.517 2.432 2.432 
0.584 1.819 1.819 
0.468 1.227 1.227 
0.216 1.535 1.535 
0.535 2.619 2.619 
0.584 2.115 2.115 
0.467 1.511 1.511 
0.501 2.266 2.266 
0.501 1.205 1.205 
0.367 2.268 2.268 
0.468 1.588 1.588 
0.267 1.337 1.337 
0.483 1.128 1.128 
0.217 1.598 1.598 
0.316 1.677 1.677 
0.217 0.986 0.986 
0.234 1.895 1.895 
0.534 1.480 1.480 
0.484 1.490 1.490 
0.333 1.643 1.643 
0.583 1.973 1.973 
0.217 2.059 2.059 
0.384 1.820 1.820 
0.350 2.203 2.203 
0.501 1.161 1.161 
0.518 2.235 2.235 
0.284 1.983 1.983 
0.400 1.501 1.501 
0.384 2.409 2.409 
0.467 2.094 2.094 
0.483 1.983 1.983 
0.501 2.081 2.081 
0.317 1.261 1.261 
0.468 1.194 1.194 
0.467 1.655 1.655 
0.266 2.071 2.071 
0.250 1.117 1.117 
0.401 1.457 1.457 
0.584 1.883 1.883 
0.334 1.764 1.764 
0.433 1.721 1.721 
0.284 1.731 1.731 
0.500 1.687 1.687 
0.301 1.369 1.369 
0.401 2.071 2.071 
0.483 1.633 1.633 
0.550 2.367 2.367 
0.584 1.380 1.380 
0.418 1.777 1.777 
0.250 1.523 1.523 
0.266 1.632 1.632 
0.300 1.567 1.567 
0.534 1.808 1.808 
0.301 2.234 2.234 
0.533 2.355 2.355 
0.300 2.280 2.280 
0.567 3.002 3.002 
0.334 2.696 2.696 
0.283 2.520 2.520 
0.300 1.577 1.577 
0.450 2.379 2.379 
0.400 3.704 3.704 
0.350 2.247 2.247 
0.534 1.512 1.512 
0.434 1.391 1.391 
0.416 1.358 1.358 
0.568 1.281 1.281 
0.317 1.863 1.863 
0.500 2.245 2.245 
0.501 1.511 1.511 
0.351 1.381 1.381 
0.434 1.799 1.799 
0.233 1.983 1.983 
0.217 1.381 1.381 
0.417 1.885 1.885 
0.518 1.785 1.785 
0.583 1.479 1.479 
0.250 3.068 3.068 
0.433 3.157 3.157 
0.384 1.424 1.424 
0.201 2.357 2.357 
0.333 2.367 2.367 
0.266 1.687 1.687 
0.517 2.114 2.114 
0.333 1.731 1.731 
