<><><><><><><><> 
Begin: 01-Oct-2014 14:59:21 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s19 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.649 2.649 
0.533 1.105 1.105 
0.567 1.356 1.356 
0.250 1.630 1.630 
0.567 1.936 1.936 
0.450 2.601 2.601 
0.233 1.848 1.848 
0.317 2.439 2.439 
0.417 2.363 2.363 
0.584 2.755 2.755 
0.584 1.872 1.872 
0.267 2.756 2.756 
0.584 1.673 1.673 
0.585 1.312 1.312 
0.400 1.290 1.290 
0.518 1.279 1.279 
0.266 1.619 1.619 
0.367 1.631 1.631 
0.567 2.384 2.384 
0.518 2.023 2.023 
0.583 2.657 2.657 
0.467 1.312 1.312 
0.217 1.553 1.553 
0.535 1.378 1.378 
0.584 1.421 1.421 
0.468 1.980 1.980 
0.501 1.400 1.400 
0.501 2.439 2.439 
0.366 1.542 1.542 
0.468 3.062 3.062 
0.266 1.488 1.488 
0.483 2.833 2.833 
0.217 1.957 1.957 
0.317 2.351 2.351 
0.217 1.891 1.891 
0.250 1.674 1.674 
0.535 1.902 1.902 
0.483 2.198 2.198 
0.334 2.702 2.702 
0.584 2.099 2.099 
0.216 1.389 1.389 
0.383 1.968 1.968 
0.351 1.378 1.378 
0.516 1.149 1.149 
0.517 2.854 2.854 
0.283 1.006 1.006 
0.401 1.609 1.609 
0.384 2.363 2.363 
0.467 1.192 1.192 
0.483 1.739 1.739 
0.501 1.947 1.947 
0.317 1.356 1.356 
0.467 1.193 1.193 
0.468 3.183 3.183 
0.266 1.291 1.291 
0.250 2.111 2.111 
0.400 2.601 2.601 
0.583 1.302 1.302 
0.334 1.728 1.728 
0.434 1.509 1.509 
0.300 1.433 1.433 
0.501 3.030 3.030 
0.301 1.739 1.739 
0.400 1.301 1.301 
0.484 0.865 0.865 
0.552 1.728 1.728 
0.584 1.542 1.542 
0.417 2.177 2.177 
0.250 2.208 2.208 
0.266 1.488 1.488 
0.300 2.340 2.340 
0.534 2.496 2.496 
0.301 3.676 3.676 
0.534 1.269 1.269 
0.301 1.476 1.476 
0.568 1.051 1.051 
0.350 1.499 1.499 
0.284 1.498 1.498 
0.300 1.379 1.379 
0.450 1.477 1.477 
0.400 2.079 2.079 
0.350 2.153 2.153 
0.534 1.926 1.926 
0.434 2.340 2.340 
0.418 1.279 1.279 
0.568 2.176 2.176 
0.316 1.651 1.651 
0.500 1.619 1.619 
0.500 1.607 1.607 
0.350 1.531 1.531 
0.435 2.112 2.112 
0.233 2.789 2.789 
0.217 1.203 1.203 
0.417 0.011 0.011 
0.517 2.341 2.341 
0.583 2.834 2.834 
0.250 0.985 0.985 
0.434 1.104 1.104 
0.384 1.302 1.302 
0.201 2.625 2.625 
0.334 2.154 2.154 
0.267 2.472 2.472 
0.517 1.555 1.555 
0.333 1.979 1.979 
