<><><><><><><><> 
Begin: 10-Nov-2014 10:34:47 
0.601 0.722 0.722 
0.400 0.888 0.888 
0.350 0.952 0.952 
0.233 0.833 0.833 
0.568 0.876 0.876 
0.484 0.866 0.866 
0.384 1.019 1.019 
0.584 0.700 0.700 
0.483 0.756 0.756 
0.467 0.855 0.855 
0.417 1.172 1.172 
0.551 0.745 0.745 
0.233 0.592 0.592 
0.384 0.843 0.843 
0.334 0.875 0.875 
0.284 1.577 1.577 
0.267 0.668 0.668 
0.568 0.657 0.657 
0.234 0.964 0.964 
0.584 0.755 0.755 
0.484 1.227 1.227 
0.201 1.051 1.051 
0.201 0.821 0.821 
0.550 0.701 0.701 
0.384 1.326 1.326 
0.533 0.843 0.843 
0.284 1.062 1.062 
0.534 0.799 0.799 
0.300 0.657 0.657 
0.601 1.467 1.467 
0.584 0.996 0.996 
0.418 0.844 0.844 
0.567 0.854 0.854 
0.451 1.205 1.205 
0.517 0.844 0.844 
0.433 0.745 0.745 
0.284 1.128 1.128 
0.568 1.763 1.763 
0.417 1.466 1.466 
0.601 0.789 0.789 
0.350 0.744 0.744 
0.283 1.960 1.960 
0.501 0.843 0.843 
0.333 1.720 1.720 
0.250 0.953 0.953 
0.551 0.908 0.908 
0.483 0.853 0.853 
0.584 0.919 0.919 
0.367 0.789 0.789 
0.534 0.691 0.691 
0.518 1.316 1.316 
0.350 0.986 0.986 
0.567 0.888 0.888 
0.318 0.854 0.854 
0.267 0.975 0.975 
0.384 0.854 0.854 
0.300 1.139 1.139 
0.201 1.227 1.227 
0.450 0.778 0.778 
0.467 1.478 1.478 
0.467 0.920 0.920 
0.467 1.073 1.073 
0.550 1.248 1.248 
0.217 1.008 1.008 
0.468 1.446 1.446 
0.433 1.139 1.139 
0.484 1.095 1.095 
0.567 0.898 0.898 
0.317 0.843 0.843 
0.234 2.288 2.288 
0.334 0.855 0.855 
0.518 2.102 2.102 
0.401 0.745 0.745 
0.383 0.625 0.625 
0.268 0.701 0.701 
0.301 0.876 0.876 
0.484 1.731 1.731 
0.534 1.270 1.270 
0.484 1.128 1.128 
0.434 0.930 0.930 
0.600 0.756 0.756 
0.384 0.712 0.712 
0.401 0.996 0.996 
0.317 0.910 0.910 
0.467 1.598 1.598 
0.367 2.495 2.495 
0.317 1.019 1.019 
0.450 0.668 0.668 
0.517 0.843 0.843 
0.584 1.293 1.293 
0.517 1.292 1.292 
0.450 1.325 1.325 
0.383 1.128 1.128 
0.267 0.931 0.931 
0.284 1.138 1.138 
0.483 1.282 1.282 
0.584 0.723 0.723 
0.450 0.942 0.942 
0.552 1.031 1.031 
0.284 0.800 0.800 
0.483 0.887 0.887 
0.334 0.680 0.680 
0.216 0.624 0.624 
0.535 0.800 0.800 
0.368 0.723 0.723 
0.234 0.636 0.636 
0.584 0.833 0.833 
0.350 0.777 0.777 
0.433 0.777 0.777 
0.300 0.986 0.986 
0.467 0.832 0.832 
0.350 0.876 0.876 
0.400 0.845 0.845 
0.367 1.238 1.238 
0.334 0.855 0.855 
0.317 0.745 0.745 
0.517 0.876 0.876 
0.301 0.733 0.733 
0.584 0.723 0.723 
0.567 0.986 0.986 
0.317 0.668 0.668 
0.300 0.854 0.854 
0.300 0.975 0.975 
0.301 0.876 0.876 
0.300 1.194 1.194 
0.367 0.909 0.909 
0.534 1.127 1.127 
0.450 0.899 0.899 
0.284 1.160 1.160 
0.533 1.007 1.007 
0.601 0.800 0.800 
0.267 1.325 1.325 
0.551 0.877 0.877 
0.300 0.701 0.701 
0.368 1.412 1.412 
0.334 0.899 0.899 
0.384 0.789 0.789 
0.334 0.942 0.942 
0.250 3.779 3.779 
0.467 1.226 1.226 
0.216 0.898 0.898 
0.283 1.730 1.730 
0.401 1.479 1.479 
0.316 2.244 2.244 
0.367 2.036 2.036 
0.434 0.898 0.898 
0.217 1.128 1.128 
0.551 0.897 0.897 
0.551 1.381 1.381 
0.234 0.831 0.831 
0.268 1.073 1.073 
0.201 1.150 1.150 
0.435 0.832 0.832 
0.484 0.919 0.919 
0.500 0.865 0.865 
0.284 1.851 1.851 
0.584 0.975 0.975 
0.401 0.974 0.974 
0.234 1.425 1.425 
0.267 1.325 1.325 
0.333 0.932 0.932 
0.551 1.655 1.655 
0.216 1.151 1.151 
0.350 1.379 1.379 
0.467 1.731 1.731 
0.534 0.987 0.987 
0.217 1.260 1.260 
0.517 0.975 0.975 
0.217 0.865 0.865 
0.317 0.636 0.636 
0.316 0.668 0.668 
0.568 2.639 2.639 
0.451 0.821 0.821 
0.400 0.822 0.822 
0.501 0.996 0.996 
0.250 0.854 0.854 
0.551 0.931 0.931 
0.417 0.723 0.723 
0.201 0.854 0.854 
0.267 0.789 0.789 
0.301 1.073 1.073 
0.217 0.898 0.898 
0.468 1.008 1.008 
0.217 1.051 1.051 
0.400 0.778 0.778 
0.400 1.150 1.150 
0.317 1.073 1.073 
0.434 0.889 0.889 
0.317 1.063 1.063 
0.567 0.834 0.834 
0.201 0.920 0.920 
<><><><><><><><> 
RT (mean):  1.03 
Consistency:  0.11 
Self Consistency:  0.76 
<><><><><><><><> 
End: 10-Nov-2014 10:42:01 
