<><><><><><><><> 
Begin: 10-Nov-2014 10:15:30 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s54 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.358 1.358 
0.349 0.821 0.821 
0.584 0.767 0.767 
0.568 0.679 0.679 
0.585 0.844 0.844 
0.284 1.215 1.215 
0.267 1.478 1.478 
0.434 1.117 1.117 
0.434 1.467 1.467 
0.484 1.774 1.774 
0.317 0.898 0.898 
0.367 1.051 1.051 
0.334 2.050 2.050 
0.250 1.413 1.413 
0.234 1.139 1.139 
0.417 0.767 0.767 
0.334 1.587 1.587 
0.600 1.084 1.084 
0.484 1.511 1.511 
0.433 0.953 0.953 
0.484 0.997 0.997 
0.601 0.723 0.723 
0.367 1.095 1.095 
0.568 2.113 2.113 
0.567 0.996 0.996 
0.534 0.854 0.854 
0.218 0.766 0.766 
0.351 0.920 0.920 
0.317 1.479 1.479 
0.451 1.412 1.412 
0.250 2.310 2.310 
0.350 1.315 1.315 
0.551 1.217 1.217 
0.301 1.261 1.261 
0.217 1.062 1.062 
0.601 1.730 1.730 
0.450 1.237 1.237 
0.300 0.897 0.897 
0.384 1.412 1.412 
0.501 1.402 1.402 
0.417 1.666 1.666 
0.384 1.018 1.018 
0.450 2.454 2.454 
0.266 1.149 1.149 
0.534 1.073 1.073 
0.533 0.930 0.930 
0.400 1.478 1.478 
0.501 1.183 1.183 
0.368 1.457 1.457 
0.500 1.654 1.654 
0.267 1.240 1.240 
0.400 1.238 1.238 
0.468 0.954 0.954 
0.267 1.249 1.249 
0.232 0.865 0.865 
0.333 1.007 1.007 
0.384 0.908 0.908 
0.500 0.876 0.876 
0.250 1.029 1.029 
0.568 1.062 1.062 
0.284 0.996 0.996 
0.350 1.041 1.041 
0.368 1.729 1.729 
0.584 1.062 1.062 
0.267 1.358 1.358 
0.551 1.347 1.347 
0.417 0.877 0.877 
0.334 1.052 1.052 
0.567 1.063 1.063 
0.417 1.895 1.895 
0.384 1.292 1.292 
0.518 1.194 1.194 
0.350 1.292 1.292 
0.583 1.161 1.161 
0.418 1.424 1.424 
0.517 0.844 0.844 
0.467 1.008 1.008 
0.284 2.233 2.233 
0.533 1.335 1.335 
0.551 1.182 1.182 
0.216 1.139 1.139 
0.450 1.182 1.182 
0.317 1.500 1.500 
0.500 1.007 1.007 
0.401 1.401 1.401 
0.517 1.260 1.260 
0.417 0.941 0.941 
0.434 0.920 0.920 
0.284 0.843 0.843 
0.351 0.876 0.876 
0.317 0.920 0.920 
0.551 0.963 0.963 
0.584 0.953 0.953 
0.451 1.412 1.412 
0.567 0.898 0.898 
0.600 1.051 1.051 
0.467 1.981 1.981 
0.517 0.799 0.799 
0.367 1.477 1.477 
0.400 1.161 1.161 
0.233 1.621 1.621 
0.517 1.204 1.204 
0.350 0.996 0.996 
0.550 0.898 0.898 
