<><><><><><><><> 
Begin: 10-Nov-2014 10:56:48 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s54 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 0.959 0.959 
0.350 0.706 0.706 
0.584 0.712 0.712 
0.567 0.515 0.515 
0.584 1.029 1.029 
0.284 0.756 0.756 
0.267 1.095 1.095 
0.433 0.580 0.580 
0.434 0.624 0.624 
0.484 0.755 0.755 
0.317 0.623 0.623 
0.367 0.723 0.723 
0.334 0.591 0.591 
0.251 0.668 0.668 
0.234 0.700 0.700 
0.417 0.679 0.679 
0.334 0.689 0.689 
0.601 0.788 0.788 
0.484 0.844 0.844 
0.434 0.799 0.799 
0.484 2.014 2.014 
0.600 0.569 0.569 
0.368 0.744 0.744 
0.567 0.799 0.799 
0.567 1.270 1.270 
0.534 0.602 0.602 
0.216 0.930 0.930 
0.350 1.029 1.029 
0.317 0.931 0.931 
0.450 0.668 0.668 
0.250 0.777 0.777 
0.351 0.548 0.548 
0.551 0.733 0.733 
0.301 0.942 0.942 
0.217 0.646 0.646 
0.601 0.843 0.843 
0.450 1.051 1.051 
0.301 0.701 0.701 
0.384 0.843 0.843 
0.501 0.668 0.668 
0.434 0.942 0.942 
0.383 0.996 0.996 
0.451 2.245 2.245 
0.283 1.052 1.052 
0.534 0.953 0.953 
0.534 0.810 0.810 
0.401 0.581 0.581 
0.500 0.777 0.777 
0.367 0.647 0.647 
0.500 0.843 0.843 
0.267 0.733 0.733 
0.400 0.744 0.744 
0.467 0.711 0.711 
0.267 0.691 0.691 
0.234 0.909 0.909 
0.334 0.011 0.011 
0.384 1.544 1.544 
0.501 1.839 1.839 
0.250 1.828 1.828 
0.568 1.981 1.981 
0.283 0.799 0.799 
0.351 0.614 0.614 
0.367 0.701 0.701 
0.584 1.238 1.238 
0.266 0.734 0.734 
0.551 0.755 0.755 
0.417 0.690 0.690 
0.334 0.941 0.941 
0.567 3.120 3.120 
0.417 0.996 0.996 
0.383 0.832 0.832 
0.518 0.745 0.745 
0.351 0.701 0.701 
0.585 0.744 0.744 
0.418 1.357 1.357 
0.517 0.810 0.810 
0.468 0.767 0.767 
0.284 1.543 1.543 
0.534 0.723 0.723 
0.550 0.744 0.744 
0.217 1.905 1.905 
0.451 0.613 0.613 
0.316 0.788 0.788 
0.501 2.881 2.881 
0.400 0.690 0.690 
0.517 1.151 1.151 
0.417 0.799 0.799 
0.434 0.800 0.800 
0.284 0.580 0.580 
0.350 0.930 0.930 
0.317 0.943 0.943 
0.550 1.501 1.501 
0.601 0.755 0.755 
0.450 0.657 0.657 
0.567 0.898 0.898 
0.601 0.842 0.842 
0.466 1.095 1.095 
0.517 0.865 0.865 
0.367 0.679 0.679 
0.400 0.942 0.942 
0.233 1.184 1.184 
0.518 0.657 0.657 
0.349 1.128 1.128 
0.550 0.713 0.713 
