<><><><><><><><> 
Begin: 07-Oct-2014 18:22:57 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s30 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.243 1.243 
0.534 0.985 0.985 
0.567 0.767 0.767 
0.250 0.722 0.722 
0.567 0.798 0.798 
0.450 0.590 0.590 
0.233 0.843 0.843 
0.317 0.897 0.897 
0.417 0.634 0.634 
0.584 0.558 0.558 
0.584 0.854 0.854 
0.267 0.701 0.701 
0.584 0.547 0.547 
0.584 0.897 0.897 
0.400 1.094 1.094 
0.517 0.590 0.590 
0.267 1.072 1.072 
0.367 0.810 0.810 
0.567 0.886 0.886 
0.517 0.777 0.777 
0.584 0.744 0.744 
0.467 0.700 0.700 
0.217 0.919 0.919 
0.534 0.723 0.723 
0.584 0.503 0.503 
0.467 1.017 1.017 
0.501 1.248 1.248 
0.501 0.919 0.919 
0.350 1.039 1.039 
0.467 0.896 0.896 
0.267 0.591 0.591 
0.484 0.822 0.822 
0.217 0.711 0.711 
0.317 0.941 0.941 
0.217 0.711 0.711 
0.233 0.951 0.951 
0.534 0.766 0.766 
0.484 1.160 1.160 
0.334 0.733 0.733 
0.584 0.864 0.864 
0.217 0.799 0.799 
0.384 1.390 1.390 
0.350 0.678 0.678 
0.500 0.996 0.996 
0.517 0.689 0.689 
0.284 1.073 1.073 
0.401 1.040 1.040 
0.384 1.037 1.037 
0.467 0.908 0.908 
0.484 0.908 0.908 
0.500 0.864 0.864 
0.317 0.788 0.788 
0.467 0.897 0.897 
0.467 0.722 0.722 
0.267 0.887 0.887 
0.250 0.931 0.931 
0.400 0.865 0.865 
0.584 0.777 0.777 
0.334 0.690 0.690 
0.434 1.050 1.050 
0.283 0.941 0.941 
0.500 0.842 0.842 
0.300 0.853 0.853 
0.400 1.160 1.160 
0.484 0.734 0.734 
0.550 0.821 0.821 
0.584 0.843 0.843 
0.417 0.886 0.886 
0.250 0.668 0.668 
0.267 0.985 0.985 
0.300 0.919 0.919 
0.534 0.722 0.722 
0.300 0.712 0.712 
0.534 0.908 0.908 
0.300 0.657 0.657 
0.567 0.897 0.897 
0.333 0.787 0.787 
0.284 0.755 0.755 
0.300 0.896 0.896 
0.450 0.755 0.755 
0.383 0.744 0.744 
0.350 0.646 0.646 
0.534 0.799 0.799 
0.434 0.875 0.875 
0.417 1.029 1.029 
0.567 0.744 0.744 
0.317 0.678 0.678 
0.501 1.006 1.006 
0.501 1.160 1.160 
0.350 1.258 1.258 
0.434 0.897 0.897 
0.233 0.842 0.842 
0.217 0.744 0.744 
0.417 1.488 1.488 
0.517 1.466 1.466 
0.567 0.843 0.843 
0.250 1.367 1.367 
0.434 0.995 0.995 
0.384 0.864 0.864 
0.200 0.941 0.941 
0.334 1.159 1.159 
0.267 1.171 1.171 
0.517 1.007 1.007 
0.334 0.831 0.831 
