<><><><><><><><> 
Begin: 07-Oct-2014 17:42:21 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s30 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 2.738 2.738 
0.533 1.979 1.979 
0.567 0.973 0.973 
0.250 1.116 1.116 
0.568 1.083 1.083 
0.451 0.940 0.940 
0.234 2.220 2.220 
0.317 1.356 1.356 
0.417 1.006 1.006 
0.584 0.865 0.865 
0.583 1.105 1.105 
0.267 0.996 0.996 
0.584 1.017 1.017 
0.584 1.290 1.290 
0.400 1.532 1.532 
0.517 0.951 0.951 
0.267 1.226 1.226 
0.367 1.334 1.334 
0.568 0.361 0.361 
0.517 1.269 1.269 
0.583 1.171 1.171 
0.467 1.148 1.148 
0.216 1.793 1.793 
0.550 1.236 1.236 
0.584 1.247 1.247 
0.467 1.552 1.552 
0.502 1.313 1.313 
0.501 1.117 1.117 
0.367 1.685 1.685 
0.468 1.029 1.029 
0.266 1.707 1.707 
0.484 1.368 1.368 
0.217 1.182 1.182 
0.317 1.127 1.127 
0.217 1.161 1.161 
0.234 1.149 1.149 
0.534 1.609 1.609 
0.485 1.280 1.280 
0.334 0.973 0.973 
0.584 1.192 1.192 
0.216 1.161 1.161 
0.384 1.324 1.324 
0.350 1.498 1.498 
0.516 0.131 0.131 
0.517 1.905 1.905 
0.284 1.368 1.368 
0.401 1.072 1.072 
0.384 1.729 1.729 
0.467 1.117 1.117 
0.484 1.235 1.235 
0.500 1.718 1.718 
0.318 1.313 1.313 
0.467 1.215 1.215 
0.468 1.390 1.390 
0.267 1.367 1.367 
0.250 1.324 1.324 
0.400 1.138 1.138 
0.584 1.236 1.236 
0.333 0.962 0.962 
0.434 1.335 1.335 
0.300 1.367 1.367 
0.501 1.543 1.543 
0.300 1.356 1.356 
0.401 1.193 1.193 
0.484 0.984 0.984 
0.567 1.138 1.138 
0.585 1.608 1.608 
0.417 1.170 1.170 
0.251 1.039 1.039 
0.267 0.929 0.929 
0.301 0.875 0.875 
0.534 0.842 0.842 
0.301 1.782 1.782 
0.534 1.127 1.127 
0.301 0.831 0.831 
0.568 1.334 1.334 
0.350 0.974 0.974 
0.284 0.941 0.941 
0.301 1.499 1.499 
0.451 1.237 1.237 
0.384 1.433 1.433 
0.350 1.247 1.247 
0.534 1.324 1.324 
0.433 1.804 1.804 
0.417 1.761 1.761 
0.568 1.181 1.181 
0.317 1.542 1.542 
0.501 0.941 0.941 
0.501 2.199 2.199 
0.350 1.127 1.127 
0.434 1.095 1.095 
0.234 1.422 1.422 
0.217 2.615 2.615 
0.417 1.378 1.378 
0.517 0.995 0.995 
0.583 0.908 0.908 
0.251 1.084 1.084 
0.434 1.138 1.138 
0.385 1.203 1.203 
0.200 1.302 1.302 
0.334 1.148 1.148 
0.267 1.444 1.444 
0.517 1.030 1.030 
0.334 1.806 1.806 
