<><><><><><><><> 
Begin: 07-Oct-2014 18:02:33 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s30 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.002 1.546 1.546 
0.533 1.040 1.040 
0.567 0.985 0.985 
0.250 0.930 0.930 
0.567 1.389 1.389 
0.451 0.832 0.832 
0.233 0.995 0.995 
0.317 1.171 1.171 
0.417 1.138 1.138 
0.585 1.181 1.181 
0.585 0.984 0.984 
0.268 0.755 0.755 
0.585 0.778 0.778 
0.583 0.974 0.974 
0.400 0.809 0.809 
0.517 0.951 0.951 
0.267 0.809 0.809 
0.367 0.886 0.886 
0.567 0.984 0.984 
0.518 1.116 1.116 
0.584 1.072 1.072 
0.468 0.853 0.853 
0.216 0.984 0.984 
0.534 0.799 0.799 
0.584 0.799 0.799 
0.468 0.865 0.865 
0.502 0.798 0.798 
0.502 0.646 0.646 
0.367 1.455 1.455 
0.468 0.898 0.898 
0.268 0.919 0.919 
0.484 1.149 1.149 
0.217 1.291 1.291 
0.318 0.897 0.897 
0.218 1.161 1.161 
0.249 1.356 1.356 
0.533 0.832 0.832 
0.484 1.073 1.073 
0.334 0.711 0.711 
0.584 1.050 1.050 
0.217 1.182 1.182 
0.384 1.161 1.161 
0.351 0.799 0.799 
0.517 1.390 1.390 
0.518 1.554 1.554 
0.284 1.083 1.083 
0.401 1.992 1.992 
0.384 1.061 1.061 
0.467 0.984 0.984 
0.484 0.919 0.919 
0.500 1.006 1.006 
0.317 1.006 1.006 
0.483 0.821 0.821 
0.468 0.799 0.799 
0.267 0.973 0.973 
0.250 0.886 0.886 
0.400 0.930 0.930 
0.584 1.017 1.017 
0.333 0.843 0.843 
0.434 0.810 0.810 
0.300 1.160 1.160 
0.501 0.984 0.984 
0.301 1.259 1.259 
0.400 0.995 0.995 
0.484 0.853 0.853 
0.567 0.952 0.952 
0.583 1.194 1.194 
0.418 0.996 0.996 
0.251 2.900 2.900 
0.267 0.766 0.766 
0.300 1.072 1.072 
0.534 1.182 1.182 
0.300 0.963 0.963 
0.534 0.788 0.788 
0.301 0.909 0.909 
0.567 1.314 1.314 
0.350 0.996 0.996 
0.284 1.171 1.171 
0.301 1.948 1.948 
0.451 0.767 0.767 
0.384 1.411 1.411 
0.350 1.051 1.051 
0.534 0.809 0.809 
0.434 1.314 1.314 
0.418 0.919 0.919 
0.567 0.930 0.930 
0.317 1.259 1.259 
0.500 1.696 1.696 
0.500 1.412 1.412 
0.350 0.941 0.941 
0.434 0.766 0.766 
0.233 0.963 0.963 
0.233 1.389 1.389 
0.417 0.755 0.755 
0.517 1.170 1.170 
0.584 0.744 0.744 
0.250 1.105 1.105 
0.434 1.378 1.378 
0.384 0.876 0.876 
0.200 1.084 1.084 
0.334 0.996 0.996 
0.267 1.357 1.357 
0.517 0.963 0.963 
0.334 1.312 1.312 
