<><><><><><><><> 
Begin: 22-Sep-2014 11:05:28 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s13 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.650 1.650 
0.534 1.051 1.051 
0.567 0.920 0.920 
0.250 1.050 1.050 
0.568 0.843 0.843 
0.451 1.040 1.040 
0.234 1.422 1.422 
0.316 0.799 0.799 
0.417 0.789 0.789 
0.584 0.768 0.768 
0.584 0.889 0.889 
0.268 0.788 0.788 
0.585 0.831 0.831 
0.584 0.788 0.788 
0.400 0.897 0.897 
0.518 0.952 0.952 
0.266 1.007 1.007 
0.367 1.138 1.138 
0.567 1.008 1.008 
0.517 0.854 0.854 
0.584 0.886 0.886 
0.468 0.996 0.996 
0.216 1.729 1.729 
0.535 0.810 0.810 
0.583 1.543 1.543 
0.466 1.007 1.007 
0.501 1.280 1.280 
0.501 0.941 0.941 
0.367 1.083 1.083 
0.467 1.281 1.281 
0.267 1.739 1.739 
0.484 0.920 0.920 
0.217 0.886 0.886 
0.317 1.379 1.379 
0.217 1.477 1.477 
0.234 0.963 0.963 
0.534 0.996 0.996 
0.484 0.766 0.766 
0.334 0.908 0.908 
0.584 1.247 1.247 
0.217 1.247 1.247 
0.384 1.061 1.061 
0.349 1.443 1.443 
0.517 1.357 1.357 
0.517 1.346 1.346 
0.284 1.006 1.006 
0.400 1.750 1.750 
0.384 1.094 1.094 
0.466 0.865 0.865 
0.484 1.038 1.038 
0.500 0.810 0.810 
0.317 1.149 1.149 
0.467 1.290 1.290 
0.467 1.040 1.040 
0.267 0.897 0.897 
0.251 1.708 1.708 
0.400 0.941 0.941 
0.584 1.587 1.587 
0.334 0.996 0.996 
0.434 1.072 1.072 
0.284 1.029 1.029 
0.500 1.083 1.083 
0.301 1.456 1.456 
0.401 1.182 1.182 
0.484 1.128 1.128 
0.567 0.898 0.898 
0.584 0.974 0.974 
0.417 1.051 1.051 
0.251 1.422 1.422 
0.266 1.060 1.060 
0.301 0.930 0.930 
0.533 1.083 1.083 
0.300 0.821 0.821 
0.534 0.908 0.908 
0.300 1.028 1.028 
0.567 0.875 0.875 
0.334 0.941 0.941 
0.283 0.930 0.930 
0.300 1.346 1.346 
0.451 1.018 1.018 
0.384 1.083 1.083 
0.350 0.875 0.875 
0.533 1.543 1.543 
0.434 1.193 1.193 
0.417 1.247 1.247 
0.567 1.576 1.576 
0.317 1.006 1.006 
0.501 1.412 1.412 
0.501 1.148 1.148 
0.350 1.040 1.040 
0.434 0.985 0.985 
0.234 0.995 0.995 
0.233 1.422 1.422 
0.417 1.390 1.390 
0.517 0.985 0.985 
0.584 1.040 1.040 
0.250 1.717 1.717 
0.434 1.028 1.028 
0.384 0.842 0.842 
0.201 0.908 0.908 
0.334 0.863 0.863 
0.267 1.159 1.159 
0.517 1.095 1.095 
0.334 0.711 0.711 
0.417 1.684 1.684 
0.268 0.624 0.624 
0.450 1.127 1.127 
0.301 1.247 1.247 
0.467 1.105 1.105 
0.484 1.313 1.313 
0.501 0.941 0.941 
0.384 0.875 0.875 
0.234 1.083 1.083 
0.300 0.887 0.887 
0.567 0.985 0.985 
0.267 0.798 0.798 
0.534 0.855 0.855 
0.417 0.755 0.755 
0.601 0.919 0.919 
0.233 1.400 1.400 
0.384 0.897 0.897 
0.250 0.951 0.951 
0.584 1.017 1.017 
0.201 0.908 0.908 
0.517 0.886 0.886 
0.534 0.973 0.973 
0.551 0.645 0.645 
0.234 1.488 1.488 
0.367 0.875 0.875 
0.300 0.909 0.909 
0.517 0.887 0.887 
0.383 1.170 1.170 
0.567 0.898 0.898 
0.267 0.690 0.690 
0.301 1.204 1.204 
0.266 1.192 1.192 
0.249 0.973 0.973 
0.551 1.400 1.400 
0.434 0.897 0.897 
0.418 0.985 0.985 
0.266 0.919 0.919 
0.551 0.952 0.952 
0.451 1.258 1.258 
0.350 1.849 1.849 
0.401 1.304 1.304 
0.367 0.777 0.777 
0.233 1.313 1.313 
0.300 1.630 1.630 
0.250 1.093 1.093 
0.284 1.564 1.564 
0.301 1.094 1.094 
0.367 1.007 1.007 
0.217 1.323 1.323 
0.567 0.996 0.996 
0.584 1.270 1.270 
0.401 0.865 0.865 
0.401 1.346 1.346 
0.333 1.302 1.302 
0.567 0.974 0.974 
0.351 1.105 1.105 
0.250 1.160 1.160 
0.518 0.842 0.842 
0.366 1.247 1.247 
0.299 1.095 1.095 
0.357 0.876 0.876 
0.235 0.984 0.984 
0.250 1.159 1.159 
0.584 0.952 0.952 
0.585 1.215 1.215 
0.434 0.811 0.811 
0.234 1.291 1.291 
0.300 1.203 1.203 
0.350 1.182 1.182 
0.534 0.986 0.986 
0.216 1.225 1.225 
0.216 0.908 0.908 
0.266 0.897 0.897 
0.467 1.160 1.160 
0.501 0.908 0.908 
0.467 1.050 1.050 
0.383 0.886 0.886 
0.417 0.853 0.853 
0.317 1.237 1.237 
0.501 1.072 1.072 
0.283 0.963 0.963 
0.483 1.203 1.203 
0.284 0.907 0.907 
0.350 1.892 1.892 
0.450 1.203 1.203 
0.518 1.531 1.531 
0.235 0.744 0.744 
0.566 0.963 0.963 
0.517 1.171 1.171 
0.400 0.963 0.963 
0.383 1.171 1.171 
0.374 1.017 1.017 
0.330 1.138 1.138 
0.401 1.575 1.575 
0.400 1.050 1.050 
0.534 0.996 0.996 
0.516 1.379 1.379 
0.466 1.271 1.271 
0.351 1.073 1.073 
0.533 1.039 1.039 
0.418 1.467 1.467 
0.350 1.007 1.007 
0.584 0.908 0.908 
0.551 1.324 1.324 
0.417 1.510 1.510 
0.450 1.007 1.007 
0.434 1.148 1.148 
0.284 0.941 0.941 
0.318 0.941 0.941 
0.384 1.094 1.094 
0.300 1.007 1.007 
0.533 1.018 1.018 
0.284 1.543 1.543 
0.300 1.226 1.226 
0.267 1.411 1.411 
0.300 0.908 0.908 
0.384 0.711 0.711 
0.333 1.216 1.216 
0.568 1.587 1.587 
0.368 1.148 1.148 
0.284 1.269 1.269 
0.567 1.182 1.182 
0.601 1.051 1.051 
0.384 0.821 0.821 
0.250 0.908 0.908 
0.300 1.281 1.281 
0.367 1.235 1.235 
0.434 1.061 1.061 
0.301 0.963 0.963 
0.450 0.777 0.777 
0.484 0.766 0.766 
0.284 0.920 0.920 
0.250 0.909 0.909 
0.317 0.722 0.722 
0.334 1.434 1.434 
0.368 0.898 0.898 
0.401 1.182 1.182 
0.233 1.040 1.040 
0.300 0.930 0.930 
0.517 1.269 1.269 
0.217 1.150 1.150 
0.567 1.434 1.434 
0.501 1.312 1.312 
0.400 0.898 0.898 
0.434 0.876 0.876 
0.300 1.586 1.586 
0.384 1.466 1.466 
0.585 1.598 1.598 
0.418 1.050 1.050 
0.417 0.910 0.910 
0.300 0.996 0.996 
0.400 0.908 0.908 
0.451 1.620 1.620 
0.467 1.697 1.697 
0.367 1.203 1.203 
0.350 1.072 1.072 
0.600 1.138 1.138 
0.217 1.422 1.422 
0.551 0.831 0.831 
0.567 1.389 1.389 
0.517 1.181 1.181 
0.250 0.831 0.831 
0.301 1.084 1.084 
0.334 0.876 0.876 
0.467 1.117 1.117 
0.251 1.531 1.531 
0.484 1.150 1.150 
0.250 0.853 0.853 
0.468 1.084 1.084 
0.400 1.105 1.105 
0.517 0.985 0.985 
0.484 1.521 1.521 
0.568 0.909 0.909 
0.567 1.126 1.126 
0.334 1.084 1.084 
