1,13,1,NaN,NaN,NaN
0,28,1,1,1,0.6728
1,112,2,2,1,0.71612
0,107,2,1,0,0.53079
0,31,1,2,0,0.46535
0,95,2,2,1,0.80176
1,115,2,1,0,0.55266
0,86,2,2,1,0.81465
1,7,1,1,1,0.62754
0,63,2,2,1,0.45388
1,80,2,1,0,0.33303
0,41,1,1,1,0.83584
1,102,2,2,1,0.60179
0,33,1,1,1,0.90367
1,93,2,2,1,0.55219
0,4,1,1,1,0.56292
1,118,2,2,1,0.51915
1,4,1,2,0,0.49755
0,54,1,1,1,0.77112
0,66,2,2,1,0.61642
1,90,2,1,0,0.49713
1,16,1,2,0,0.011257
1,51,1,1,1,0.65087
1,54,1,1,1,0.49743
0,98,2,2,1,0.76988
1,75,2,2,1,0.58487
0,82,2,1,0,0.54114
0,78,2,2,1,0.79232
1,60,1,1,1,0.6831
1,74,2,2,1,0.6503
0,85,2,1,0,0.58516
0,73,2,2,1,0.56394
1,31,1,2,0,0.5636
1,65,2,1,0,0.56297
0,97,2,2,1,0.58493
0,36,1,2,0,0.37225
0,106,2,2,1,0.26271
0,8,1,2,0,0.38733
0,47,1,2,0,0.50972
0,78,2,1,0,0.47561
1,68,2,2,1,0.51904
1,22,1,1,1,0.63973
0,48,1,2,0,0.31098
1,32,1,1,1,0.60765
1,120,2,1,0,0.35552
1,29,1,2,0,0.69474
1,67,2,2,1,0.47498
0,8,1,1,1,0.48663
1,60,1,1,1,0.47581
1,21,1,1,1,0.33324
0,118,2,2,1,0.32331
1,56,1,1,1,0.55225
1,6,1,1,1,0.38923
0,20,1,2,0,0.49736
1,119,2,1,0,0.42069
1,86,2,2,1,0.45356
0,64,2,2,1,0.75932
1,12,1,1,1,0.79415
1,55,1,1,1,0.46413
1,62,2,2,1,0.57417
1,38,1,2,0,0.49716
1,22,1,2,0,0.70632
0,23,1,1,1,0.60788
0,119,2,1,0,0.56305
0,58,1,NaN,NaN,NaN
0,93,2,1,0,0.69594
0,104,2,2,1,0.54129
1,18,1,1,1,0.64005
1,92,2,2,1,0.77163
1,59,1,1,1,0.552
0,17,1,1,1,0.58483
1,40,1,2,0,0.43176
0,55,1,1,1,0.63955
0,83,2,NaN,NaN,NaN
0,10,1,2,0,0.54222
0,58,1,NaN,NaN,NaN
1,76,2,2,1,0.43282
1,34,1,NaN,NaN,NaN
1,42,1,1,1,0.64049
1,59,1,1,1,0.48529
1,112,2,2,1,0.56313
0,108,2,1,0,0.70557
0,19,1,1,1,0.63915
1,71,2,2,1,0.49853
0,111,2,2,1,0.59707
1,45,1,1,1,0.52055
0,26,1,2,0,0.53006
0,53,1,1,1,0.5085
1,11,1,2,0,0.43203
1,109,2,1,0,0.31146
0,52,1,2,0,0.34367
1,91,2,1,0,0.57487
1,69,2,2,1,0.87924
1,51,1,1,1,0.6629
1,111,2,1,0,0.78744
0,79,2,2,1,0.82616
