<><><><><><><><> 
Begin: 02-Oct-2014 15:59:12 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s33 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.446 2.446 
0.532 1.322 1.322 
0.567 2.525 2.525 
0.250 1.192 1.192 
0.567 2.481 2.481 
0.451 2.918 2.918 
0.234 2.251 2.251 
0.317 2.612 2.612 
0.417 1.781 1.781 
0.585 1.946 1.946 
0.584 2.316 2.316 
0.267 1.616 1.616 
0.584 1.737 1.737 
0.584 3.573 3.573 
0.401 2.284 2.284 
0.517 3.106 3.106 
0.267 2.623 2.623 
0.367 2.885 2.885 
0.567 2.164 2.164 
0.517 2.668 2.668 
0.584 1.421 1.421 
0.467 3.988 5.993 
0.217 1.606 1.606 
0.534 0.853 0.853 
0.584 3.650 3.650 
0.467 3.760 3.760 
0.501 3.400 3.400 
0.500 2.763 2.763 
0.367 1.792 1.792 
0.467 1.967 1.967 
0.267 3.999 6.004 
0.484 2.852 2.852 
0.217 1.639 1.639 
0.317 1.585 1.585 
0.217 2.929 2.929 
0.234 2.743 2.743 
0.533 1.781 1.781 
0.485 2.677 2.677 
0.334 2.830 2.830 
0.584 1.584 1.584 
0.217 2.263 2.263 
0.383 2.176 2.176 
0.350 2.263 2.263 
0.500 1.519 1.519 
0.517 1.280 1.280 
0.284 3.987 5.983 
0.401 1.202 1.202 
0.385 1.421 1.421 
0.467 1.759 1.759 
0.484 3.999 5.995 
0.500 1.071 1.071 
0.316 1.628 1.628 
0.467 1.071 1.071 
0.467 1.551 1.551 
0.268 1.148 1.148 
0.250 1.071 1.071 
0.400 1.050 1.050 
0.584 1.704 1.704 
0.334 1.989 1.989 
0.434 0.864 0.864 
0.284 1.234 1.234 
0.501 2.754 2.754 
0.300 3.998 6.004 
0.400 1.978 1.978 
0.484 2.033 2.033 
0.566 1.279 1.279 
0.584 1.858 1.858 
0.416 1.737 1.737 
0.251 3.357 3.357 
0.267 1.837 1.837 
0.300 2.623 2.623 
0.534 1.726 1.726 
0.300 3.028 3.028 
0.534 3.421 3.421 
0.299 2.327 2.327 
0.567 1.946 1.946 
0.334 3.016 3.016 
0.284 2.601 2.601 
0.300 2.798 2.798 
0.450 2.567 2.567 
0.384 1.235 1.235 
0.350 1.136 1.136 
0.534 3.855 3.855 
0.434 4.000 5.993 
0.416 2.830 2.830 
0.566 1.639 1.639 
0.317 1.935 1.935 
0.501 2.010 2.010 
0.501 3.999 5.994 
0.349 1.747 1.747 
0.434 0.896 0.896 
0.234 1.694 1.694 
0.217 1.476 1.476 
0.417 2.776 2.776 
0.517 3.990 4.049 
0.584 3.409 3.409 
0.250 2.600 2.600 
0.434 1.946 1.946 
0.384 2.973 2.973 
0.200 1.180 1.180 
0.334 2.469 2.469 
0.267 1.585 1.585 
0.517 1.181 1.181 
0.334 1.050 1.050 
