<><><><><><><><> 
Begin: 02-Oct-2014 17:05:29 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s33 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 3.991 4.037 
0.534 2.811 2.811 
0.566 0.952 0.952 
0.250 1.597 1.597 
0.568 0.931 0.931 
0.451 2.986 2.986 
0.234 1.334 1.334 
0.316 0.919 0.919 
0.417 1.160 1.160 
0.585 0.974 0.974 
0.584 1.870 1.870 
0.267 1.585 1.585 
0.585 2.002 2.002 
0.584 3.074 3.074 
0.401 0.897 0.897 
0.517 1.182 1.182 
0.267 1.468 1.468 
0.368 1.106 1.106 
0.567 1.236 1.236 
0.518 1.149 1.149 
0.584 1.159 1.159 
0.467 0.777 0.777 
0.216 1.269 1.269 
0.534 0.853 0.853 
0.583 1.641 1.641 
0.467 1.258 1.258 
0.502 1.521 1.521 
0.501 1.268 1.268 
0.367 0.798 0.798 
0.467 2.736 2.736 
0.268 1.116 1.116 
0.484 3.522 3.522 
0.217 2.571 2.571 
0.317 1.432 1.432 
0.216 1.007 1.007 
0.235 1.324 1.324 
0.534 1.893 1.893 
0.483 1.148 1.148 
0.334 1.312 1.312 
0.584 1.553 1.553 
0.216 1.072 1.072 
0.383 1.685 1.685 
0.350 0.962 0.962 
0.502 1.685 1.685 
0.516 0.842 0.842 
0.284 3.993 5.984 
0.400 1.083 1.083 
0.384 2.734 2.734 
0.467 1.117 1.117 
0.484 1.006 1.006 
0.501 2.398 2.398 
0.317 1.094 1.094 
0.468 1.412 1.412 
0.468 0.918 0.918 
0.268 2.013 2.013 
0.251 1.739 1.739 
0.400 2.714 2.714 
0.584 1.510 1.510 
0.334 1.400 1.400 
0.434 1.478 1.478 
0.285 3.163 3.163 
0.501 1.028 1.028 
0.301 2.035 2.035 
0.401 1.040 1.040 
0.484 0.830 0.830 
0.567 0.995 0.995 
0.584 0.832 0.832 
0.417 1.815 1.815 
0.266 0.995 0.995 
0.267 1.805 1.805 
0.300 2.090 2.090 
0.533 1.127 1.127 
0.300 1.444 1.444 
0.533 1.105 1.105 
0.301 1.575 1.575 
0.568 0.919 0.919 
0.350 1.018 1.018 
0.284 1.017 1.017 
0.300 1.138 1.138 
0.452 2.615 2.615 
0.399 1.804 1.804 
0.349 1.127 1.127 
0.533 0.864 0.864 
0.434 1.302 1.302 
0.417 1.148 1.148 
0.567 1.269 1.269 
0.317 2.253 2.253 
0.500 0.995 0.995 
0.500 1.510 1.510 
0.350 0.810 0.810 
0.434 1.673 1.673 
0.234 1.510 1.510 
0.217 1.705 1.705 
0.417 0.843 0.843 
0.517 0.886 0.886 
0.584 0.700 0.700 
0.250 0.963 0.963 
0.434 0.942 0.942 
0.384 0.951 0.951 
0.200 1.083 1.083 
0.334 1.663 1.663 
0.267 2.756 2.756 
0.517 1.226 1.226 
0.333 1.061 1.061 
