<><><><><><><><> 
Begin: 24-Oct-2014 14:08:35 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s46 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.016 2.016 
0.533 1.104 1.104 
0.568 1.794 1.794 
0.250 0.919 0.919 
0.567 0.864 0.864 
0.451 1.750 1.750 
0.234 0.887 0.887 
0.317 0.722 0.722 
0.418 2.449 2.449 
0.584 1.247 1.247 
0.585 1.335 1.335 
0.268 2.220 2.220 
0.585 1.136 1.136 
0.584 0.952 0.952 
0.401 0.953 0.953 
0.518 0.734 0.734 
0.267 0.898 0.898 
0.367 0.931 0.931 
0.567 0.908 0.908 
0.518 1.183 1.183 
0.585 0.711 0.711 
0.467 1.214 1.214 
0.217 1.915 1.915 
0.534 1.028 1.028 
0.584 0.668 0.668 
0.467 0.842 0.842 
0.501 1.116 1.116 
0.500 0.908 0.908 
0.366 0.690 0.690 
0.467 1.258 1.258 
0.266 0.864 0.864 
0.484 0.820 0.820 
0.218 1.039 1.039 
0.316 2.472 2.472 
0.216 2.920 2.920 
0.234 2.439 2.439 
0.533 1.322 1.322 
0.484 0.776 0.776 
0.334 0.788 0.788 
0.583 0.722 0.722 
0.217 0.776 0.776 
0.384 0.820 0.820 
0.351 0.897 0.897 
0.517 0.777 0.777 
0.518 0.690 0.690 
0.284 1.279 1.279 
0.399 0.984 0.984 
0.384 0.722 0.722 
0.467 2.252 2.252 
0.484 1.367 1.367 
0.501 1.628 1.628 
0.317 0.755 0.755 
0.467 1.357 1.357 
0.467 2.603 2.603 
0.267 0.722 0.722 
0.250 0.700 0.700 
0.401 0.984 0.984 
0.583 3.655 3.655 
0.334 0.996 0.996 
0.433 0.722 0.722 
0.284 0.722 0.722 
0.501 0.667 0.667 
0.300 1.509 1.509 
0.401 0.864 0.864 
0.484 0.897 0.897 
0.567 1.958 1.958 
0.585 1.576 1.576 
0.416 1.006 1.006 
0.250 1.050 1.050 
0.267 1.204 1.204 
0.301 1.247 1.247 
0.534 1.357 1.357 
0.300 1.225 1.225 
0.533 0.799 0.799 
0.300 0.744 0.744 
0.567 0.962 0.962 
0.349 0.942 0.942 
0.284 1.160 1.160 
0.301 1.793 1.793 
0.451 0.787 0.787 
0.384 1.039 1.039 
0.350 1.389 1.389 
0.534 0.875 0.875 
0.434 1.914 1.914 
0.418 2.100 2.100 
0.567 0.689 0.689 
0.318 1.378 1.378 
0.500 0.678 0.678 
0.501 1.127 1.127 
0.350 0.821 0.821 
0.434 0.853 0.853 
0.234 0.974 0.974 
0.217 1.039 1.039 
0.418 0.678 0.678 
0.517 0.809 0.809 
0.584 0.821 0.821 
0.250 0.744 0.744 
0.434 0.701 0.701 
0.384 1.050 1.050 
0.201 1.488 1.488 
0.333 1.006 1.006 
0.267 1.094 1.094 
0.517 1.598 1.598 
0.334 1.126 1.126 
