<><><><><><><><> 
Begin: 24-Oct-2014 13:51:58 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s46 Run Number: 3 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.599 2.599 
0.533 0.975 0.975 
0.567 0.985 0.985 
0.251 1.881 1.881 
0.568 1.608 1.608 
0.451 1.268 1.268 
0.233 0.799 0.799 
0.318 0.853 0.853 
0.418 1.322 1.322 
0.584 1.115 1.115 
0.584 1.127 1.127 
0.267 1.160 1.160 
0.585 0.853 0.853 
0.585 1.587 1.587 
0.400 0.809 0.809 
0.517 1.410 1.410 
0.267 1.237 1.237 
0.368 2.482 2.482 
0.567 2.254 2.254 
0.517 1.280 1.280 
0.584 1.739 1.739 
0.466 2.012 2.012 
0.217 2.001 2.001 
0.550 1.641 1.641 
0.584 1.115 1.115 
0.467 1.084 1.084 
0.501 1.236 1.236 
0.501 1.608 1.608 
0.367 1.018 1.018 
0.468 1.301 1.301 
0.268 0.896 0.896 
0.484 1.171 1.171 
0.217 1.202 1.202 
0.317 1.509 1.509 
0.217 2.230 2.230 
0.234 1.127 1.127 
0.534 3.106 3.106 
0.484 1.390 1.390 
0.334 1.039 1.039 
0.585 0.853 0.853 
0.217 0.798 0.798 
0.384 1.902 1.902 
0.351 1.531 1.531 
0.500 1.291 1.291 
0.517 2.088 2.088 
0.284 2.395 2.395 
0.400 2.679 2.679 
0.383 1.170 1.170 
0.467 0.809 0.809 
0.483 1.149 1.149 
0.501 1.378 1.378 
0.317 1.138 1.138 
0.467 0.930 0.930 
0.467 1.006 1.006 
0.267 1.225 1.225 
0.251 3.991 4.135 
0.400 1.312 1.312 
0.585 0.984 0.984 
0.334 1.149 1.149 
0.434 1.651 1.651 
0.283 1.116 1.116 
0.500 1.203 1.203 
0.299 3.029 3.029 
0.400 1.444 1.444 
0.484 1.006 1.006 
0.551 0.733 0.733 
0.585 0.689 0.689 
0.418 2.199 2.199 
0.250 1.083 1.083 
0.266 0.810 0.810 
0.300 1.028 1.028 
0.534 1.225 1.225 
0.300 1.706 1.706 
0.534 1.444 1.444 
0.300 0.843 0.843 
0.566 0.984 0.984 
0.334 0.963 0.963 
0.284 0.853 0.853 
0.301 1.323 1.323 
0.451 1.291 1.291 
0.400 1.039 1.039 
0.350 0.897 0.897 
0.534 2.548 2.548 
0.433 0.810 0.810 
0.417 1.564 1.564 
0.567 0.930 0.930 
0.317 1.379 1.379 
0.501 2.700 2.700 
0.501 2.001 2.001 
0.350 0.886 0.886 
0.434 1.061 1.061 
0.234 0.996 0.996 
0.217 0.897 0.897 
0.417 1.859 1.859 
0.518 1.039 1.039 
0.584 1.334 1.334 
0.251 0.996 0.996 
0.433 2.570 2.570 
0.384 0.908 0.908 
0.200 0.995 0.995 
0.334 0.788 0.788 
0.267 1.411 1.411 
0.518 1.477 1.477 
0.334 1.345 1.345 
