<><><><><><><><> 
Begin: 24-Oct-2014 13:41:26 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s46 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.844 1.844 
0.534 1.051 1.051 
0.568 1.543 1.543 
0.251 1.488 1.488 
0.568 1.127 1.127 
0.451 1.148 1.148 
0.250 1.051 1.051 
0.317 1.914 1.914 
0.417 0.952 0.952 
0.585 0.920 0.920 
0.584 1.445 1.445 
0.267 1.225 1.225 
0.584 0.985 0.985 
0.585 2.034 2.034 
0.401 2.046 2.046 
0.517 1.389 1.389 
0.266 1.269 1.269 
0.368 1.674 1.674 
0.566 0.820 0.820 
0.518 0.690 0.690 
0.583 0.689 0.689 
0.468 0.755 0.755 
0.216 1.093 1.093 
0.550 1.017 1.017 
0.584 1.237 1.237 
0.467 0.919 0.919 
0.501 0.766 0.766 
0.501 1.389 1.389 
0.366 1.740 1.740 
0.467 0.941 0.941 
0.266 1.028 1.028 
0.484 2.221 2.221 
0.216 1.510 1.510 
0.317 1.224 1.224 
0.217 1.257 1.257 
0.250 0.995 0.995 
0.534 1.225 1.225 
0.483 3.523 3.523 
0.334 1.149 1.149 
0.585 1.192 1.192 
0.217 2.713 2.713 
0.383 1.072 1.072 
0.350 1.903 1.903 
0.501 1.870 1.870 
0.518 2.079 2.079 
0.283 1.334 1.334 
0.401 1.466 1.466 
0.384 3.248 3.248 
0.467 1.356 1.356 
0.484 1.149 1.149 
0.499 1.564 1.564 
0.317 0.962 0.962 
0.467 0.798 0.798 
0.467 0.766 0.766 
0.267 1.487 1.487 
0.250 1.160 1.160 
0.400 1.269 1.269 
0.584 3.051 3.051 
0.335 0.974 0.974 
0.434 1.466 1.466 
0.284 2.899 2.899 
0.500 2.198 2.198 
0.300 1.116 1.116 
0.400 0.930 0.930 
0.484 1.050 1.050 
0.552 0.985 0.985 
0.584 1.410 1.410 
0.417 1.192 1.192 
0.250 1.116 1.116 
0.268 2.264 2.264 
0.300 1.039 1.039 
0.534 1.849 1.849 
0.301 3.051 3.051 
0.534 1.345 1.345 
0.300 1.006 1.006 
0.567 1.905 1.905 
0.350 2.504 2.504 
0.284 2.165 2.165 
0.301 1.171 1.171 
0.451 1.116 1.116 
0.384 1.181 1.181 
0.350 0.951 0.951 
0.534 1.040 1.040 
0.434 2.078 2.078 
0.418 1.924 1.924 
0.567 2.602 2.602 
0.317 1.028 1.028 
0.501 0.864 0.864 
0.501 0.831 0.831 
0.351 0.897 0.897 
0.434 2.472 2.472 
0.234 2.034 2.034 
0.217 1.204 1.204 
0.417 0.886 0.886 
0.517 2.022 2.022 
0.583 1.477 1.477 
0.250 1.061 1.061 
0.434 0.799 0.799 
0.383 0.722 0.722 
0.199 0.635 0.635 
0.334 0.547 0.547 
0.267 1.356 1.356 
0.517 0.668 0.668 
0.334 1.084 1.084 
