<><><><><><><><> 
Begin: 28-Sep-2014 10:56:11 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s41 Run Number: 4 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.310 2.310 
0.533 2.549 2.549 
0.568 1.270 1.270 
0.250 2.122 2.122 
0.567 2.210 2.210 
0.451 1.937 1.937 
0.233 0.996 0.996 
0.317 1.303 1.303 
0.418 1.237 1.237 
0.583 0.974 0.974 
0.584 1.193 1.193 
0.267 1.301 1.301 
0.583 1.116 1.116 
0.585 1.631 1.631 
0.401 1.138 1.138 
0.518 1.883 1.883 
0.266 0.963 0.963 
0.367 1.149 1.149 
0.568 1.478 1.478 
0.517 1.477 1.477 
0.583 0.964 0.964 
0.468 1.390 1.390 
0.217 1.039 1.039 
0.550 1.772 1.772 
0.568 1.488 1.488 
0.468 1.839 1.839 
0.500 1.839 1.839 
0.501 1.237 1.237 
0.367 1.368 1.368 
0.468 1.839 1.839 
0.268 1.686 1.686 
0.485 1.051 1.051 
0.217 1.324 1.324 
0.318 1.073 1.073 
0.216 1.708 1.708 
0.235 1.652 1.652 
0.534 1.094 1.094 
0.485 1.434 1.434 
0.334 1.083 1.083 
0.583 0.931 0.931 
0.216 0.799 0.799 
0.383 2.058 2.058 
0.351 1.215 1.215 
0.501 1.193 1.193 
0.517 1.017 1.017 
0.284 1.018 1.018 
0.402 1.138 1.138 
0.384 1.039 1.039 
0.467 0.865 0.865 
0.484 1.019 1.019 
0.501 0.865 0.865 
0.317 1.279 1.279 
0.466 1.467 1.467 
0.467 1.346 1.346 
0.267 1.236 1.236 
0.250 1.007 1.007 
0.401 0.898 0.898 
0.584 1.357 1.357 
0.334 1.028 1.028 
0.434 1.094 1.094 
0.283 0.864 0.864 
0.501 2.123 2.123 
0.301 1.051 1.051 
0.401 1.740 1.740 
0.484 1.039 1.039 
0.567 1.412 1.412 
0.584 1.073 1.073 
0.417 2.353 2.353 
0.250 1.335 1.335 
0.267 1.050 1.050 
0.300 2.626 2.626 
0.533 2.124 2.124 
0.301 1.281 1.281 
0.534 1.215 1.215 
0.300 2.649 2.649 
0.567 1.488 1.488 
0.350 1.204 1.204 
0.284 1.652 1.652 
0.301 2.035 2.035 
0.450 2.233 2.233 
0.399 2.178 2.178 
0.350 1.324 1.324 
0.534 1.270 1.270 
0.434 1.226 1.226 
0.417 1.018 1.018 
0.568 1.762 1.762 
0.317 1.072 1.072 
0.500 1.663 1.663 
0.501 1.280 1.280 
0.350 1.161 1.161 
0.433 2.900 2.900 
0.234 2.112 2.112 
0.217 1.039 1.039 
0.418 1.226 1.226 
0.516 1.467 1.467 
0.584 1.083 1.083 
0.250 0.985 0.985 
0.434 0.876 0.876 
0.383 1.040 1.040 
0.200 0.918 0.918 
0.334 1.094 1.094 
0.267 1.674 1.674 
0.517 1.226 1.226 
0.334 2.221 2.221 
