<><><><><><><><> 
Begin: 28-Sep-2014 10:24:37 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s41 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.736 2.736 
0.534 2.440 2.440 
0.568 2.079 2.079 
0.250 2.167 2.167 
0.568 1.870 1.870 
0.451 1.554 1.554 
0.250 1.674 1.674 
0.316 3.950 3.950 
0.417 1.881 1.881 
0.584 1.674 1.674 
0.584 3.227 3.227 
0.268 1.248 1.248 
0.583 1.565 1.565 
0.585 2.439 2.439 
0.401 2.462 2.462 
0.518 1.291 1.291 
0.266 3.140 3.140 
0.368 3.184 3.184 
0.568 2.966 2.966 
0.517 1.510 1.510 
0.585 3.360 3.360 
0.468 2.364 2.364 
0.216 1.991 1.991 
0.550 1.182 1.182 
0.584 1.719 1.719 
0.468 2.321 2.321 
0.500 1.904 1.904 
0.501 1.631 1.631 
0.367 2.047 2.047 
0.467 1.467 1.467 
0.268 2.299 2.299 
0.484 3.807 3.807 
0.217 2.791 2.791 
0.317 2.036 2.036 
0.217 1.236 1.236 
0.249 1.258 1.258 
0.534 2.068 2.068 
0.484 1.553 1.553 
0.333 2.429 2.429 
0.584 1.531 1.531 
0.217 3.446 3.446 
0.384 1.357 1.357 
0.350 3.359 3.359 
0.502 2.014 2.014 
0.517 2.702 2.702 
0.284 2.769 2.769 
0.400 2.746 2.746 
0.384 1.904 1.904 
0.467 2.922 2.922 
0.484 1.554 1.554 
0.500 1.039 1.039 
0.317 1.587 1.587 
0.468 2.867 2.867 
0.467 1.138 1.138 
0.267 3.217 3.217 
0.250 1.686 1.686 
0.401 2.046 2.046 
0.584 3.993 4.257 
0.333 2.375 2.375 
0.433 1.926 1.926 
0.285 1.521 1.521 
0.501 3.610 3.610 
0.300 2.166 2.166 
0.401 1.511 1.511 
0.485 2.441 2.441 
0.551 1.325 1.325 
0.584 2.659 2.659 
0.418 2.057 2.057 
0.251 2.868 2.868 
0.267 1.904 1.904 
0.300 1.762 1.762 
0.534 1.565 1.565 
0.300 2.353 2.353 
0.534 2.090 2.090 
0.301 1.806 1.806 
0.568 3.996 6.006 
0.334 1.500 1.500 
0.284 1.379 1.379 
0.300 1.181 1.181 
0.450 2.505 2.505 
0.384 2.801 2.801 
0.350 2.135 2.135 
0.535 1.805 1.805 
0.434 2.057 2.057 
0.418 1.335 1.335 
0.567 2.244 2.244 
0.317 1.346 1.346 
0.501 1.554 1.554 
0.502 2.047 2.047 
0.351 2.495 2.495 
0.434 1.238 1.238 
0.234 3.032 3.032 
0.217 3.052 3.052 
0.418 2.559 2.559 
0.517 1.981 1.981 
0.583 1.750 1.750 
0.250 1.697 1.697 
0.434 2.177 2.177 
0.384 1.969 1.969 
0.201 2.724 2.724 
0.334 3.184 3.184 
0.267 1.565 1.565 
0.518 2.385 2.385 
0.334 2.747 2.747 
