<><><><><><><><> 
Begin: 22-Sep-2014 14:19:30 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s14 Run Number: 1 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.000 3.993 5.993 
0.533 2.393 2.393 
0.567 3.542 3.542 
0.250 2.894 2.894 
0.567 3.529 3.529 
0.451 4.001 6.005 
0.234 2.743 2.743 
0.317 3.815 3.815 
0.417 2.951 2.951 
0.584 3.758 3.758 
0.584 3.989 3.989 
0.267 3.990 5.994 
0.584 3.596 3.596 
0.584 3.519 3.519 
0.400 3.094 3.094 
0.517 3.869 3.869 
0.267 3.989 5.983 
0.367 2.055 2.055 
0.567 2.818 2.818 
0.517 1.662 1.662 
0.584 1.432 1.432 
0.466 2.810 2.810 
0.217 2.524 2.524 
0.534 2.897 2.897 
0.584 2.405 2.405 
0.467 4.000 4.000 
0.501 2.087 2.087 
0.500 2.404 2.404 
0.367 2.590 2.590 
0.467 2.535 2.535 
0.267 2.634 2.634 
0.484 3.530 3.530 
0.217 3.948 3.948 
0.317 2.219 2.219 
0.217 3.311 3.311 
0.233 3.301 3.301 
0.535 3.993 4.047 
0.484 2.789 2.789 
0.334 1.652 1.652 
0.584 2.207 2.207 
0.217 3.147 3.147 
0.383 2.448 2.448 
0.350 2.458 2.458 
0.517 1.857 1.857 
0.517 1.935 1.935 
0.284 2.316 2.316 
0.400 2.121 2.121 
0.383 2.831 2.831 
0.467 1.782 1.782 
0.483 3.038 3.038 
0.501 2.722 2.722 
0.317 2.514 2.514 
0.468 2.623 2.623 
0.468 2.252 2.252 
0.267 2.983 2.983 
0.250 2.142 2.142 
0.401 3.356 3.356 
0.584 1.726 1.726 
0.334 3.289 3.289 
0.433 3.420 3.420 
0.284 1.541 1.541 
0.500 3.902 3.902 
0.300 3.978 3.978 
0.400 3.999 4.322 
0.484 2.929 2.929 
0.567 2.547 2.547 
0.584 3.782 3.782 
0.417 3.278 3.278 
0.251 2.285 2.285 
0.267 2.885 2.885 
0.299 3.103 3.103 
0.534 3.091 3.091 
0.300 3.114 3.114 
0.534 2.972 2.972 
0.300 2.524 2.524 
0.567 1.869 1.869 
0.350 2.459 2.459 
0.283 2.437 2.437 
0.300 3.563 3.563 
0.450 1.125 1.125 
0.384 3.333 3.333 
0.350 3.751 3.751 
0.533 3.104 3.104 
0.434 2.187 2.187 
0.417 3.638 3.638 
0.567 3.060 3.060 
0.317 3.991 5.994 
0.501 2.883 2.883 
0.501 1.509 1.509 
0.350 2.665 2.665 
0.435 2.164 2.164 
0.234 2.251 2.251 
0.217 2.787 2.787 
0.416 2.065 2.065 
0.517 2.504 2.504 
0.584 2.623 2.623 
0.250 2.633 2.633 
0.434 3.607 3.607 
0.384 2.972 2.972 
0.200 2.635 2.635 
0.333 3.169 3.169 
0.267 2.711 2.711 
0.517 2.394 2.394 
0.334 3.017 3.017 
0.416 2.722 2.722 
0.267 3.202 3.202 
0.450 3.355 3.355 
0.300 3.006 3.006 
0.467 3.158 3.158 
0.484 1.814 1.814 
0.501 2.689 2.689 
0.384 3.193 3.193 
0.233 1.596 1.596 
0.300 1.704 1.704 
0.567 2.810 2.810 
0.267 2.896 2.896 
0.534 2.940 2.940 
0.417 2.908 2.908 
0.601 1.814 1.814 
0.234 3.061 3.061 
0.384 3.804 3.804 
0.250 3.988 5.994 
0.585 1.574 1.574 
0.200 1.815 1.815 
0.517 2.005 2.005 
0.534 1.539 1.539 
0.551 2.767 2.767 
0.233 1.869 1.869 
0.367 2.841 2.841 
0.300 2.896 2.896 
0.517 2.220 2.220 
0.384 2.994 2.994 
0.567 2.175 2.175 
0.267 3.750 3.750 
0.300 1.738 1.738 
0.267 2.285 2.285 
0.250 1.968 1.968 
0.551 3.202 3.202 
0.434 2.142 2.142 
0.417 3.147 3.147 
0.267 3.116 3.116 
0.551 2.613 2.613 
0.450 2.045 2.045 
0.350 2.175 2.175 
0.401 1.935 1.935 
0.367 2.536 2.536 
0.234 2.733 2.733 
0.300 2.886 2.886 
0.251 1.628 1.628 
0.284 3.290 3.290 
0.300 2.175 2.175 
0.367 3.192 3.192 
0.217 3.048 3.048 
0.567 2.228 2.228 
0.584 3.104 3.104 
0.401 2.525 2.525 
0.400 1.804 1.804 
0.334 3.016 3.016 
0.567 2.097 2.097 
0.350 2.459 2.459 
0.250 2.546 2.546 
0.517 3.203 3.203 
0.351 1.728 1.728 
0.300 2.886 2.886 
0.367 2.655 2.655 
0.234 2.164 2.164 
0.250 2.600 2.600 
0.583 2.262 2.262 
0.584 2.679 2.679 
0.434 2.164 2.164 
0.234 1.846 1.846 
0.300 3.082 3.082 
0.349 1.552 1.552 
0.534 2.393 2.393 
0.201 2.153 2.153 
0.217 2.394 2.394 
0.267 1.563 1.563 
0.467 2.721 2.721 
0.501 3.190 3.190 
0.467 2.437 2.437 
0.384 3.989 4.049 
0.417 3.389 3.389 
0.317 2.600 2.600 
0.500 2.197 2.197 
0.284 2.360 2.360 
0.484 2.230 2.230 
0.284 2.370 2.370 
0.350 2.569 2.569 
0.450 2.284 2.284 
0.517 2.547 2.547 
0.233 2.732 2.732 
0.566 2.109 2.109 
0.517 2.983 2.983 
0.400 2.492 2.492 
0.384 2.153 2.153 
0.383 2.656 2.656 
0.334 1.671 1.671 
0.399 2.459 2.459 
0.400 2.174 2.174 
0.533 2.296 2.296 
0.517 2.491 2.491 
0.467 2.077 2.077 
0.350 2.327 2.327 
0.534 2.121 2.121 
0.417 2.525 2.525 
0.350 2.371 2.371 
0.584 2.099 2.099 
0.551 2.373 2.373 
0.417 2.492 2.492 
0.450 2.393 2.393 
0.433 2.570 2.570 
0.284 2.623 2.623 
0.317 2.351 2.351 
0.384 2.667 2.667 
0.300 2.339 2.339 
0.533 2.513 2.513 
0.284 2.458 2.458 
0.300 2.415 2.415 
0.267 2.679 2.679 
0.300 3.060 3.060 
0.384 2.306 2.306 
0.334 2.383 2.383 
0.567 2.558 2.558 
0.367 2.165 2.165 
0.283 2.720 2.720 
0.567 2.154 2.154 
0.601 1.531 1.531 
0.383 2.317 2.317 
0.250 2.460 2.460 
0.300 2.799 2.799 
0.367 2.209 2.209 
0.434 2.559 2.559 
0.300 2.416 2.416 
0.451 2.426 2.426 
0.484 2.296 2.296 
0.284 2.678 2.678 
0.250 2.601 2.601 
0.317 2.044 2.044 
0.333 2.492 2.492 
0.367 2.558 2.558 
0.400 2.753 2.753 
0.234 2.972 2.972 
0.300 2.196 2.196 
0.517 2.109 2.109 
0.217 2.808 2.808 
0.567 2.285 2.285 
0.501 2.428 2.428 
0.400 2.516 2.516 
0.434 2.461 2.461 
0.300 2.973 2.973 
0.384 2.088 2.088 
0.583 2.929 2.929 
0.416 1.968 1.968 
0.417 2.274 2.274 
0.300 2.054 2.054 
0.400 2.241 2.241 
0.450 2.427 2.427 
0.467 2.252 2.252 
0.367 2.700 2.700 
0.350 1.672 1.672 
0.600 3.149 3.149 
0.217 2.732 2.732 
0.551 3.136 3.136 
0.568 2.940 2.940 
0.517 2.645 2.645 
0.233 1.651 1.651 
0.300 1.389 1.389 
0.334 2.995 2.995 
0.467 1.312 1.312 
0.250 2.854 2.854 
0.484 2.163 2.163 
0.250 3.629 3.629 
0.467 1.279 1.279 
0.399 2.046 2.046 
0.517 2.677 2.677 
0.484 1.781 1.781 
0.567 1.235 1.235 
0.551 2.077 2.077 
0.334 1.935 1.935 
