<><><><><><><><> 
Begin: 22-Sep-2014 15:26:53 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s14 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 1.357 1.357 
0.534 0.962 0.962 
0.568 1.970 1.970 
0.249 1.345 1.345 
0.568 1.838 1.838 
0.450 2.756 2.756 
0.235 1.182 1.182 
0.317 1.872 1.872 
0.417 1.051 1.051 
0.585 1.597 1.597 
0.584 3.873 3.873 
0.267 2.441 2.441 
0.583 1.105 1.105 
0.584 1.346 1.346 
0.401 2.363 2.363 
0.517 1.587 1.587 
0.267 2.067 2.067 
0.367 1.630 1.630 
0.568 3.390 3.390 
0.517 3.249 3.249 
0.583 1.269 1.269 
0.467 3.587 3.587 
0.216 1.893 1.893 
0.550 1.348 1.348 
0.567 1.949 1.949 
0.466 1.534 1.534 
0.501 2.222 2.222 
0.501 2.417 2.417 
0.367 1.215 1.215 
0.467 1.171 1.171 
0.266 1.017 1.017 
0.484 0.943 0.943 
0.217 1.533 1.533 
0.317 1.773 1.773 
0.217 3.862 3.862 
0.235 1.488 1.488 
0.534 3.381 3.381 
0.484 1.249 1.249 
0.334 1.116 1.116 
0.584 1.269 1.269 
0.217 1.269 1.269 
0.383 1.290 1.290 
0.350 0.941 0.941 
0.502 1.456 1.456 
0.518 1.105 1.105 
0.284 1.455 1.455 
0.401 1.206 1.206 
0.383 2.419 2.419 
0.467 1.282 1.282 
0.483 2.442 2.442 
0.502 2.485 2.485 
0.317 1.061 1.061 
0.467 0.657 0.657 
0.467 2.090 2.090 
0.267 1.236 1.236 
0.251 1.149 1.149 
0.401 0.985 0.985 
0.584 1.542 1.542 
0.333 0.898 0.898 
0.434 1.072 1.072 
0.284 1.039 1.039 
0.500 0.897 0.897 
0.300 1.631 1.631 
0.400 2.067 2.067 
0.484 0.984 0.984 
0.552 2.494 2.494 
0.584 1.182 1.182 
0.418 1.268 1.268 
0.251 1.149 1.149 
0.268 1.215 1.215 
0.301 2.068 2.068 
0.534 2.090 2.090 
0.301 1.794 1.794 
0.533 3.524 3.524 
0.300 1.050 1.050 
0.568 0.875 0.875 
0.350 1.323 1.323 
0.284 1.194 1.194 
0.301 1.194 1.194 
0.451 1.216 1.216 
0.384 0.789 0.789 
0.349 1.269 1.269 
0.534 0.983 0.983 
0.434 2.658 2.658 
0.416 1.062 1.062 
0.567 0.733 0.733 
0.317 2.855 2.855 
0.501 1.477 1.477 
0.499 1.192 1.192 
0.351 2.418 2.418 
0.434 1.904 1.904 
0.234 2.935 2.935 
0.217 1.959 1.959 
0.418 1.117 1.117 
0.518 1.181 1.181 
0.584 1.433 1.433 
0.250 1.859 1.859 
0.433 1.335 1.335 
0.384 1.663 1.663 
0.200 1.981 1.981 
0.333 1.389 1.389 
0.266 1.619 1.619 
0.518 1.214 1.214 
0.334 2.232 2.232 
0.418 1.675 1.675 
0.267 1.531 1.531 
0.450 1.455 1.455 
0.300 2.504 2.504 
0.467 1.291 1.291 
0.483 1.292 1.292 
0.500 1.072 1.072 
0.383 1.072 1.072 
0.234 2.737 2.737 
0.300 0.876 0.876 
0.567 2.451 2.451 
0.267 1.665 1.665 
0.534 1.456 1.456 
0.418 1.629 1.629 
0.601 1.214 1.214 
0.233 1.685 1.685 
0.384 2.581 2.581 
0.250 1.717 1.717 
0.584 1.269 1.269 
0.200 1.893 1.893 
0.517 1.258 1.258 
0.534 1.269 1.269 
0.551 3.064 3.064 
0.234 0.995 0.995 
0.367 3.720 3.720 
0.301 3.216 3.216 
0.517 2.493 2.493 
0.383 1.313 1.313 
0.567 1.924 1.924 
0.268 1.894 1.894 
0.301 1.051 1.051 
0.266 0.864 0.864 
0.251 1.292 1.292 
0.550 1.181 1.181 
0.434 1.226 1.226 
0.417 1.619 1.619 
0.267 0.875 0.875 
0.550 3.225 3.225 
0.450 2.526 2.526 
0.350 1.697 1.697 
0.400 1.336 1.336 
0.367 1.423 1.423 
0.234 1.544 1.544 
0.301 1.598 1.598 
0.251 2.595 2.595 
0.284 1.302 1.302 
0.301 1.039 1.039 
0.367 1.270 1.270 
0.216 2.406 2.406 
0.567 1.379 1.379 
0.584 1.673 1.673 
0.400 2.988 2.988 
0.400 1.455 1.455 
0.334 1.247 1.247 
0.568 1.137 1.137 
0.350 1.225 1.225 
0.251 1.521 1.521 
0.517 1.192 1.192 
0.366 1.367 1.367 
0.301 1.498 1.498 
0.367 1.202 1.202 
0.234 1.520 1.520 
0.250 1.544 1.544 
0.584 1.654 1.654 
0.583 0.995 0.995 
0.434 1.170 1.170 
0.233 2.177 2.177 
0.300 1.564 1.564 
0.349 2.724 2.724 
0.533 2.604 2.604 
0.216 1.805 1.805 
0.217 1.216 1.216 
0.266 1.105 1.105 
0.467 1.389 1.389 
0.500 2.144 2.144 
0.467 1.006 1.006 
0.384 0.843 0.843 
0.417 1.105 1.105 
0.317 0.984 0.984 
0.501 0.996 0.996 
0.283 2.057 2.057 
0.484 2.167 2.167 
0.284 1.640 1.640 
0.350 1.148 1.148 
0.450 1.356 1.356 
0.517 0.821 0.821 
0.233 0.766 0.766 
0.568 1.358 1.358 
0.518 1.905 1.905 
0.401 1.226 1.226 
0.384 2.000 2.000 
0.383 0.974 0.974 
0.318 1.685 1.685 
0.400 1.116 1.116 
0.401 1.193 1.193 
0.534 1.072 1.072 
0.518 0.962 0.962 
0.467 0.864 0.864 
0.350 1.149 1.149 
0.533 1.115 1.115 
0.417 1.554 1.554 
0.350 1.084 1.084 
0.583 0.798 0.798 
0.551 0.930 0.930 
0.417 1.827 1.827 
0.450 2.276 2.276 
0.434 2.778 2.778 
0.284 1.335 1.335 
0.317 1.204 1.204 
0.384 3.511 3.511 
0.299 2.440 2.440 
0.534 2.384 2.384 
0.284 1.127 1.127 
0.300 2.122 2.122 
0.267 1.739 1.739 
0.300 2.056 2.056 
0.384 3.568 3.568 
0.334 1.203 1.203 
0.567 1.334 1.334 
0.368 1.280 1.280 
0.283 1.444 1.444 
0.568 1.662 1.662 
0.601 1.422 1.422 
0.383 1.346 1.346 
0.250 2.100 2.100 
0.300 2.222 2.222 
0.367 1.170 1.170 
0.434 1.094 1.094 
0.300 1.434 1.434 
0.451 1.673 1.673 
0.483 1.018 1.018 
0.284 1.040 1.040 
0.250 1.575 1.575 
0.318 1.346 1.346 
0.334 2.636 2.636 
0.368 1.269 1.269 
0.401 1.105 1.105 
0.234 1.248 1.248 
0.301 1.576 1.576 
0.517 0.919 0.919 
0.217 1.345 1.345 
0.568 3.436 3.436 
0.500 0.962 0.962 
0.400 1.356 1.356 
0.434 1.630 1.630 
0.301 1.128 1.128 
0.383 1.161 1.161 
0.584 1.390 1.390 
0.418 2.705 2.705 
0.417 1.084 1.084 
0.300 1.566 1.566 
0.400 1.435 1.435 
0.451 1.576 1.576 
0.468 1.948 1.948 
0.367 1.948 1.948 
0.350 1.589 1.589 
0.601 1.074 1.074 
0.218 1.566 1.566 
0.551 1.159 1.159 
0.568 0.722 0.722 
0.517 1.510 1.510 
0.234 1.643 1.643 
0.300 0.964 0.964 
0.333 1.336 1.336 
0.468 0.995 0.995 
0.250 1.172 1.172 
0.484 1.149 1.149 
0.251 1.268 1.268 
0.467 1.039 1.039 
0.400 1.236 1.236 
0.518 1.115 1.115 
0.483 0.995 0.995 
0.567 1.006 1.006 
0.567 0.733 0.733 
0.334 1.488 1.488 
