<><><><><><><><> 
Begin: 22-Sep-2014 14:37:39 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 - Flavor: beta - Corresponds to SVN Revision 4591
For more info visit:
https 
Subjid: s14 Run Number: 2 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.268 2.268 
0.533 1.826 1.826 
0.567 2.450 2.450 
0.251 3.238 3.238 
0.567 2.789 2.789 
0.451 1.860 1.860 
0.250 3.217 3.217 
0.317 3.061 3.061 
0.418 2.462 2.462 
0.584 2.616 2.616 
0.583 3.259 3.259 
0.267 3.960 3.960 
0.584 2.056 2.056 
0.583 3.150 3.150 
0.400 3.008 3.008 
0.518 2.133 2.133 
0.266 1.860 1.860 
0.368 3.030 3.030 
0.568 3.873 3.873 
0.517 3.293 3.293 
0.584 3.348 3.348 
0.466 2.714 2.714 
0.217 3.642 3.642 
0.534 2.614 2.614 
0.584 3.368 3.368 
0.467 3.050 3.050 
0.501 2.035 2.035 
0.500 1.740 1.740 
0.367 3.982 4.086 
0.467 2.516 2.516 
0.266 1.664 1.664 
0.483 1.280 1.280 
0.217 1.433 1.433 
0.318 2.067 2.067 
0.216 3.260 3.260 
0.249 3.556 3.556 
0.534 3.948 3.948 
0.484 2.342 2.342 
0.334 1.806 1.806 
0.584 3.073 3.073 
0.217 3.283 3.283 
0.384 3.787 3.787 
0.350 3.807 3.807 
0.517 3.229 3.229 
0.518 3.994 5.996 
0.284 3.117 3.117 
0.400 2.680 2.680 
0.383 3.227 3.227 
0.467 1.958 1.958 
0.484 3.281 3.281 
0.500 3.501 3.501 
0.317 2.495 2.495 
0.467 1.062 1.062 
0.468 3.981 3.981 
0.267 3.390 3.390 
0.250 1.718 1.718 
0.400 3.270 3.270 
0.584 1.598 1.598 
0.334 2.144 2.144 
0.434 3.304 3.304 
0.300 2.516 2.516 
0.500 2.090 2.090 
0.301 2.692 2.692 
0.400 4.004 4.086 
0.484 1.061 1.061 
0.551 1.993 1.993 
0.583 2.593 2.593 
0.417 1.695 1.695 
0.250 1.904 1.904 
0.267 1.651 1.651 
0.301 1.400 1.400 
0.534 2.397 2.397 
0.301 3.206 3.206 
0.534 1.904 1.904 
0.300 2.166 2.166 
0.568 2.472 2.472 
0.334 2.735 2.735 
0.284 2.133 2.133 
0.301 3.008 3.008 
0.451 2.846 2.846 
0.384 2.527 2.527 
0.350 2.901 2.901 
0.533 2.275 2.275 
0.434 2.101 2.101 
0.417 1.434 1.434 
0.568 1.641 1.641 
0.318 2.298 2.298 
0.501 2.179 2.179 
0.501 2.516 2.516 
0.350 2.998 2.998 
0.434 1.520 1.520 
0.234 2.998 2.998 
0.217 2.931 2.931 
0.417 1.444 1.444 
0.517 2.966 2.966 
0.583 3.173 3.173 
0.250 2.332 2.332 
0.433 1.761 1.761 
0.384 1.991 1.991 
0.201 2.439 2.439 
0.334 1.268 1.268 
0.267 1.946 1.946 
0.517 2.221 2.221 
0.333 1.850 1.850 
0.418 2.057 2.057 
0.267 1.838 1.838 
0.450 1.400 1.400 
0.300 1.926 1.926 
0.467 1.707 1.707 
0.484 2.024 2.024 
0.500 2.188 2.188 
0.383 1.401 1.401 
0.233 1.237 1.237 
0.299 2.310 2.310 
0.567 1.685 1.685 
0.267 2.735 2.735 
0.534 1.968 1.968 
0.417 1.773 1.773 
0.601 2.823 2.823 
0.233 1.323 1.323 
0.383 3.194 3.194 
0.250 1.784 1.784 
0.583 1.738 1.738 
0.201 3.676 3.676 
0.517 1.772 1.772 
0.534 2.769 2.769 
0.551 2.934 2.934 
0.233 2.264 2.264 
0.367 2.954 2.954 
0.300 1.324 1.324 
0.517 2.407 2.407 
0.383 1.378 1.378 
0.567 1.280 1.280 
0.267 1.904 1.904 
0.316 1.991 1.991 
0.267 2.506 2.506 
0.250 2.035 2.035 
0.551 1.860 1.860 
0.434 1.576 1.576 
0.417 1.653 1.653 
0.267 1.861 1.861 
0.550 1.674 1.674 
0.450 1.684 1.684 
0.350 2.068 2.068 
0.401 1.970 1.970 
0.367 1.881 1.881 
0.234 2.844 2.844 
0.299 2.155 2.155 
0.250 2.385 2.385 
0.283 1.641 1.641 
0.300 1.728 1.728 
0.367 1.849 1.849 
0.217 2.999 2.999 
0.567 2.395 2.395 
0.583 1.707 1.707 
0.401 1.454 1.454 
0.400 1.706 1.706 
0.334 1.620 1.620 
0.567 2.101 2.101 
0.350 1.926 1.926 
0.250 2.790 2.790 
0.517 1.697 1.697 
0.351 2.933 2.933 
0.300 1.171 1.171 
0.367 2.024 2.024 
0.234 2.616 2.616 
0.251 1.323 1.323 
0.583 2.638 2.638 
0.583 1.564 1.564 
0.434 1.619 1.619 
0.234 1.487 1.487 
0.300 1.422 1.422 
0.350 0.722 0.722 
0.533 2.450 2.450 
0.216 2.528 2.528 
0.216 2.003 2.003 
0.266 1.958 1.958 
0.467 1.751 1.751 
0.501 1.707 1.707 
0.467 1.729 1.729 
0.384 3.053 3.053 
0.417 1.871 1.871 
0.318 2.307 2.307 
0.501 1.641 1.641 
0.284 2.266 2.266 
0.484 2.135 2.135 
0.284 3.271 3.271 
0.350 1.445 1.445 
0.451 2.057 2.057 
0.517 2.002 2.002 
0.234 2.100 2.100 
0.567 1.663 1.663 
0.517 2.199 2.199 
0.400 2.046 2.046 
0.383 2.373 2.373 
0.383 1.697 1.697 
0.318 1.981 1.981 
0.401 1.707 1.707 
0.400 1.871 1.871 
0.533 2.450 2.450 
0.518 3.162 3.162 
0.467 3.238 3.238 
0.351 1.280 1.280 
0.533 1.445 1.445 
0.417 2.419 2.419 
0.350 1.970 1.970 
0.584 1.848 1.848 
0.550 1.630 1.630 
0.416 2.966 2.966 
0.451 1.740 1.740 
0.434 1.544 1.544 
0.283 2.439 2.439 
0.317 2.363 2.363 
0.383 1.706 1.706 
0.300 1.761 1.761 
0.534 1.630 1.630 
0.284 3.271 3.271 
0.300 3.293 3.293 
0.267 1.609 1.609 
0.300 1.893 1.893 
0.383 1.859 1.859 
0.334 1.674 1.674 
0.568 1.564 1.564 
0.368 2.264 2.264 
0.283 2.561 2.561 
0.568 1.959 1.959 
0.600 1.553 1.553 
0.384 2.756 2.756 
0.250 3.230 3.230 
0.300 1.380 1.380 
0.367 1.456 1.456 
0.434 1.555 1.555 
0.300 2.680 2.680 
0.450 1.445 1.445 
0.484 2.582 2.582 
0.284 2.264 2.264 
0.250 2.344 2.344 
0.318 1.684 1.684 
0.334 1.849 1.849 
0.367 2.275 2.275 
0.400 2.526 2.526 
0.234 1.805 1.805 
0.301 2.823 2.823 
0.517 2.866 2.866 
0.216 3.994 4.081 
0.567 2.155 2.155 
0.500 2.975 2.975 
0.400 1.641 1.641 
0.434 3.381 3.381 
0.301 3.185 3.185 
0.384 2.724 2.724 
0.585 3.996 4.157 
0.417 2.388 2.388 
0.417 1.544 1.544 
0.299 1.302 1.302 
0.401 2.484 2.484 
0.451 2.853 2.853 
0.468 2.363 2.363 
0.367 2.243 2.243 
0.350 2.178 2.178 
0.600 2.845 2.845 
0.217 1.127 1.127 
0.550 1.368 1.368 
0.566 2.363 2.363 
0.517 3.839 3.839 
0.249 2.187 2.187 
0.301 2.363 2.363 
0.334 2.811 2.811 
0.466 3.019 3.019 
0.250 1.970 1.970 
0.484 1.696 1.696 
0.250 2.549 2.549 
0.468 2.166 2.166 
0.400 2.189 2.189 
0.518 2.428 2.428 
0.484 2.210 2.210 
0.567 3.096 3.096 
0.566 1.608 1.608 
0.334 2.636 2.636 
