<><><><><><><><> 
Begin: 09-Oct-2014 12:59:51 
Matlab version  8.2.0.701 (R2013b) 
Psychtoolbox version  3.0.11 
Subjid: s35 Run Number: 5 
<><><><><><><><> 
Columns info in data file: 
1. left indvd 2. # right indvd  
3. response (left - 1 :: right - 2) 4. RT  
<><><><><><><><> 
Columns info in (this) info file: 
1. Stimulus start time (from trial start) 2. Stimulus off-time(from stimulus start time) 
3. RT or max response duration, if no response (from stimulus start time) 
 
1.001 2.557 2.557 
0.533 0.996 0.996 
0.567 2.734 2.734 
0.250 0.930 0.930 
0.568 2.307 2.307 
0.450 0.842 0.842 
0.234 1.323 1.323 
0.316 1.520 1.520 
0.418 0.799 0.799 
0.585 0.929 0.929 
0.585 1.182 1.182 
0.267 1.257 1.257 
0.584 1.005 1.005 
0.584 1.248 1.248 
0.401 0.875 0.875 
0.518 0.963 0.963 
0.266 1.192 1.192 
0.368 1.718 1.718 
0.568 1.760 1.760 
0.517 1.411 1.411 
0.584 0.831 0.831 
0.468 1.497 1.497 
0.216 1.378 1.378 
0.550 1.520 1.520 
0.584 0.809 0.809 
0.467 1.225 1.225 
0.501 3.290 3.290 
0.500 0.951 0.951 
0.367 1.148 1.148 
0.468 0.929 0.929 
0.266 0.951 0.951 
0.484 1.290 1.290 
0.218 1.094 1.094 
0.317 2.427 2.427 
0.217 1.629 1.629 
0.234 1.061 1.061 
0.534 1.519 1.519 
0.484 1.159 1.159 
0.334 1.476 1.476 
0.584 1.838 1.838 
0.217 1.880 1.880 
0.383 2.056 2.056 
0.350 1.017 1.017 
0.501 1.028 1.028 
0.517 0.787 0.787 
0.283 1.432 1.432 
0.400 2.067 2.067 
0.384 0.820 0.820 
0.467 1.433 1.433 
0.484 1.247 1.247 
0.501 1.597 1.597 
0.316 1.072 1.072 
0.468 1.422 1.422 
0.468 2.876 2.876 
0.266 2.405 2.405 
0.250 1.553 1.553 
0.399 1.925 1.925 
0.585 2.603 2.603 
0.333 1.793 1.793 
0.434 1.160 1.160 
0.299 1.236 1.236 
0.500 2.832 2.832 
0.300 1.104 1.104 
0.400 1.083 1.083 
0.484 1.389 1.389 
0.552 2.089 2.089 
0.584 1.007 1.007 
0.417 1.466 1.466 
0.251 1.290 1.290 
0.267 1.673 1.673 
0.301 1.488 1.488 
0.535 2.712 2.712 
0.301 1.400 1.400 
0.534 1.773 1.773 
0.301 1.563 1.563 
0.567 1.717 1.717 
0.350 1.661 1.661 
0.284 1.575 1.575 
0.301 2.429 2.429 
0.450 1.237 1.237 
0.400 1.915 1.915 
0.350 2.166 2.166 
0.534 1.257 1.257 
0.434 1.137 1.137 
0.418 2.931 2.931 
0.567 1.050 1.050 
0.317 2.263 2.263 
0.500 1.105 1.105 
0.501 2.614 2.614 
0.350 3.008 3.008 
0.434 1.794 1.794 
0.233 3.990 5.996 
0.217 1.050 1.050 
0.417 2.885 2.885 
0.517 3.652 3.652 
0.583 1.007 1.007 
0.250 0.930 0.930 
0.433 1.532 1.532 
0.384 1.542 1.542 
0.200 1.049 1.049 
0.334 1.400 1.400 
0.267 0.940 0.940 
0.517 1.236 1.236 
0.333 3.478 3.478 
